"item_code"	"current_item_name"	"current_required_specs"	"current_uom"	"target_top_category"	"target_second_layer_family"	"target_third_layer_name"	"decision"	"confidence"	"assumed_specs"	"manual_judgment"	"next_action"
"PIPE-000437"	"焊接变径接头"	"连接：焊接；规格：150/3寸；类型：变径接头"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：变径接头与异径接头同义，本族中统一按“焊接异径接头”表达焊接大小头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、压力等级和大小端口径单位。"
"METAL-000134"	"不锈钢外螺纹对接头"	"材质：不锈钢；连接：外螺纹；规格：4分"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：不锈钢；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：外螺纹按采购常用口径规范为外丝，不锈钢材质和接头形态明确。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：保留外螺纹别名，补材质牌号和压力等级。"
"METAL-000135"	"不锈钢变径对丝"	"材质：不锈钢；连接：外螺纹；规格：6分变4分"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"材质：不锈钢；连接方式：外丝；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称同时表达不锈钢材质、变径规格和对丝连接形态。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质牌号、螺纹标准和压力等级。"
"METAL-000136"	"不锈钢外螺纹对接头"	"材质：不锈钢；连接：外螺纹；规格：6分"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：不锈钢；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：外螺纹按采购常用口径规范为外丝，不锈钢材质和接头形态明确。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：保留外螺纹别名，补材质牌号和压力等级。"
"PIPE-000439"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：4分；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、外丝和直接形式都已明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000442"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、外丝和直接形式明确，长度作为 SKU 规格保留。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000448"	"铜内丝管接"	"材质：铜；连接：内丝；规格：20"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：铜；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称已说明铜材质和内丝管接形式，采购识别清楚。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补螺纹标准、压力等级和适用管材。"
"PIPE-000451"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：6分；长度：100mm"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和外丝直接形态明确，长度作为规格属性保留。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"METAL-000155"	"不锈钢双外丝变径接头"	"材质：304不锈钢；连接：双外丝；规格：2寸/1.5寸"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：外丝；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称已包含 304 不锈钢、双外丝和变径接头形态，采购可一眼识别。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补螺纹标准、压力等级和密封形式。"
"METAL-000156"	"不锈钢双外丝变径接头"	"材质：304不锈钢；连接：双外丝；规格：1.5寸/1.2寸"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：外丝；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称已包含 304 不锈钢、双外丝和变径接头形态，采购可一眼识别。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补螺纹标准、压力等级和密封形式。"
"PIPE-000455"	"镀锌外丝直接"	"表面：镀锌；连接：外丝；规格：1寸；长度：100mm"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和外丝直接形态明确，长度作为规格属性保留。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000456"	"镀锌变径接头"	"表面：镀锌；规格：1寸/6分；类型：大小头/变径"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"medium"	"表面处理：镀锌；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：变径和异径同义，为减少同族重名，镀锌大小头统一落到镀锌异径接头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、基材和压力等级。"
"METAL-000157"	"不锈钢外丝变径接头"	"材质：304不锈钢；连接：外丝；规格：6分/4分"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"材质：304不锈钢；连接方式：外丝；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：名称已说明 304 不锈钢、外丝连接和变径形态，符合目标口径。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补螺纹标准、压力等级和密封形式。"
"PIPE-000458"	"PVC直接"	"材质：PVC；直径：Φ200；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PVC；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PVC 材质和直接形式明确，符合采购常用名称。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补连接方式、压力等级/排水管系列。"
"PIPE-000464"	"PPR直接"	"品牌：公元；材质：PPR；规格：32；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"材质：PPR；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：PPR直接与PPR直通同义，为统一现场采购搜索口径归为 PPR直通。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：保留 PPR直接作为别名，补压力等级/管系列。"
"PIPE-000470"	"内丝直接"	"表面处理：镀锌；规格：4分；连接：内丝；类型：直接"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：规格已给镀锌表面和内丝直接形态，第三层补入镀锌关键采购特征。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000480"	"焊接变径接头"	"连接方式：焊接；规格：325/159；类型：变径接头"	"只"	"管材管件阀门"	"直接/接头"	"异径接头/大小头"	"三级名称脱水"	"high"	"连接方式：焊接；形态：异径"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：变径接头与异径接头同义，本族中统一按“焊接异径接头”表达焊接大小头。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补材质、壁厚、压力等级和执行标准。"
"PIPE-000483"	"镀锌外丝六角直接"	"表面处理：镀锌；连接：外丝；结构：六角；规格：2寸"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：外丝；外部形状：六角；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌、外丝、六角结构和直接形态都明确，适合保留为更精确三级名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000484"	"镀锌内丝直接"	"表面处理：镀锌；连接：内丝；规格：2寸"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和内丝直接形态明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000486"	"镀锌内丝直接"	"表面处理：镀锌；连接：内丝；规格：6分"	"只"	"管材管件阀门"	"直接/接头"	"直接/直通"	"三级名称脱水"	"high"	"表面处理：镀锌；连接方式：内丝；形态：直通"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：镀锌和内丝直接形态明确，符合目标命名。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：补基材、螺纹标准和压力等级。"
"PIPE-000489"	"铝合金快速接头"	"材质：铝合金；公称通径：DN50"	"套"	"管材管件阀门"	"直接/接头"	"快速接头"	"复核"	"low"	"材质：铝合金"	"三级名称脱水：材质、连接方式、表面处理下压为SKU规格，三级名称只保留核心形态。原判断：铝合金快速接头可能是管路快接，也可能涉及气动/消防等系统；信息不足按边界暂留并复核。"	"按脱水三级名使用；采购前补齐压力等级/系列、螺纹标准、执行标准等关键规格。原下一步：确认系统用途、接口标准、压力等级和密封形式；若为气动/消防/液压需移出本族。"
