item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
METAL-000053	不锈钢合页	规格：110；材质：不锈钢	副	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	采购/建档前确认缺失规格：厚度。
METAL-000088	铁合页	规格：6；材质：铁；工艺：焊接	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	采购/建档前确认缺失规格：尺寸；厚度。
METAL-000094	合页	规格：3寸；材质：不锈钢	付	清洁办公后勤	门窗五金	合页	脱水保留	high		合页是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：厚度。
METAL-000121	不锈钢挂锁	规格：40；材质：不锈钢	把	清洁办公后勤	门窗五金	挂锁	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为挂锁，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
METAL-000127	不锈钢合页	材质：不锈钢；类型：合页	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	采购/建档前确认缺失规格：尺寸；厚度。
METAL-000128	门插销	材质：不锈钢；用途：门；类型：插销	套	清洁办公后勤	门窗五金	插销	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为插销，属性下压到规格。	采购/建档前确认缺失规格：尺寸。
METAL-000129	门吸	材质：304不锈钢；类型：门柱吸/门吸	付	清洁办公后勤	门窗五金	门吸	脱水保留	high		门吸是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
SPARE-000002	插销	材质：不锈钢	个	清洁办公后勤	门窗五金	插销	脱水保留	high		插销是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
SPARE-000003	插销	材质：不锈钢；功能：带锁	个	清洁办公后勤	门窗五金	插销	脱水保留	high		插销是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
SPARE-000004	插销	规格：4寸	付	清洁办公后勤	门窗五金	插销	脱水保留	high		插销是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质。
SPARE-000005	合页	材质：不锈钢；规格：4寸；特征：加厚	付	清洁办公后勤	门窗五金	合页	脱水保留	high		合页是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
SPARE-000006	闭门器	规格：大	套	清洁办公后勤	门窗五金	闭门器	脱水保留	high		闭门器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
SPARE-000007	插销	材质：不锈钢	套	清洁办公后勤	门窗五金	插销	脱水保留	high		插销是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：尺寸。
SPARE-000012	加厚铁合页	材质：铁；规格：4寸；特征：加厚	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
SPARE-000013	加厚铁合页	材质：铁；规格：5寸；特征：加厚	付	清洁办公后勤	门窗五金	合页	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为合页，属性下压到规格。	可按治理结果导入；后续保持规格字段完整。
SPARE-000043	闭门器	规格：大号	个	清洁办公后勤	门窗五金	闭门器	脱水保留	high		闭门器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；图号。
MAT-000054	沉降观测钉带牌	类型：观测钉；包含：标识牌	套	工具量具	测量工具	沉降观测钉	三级名称脱水	medium		原名称含材质、结构、规格或功能属性，三级名称收敛为沉降观测钉，属性下压到规格。	采购/建档前确认缺失规格：规格；材质。
MAT-000055	十字测钉	类型：十字测钉；表面：镀锌	个	工具量具	测量工具	测钉	三级名称脱水	medium	形态：十字	原名称含材质、结构、规格或功能属性，三级名称收敛为测钉，属性下压到规格。	采购/建档前确认缺失规格：规格。
TOOL-000003	断点检测电笔	功能：找断点/测电	只	工具量具	测量工具	测电笔	三级名称脱水	medium		原名称含材质、结构、规格或功能属性，三级名称收敛为测电笔，属性下压到规格。	采购/建档前确认缺失规格：型号。
TOOL-000020	卷尺	品牌：得力；长度：3米	个	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000021	卷尺	品牌：得力；长度：5米	个	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000022	卷尺	品牌：得力；长度：10米	个	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000065	金属测绳	材质：金属；类型：测绳	米	工具量具	测量工具	测绳	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为测绳，属性下压到规格。	采购/建档前确认缺失规格：直径。
TOOL-000079	电源极性检测器	用途：电源极性检测	台	工具量具	测量工具	电源极性检测器	脱水保留	medium		电源极性检测器是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；电压。
TOOL-000084	塞尺	材质：铜	个	工具量具	测量工具	塞尺	脱水保留	high		塞尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
TOOL-000089	测电笔	类型：多功能电笔	支	工具量具	测量工具	测电笔	脱水保留	high		测电笔是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
TOOL-000091	测电笔	类型：测电笔	个	工具量具	测量工具	测电笔	脱水保留	high		测电笔是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
TOOL-000112	测电笔	外观：透明；类型：电笔	个	工具量具	测量工具	测电笔	脱水保留	high		测电笔是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：电压。
TOOL-000119	水平尺	长度：60cm	把	工具量具	测量工具	水平尺	脱水保留	high		水平尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000120	水平尺	长度：100cm	把	工具量具	测量工具	水平尺	脱水保留	high		水平尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	可按治理结果导入；后续保持规格字段完整。
TOOL-000142	卷尺	品牌：得力；长度：5米	个	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；宽度。
TOOL-000143	卷尺	品牌：得力；长度：10米	个	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；宽度。
TOOL-000157	电子秤	精度：高精度	台	工具量具	测量工具	电子秤	脱水保留	high		电子秤是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；量程。
TOOL-000158	刻度勺	容量范围：待补	个	工具量具	测量工具	刻度勺	复核	low		暂按刻度勺归类；刻度勺可能按计量工具、实验耗材或后勤器具管理，容量和材质缺失。	采购/建档前复核物料族和实物用途，并确认缺失规格：容量。
TOOL-000171	游标卡尺	品牌：得力；量程：300mm；精度：高精度	个	工具量具	测量工具	游标卡尺	脱水保留	high		游标卡尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号。
TOOL-000211	量杯	容量：5L	个	工具量具	测量工具	量杯	脱水保留	high		量杯是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；精度。
TOOL-000217	量杯	容量：2000ml	个	工具量具	测量工具	量杯	脱水保留	high		量杯是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；精度。
TOOL-000218	泥浆比重计	用途：泥浆比重测量	套	工具量具	测量工具	泥浆比重计	脱水保留	medium		泥浆比重计是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：量程；精度。
TOOL-000219	金属测绳	材质：金属；类型：测绳	米	工具量具	测量工具	测绳	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为测绳，属性下压到规格。	采购/建档前确认缺失规格：量程；精度。
TOOL-000220	游标卡尺	品牌：得力；量程：300mm；精度等级：高精度	支	工具量具	测量工具	游标卡尺	脱水保留	high		游标卡尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；精度。
TOOL-000248	螺纹规	类型：牙规/螺纹规	套	工具量具	测量工具	螺纹规	脱水保留	high		螺纹规是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：规格。
TOOL-000256	钢卷尺	品牌：雄狮；长度：100m；材质：钢	只	工具量具	测量工具	卷尺	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为卷尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000257	墨斗	类型：墨斗	个	工具量具	测量工具	墨斗	脱水保留	high		墨斗是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：品牌；规格。
TOOL-000259	卷尺	品牌：得力；长度：10m	把	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000260	卷尺	品牌：得力；长度：5m	把	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000261	数显电笔	品牌：世达；类型：数显电笔	支	工具量具	测量工具	测电笔	三级名称脱水	medium	显示方式：数显	原名称含材质、结构、规格或功能属性，三级名称收敛为测电笔，属性下压到规格。	采购/建档前确认缺失规格：型号。
TOOL-000262	钢直尺	长度：200mm；材质：钢	把	工具量具	测量工具	直尺	三级名称脱水	high		原名称含材质、结构、规格或功能属性，三级名称收敛为直尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000270	激光水平仪	品牌：莱赛；类型：激光红外水平仪	套	工具量具	测量工具	激光水平仪	脱水保留	medium		激光水平仪是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：型号；精度。
TOOL-000298	钢卷尺	品牌：得力；长度：3m	把	工具量具	测量工具	卷尺	三级名称脱水	high	材质：钢	原名称含材质、结构、规格或功能属性，三级名称收敛为卷尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000299	钢卷尺	品牌：得力；长度：5m	把	工具量具	测量工具	卷尺	三级名称脱水	high	材质：钢	原名称含材质、结构、规格或功能属性，三级名称收敛为卷尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000300	钢卷尺	品牌：得力；长度：7.5m	把	工具量具	测量工具	卷尺	三级名称脱水	high	材质：钢	原名称含材质、结构、规格或功能属性，三级名称收敛为卷尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000301	钢卷尺	品牌：得力；长度：10m	把	工具量具	测量工具	卷尺	三级名称脱水	high	材质：钢	原名称含材质、结构、规格或功能属性，三级名称收敛为卷尺，属性下压到规格。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000308	感应电笔	类型：感应电笔	支	工具量具	测量工具	测电笔	三级名称脱水	medium	检测方式：感应	原名称含材质、结构、规格或功能属性，三级名称收敛为测电笔，属性下压到规格。	采购/建档前确认缺失规格：品牌。
TOOL-000331	水平尺	长度：1m	根	工具量具	测量工具	水平尺	脱水保留	high		水平尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；精度。
TOOL-000332	水平尺	长度：0.6m	根	工具量具	测量工具	水平尺	脱水保留	high		水平尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：材质；精度。
TOOL-000349	卷尺	长度：3m	把	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：宽度；精度。
TOOL-000350	卷尺	长度：5m	把	工具量具	测量工具	卷尺	脱水保留	high		卷尺是稳定商品类型，三级名称保留，差异属性继续留在规格字段。	采购/建档前确认缺失规格：宽度；精度。
