issue_type	scope	item_code	type_id	classification_key	detail	severity
human_confirmation_required	sku	MAT-000023	MT-F2DD6F0F7F0D	吊装索具|吊钩/吊具|旋转吊环	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000024	MT-FC585B40FE27	包装覆盖周转|包装袋/吨袋|吨袋	结构	high
missing_required_specs	sku	MAT-000030	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	适配类型	high
human_confirmation_required	sku	MAT-000030	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	高风险分类:吊装索具	medium
candidate_family	sku	MAT-000031	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	MAT-000031	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000034	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
human_confirmation_required	sku	MAT-000035	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
human_confirmation_required	sku	MAT-000036	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
candidate_family	sku	MAT-000037	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	MAT-000037	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000042	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000043	MT-EB764F2474EE	管材管件阀门|管道辅材|生料带	material	high
missing_required_specs	sku	MAT-000044	MT-FC585B40FE27	包装覆盖周转|包装袋/吨袋|吨袋	结构	high
human_confirmation_required	sku	MAT-000046	MT-37D1093701B7	吊装索具|葫芦/起重工具|卷扬机	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000047	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000047	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000048	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000048	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000050	MT-E3BD97B7E30D	包装覆盖周转|包装袋/吨袋|编织袋	specification	high
missing_required_specs	sku	MAT-000053	MT-E3BD97B7E30D	包装覆盖周转|包装袋/吨袋|编织袋	specification	high
missing_required_specs	sku	MAT-000056	MT-4A011706C3C0	清洁办公后勤|生活后勤|空调	strength_grade,功能,能效等级	high
human_confirmation_required	sku	MAT-000067	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
candidate_family	sku	MAT-000068	MT-198F479D8DE2	建筑材料|建筑附属件|雨棚	建筑附属件(候选新增)	high
missing_required_specs	sku	MAT-000070	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	width,载荷	high
human_confirmation_required	sku	MAT-000070	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000072	MT-5F935590A21F	吊装索具|吊钩/吊具|鸭嘴吊具	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000076	MT-E328EF9676E7	吊装索具|卸扣/卡环|弓形卸扣	strength_grade	high
human_confirmation_required	sku	MAT-000076	MT-E328EF9676E7	吊装索具|卸扣/卡环|弓形卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000078	MT-E328EF9676E7	吊装索具|卸扣/卡环|弓形卸扣	strength_grade	high
human_confirmation_required	sku	MAT-000078	MT-E328EF9676E7	吊装索具|卸扣/卡环|弓形卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000079	MT-BE30A4E500C6	吊装索具|卸扣/卡环|U型卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000081	MT-D87BA9382BAC	化工胶粘涂料|化工原料|明矾	高风险分类:化工胶粘涂料	medium
candidate_family	sku	MAT-000082	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	MAT-000082	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000083	MT-F2E142341F11	液压气动|液压气动阀|气源处理双联件	高风险分类:液压气动	medium
missing_required_specs	sku	MAT-000087	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000087	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000088	MT-25A290CB280E	金属材料|钢筋/线材|扎丝	length,color	high
human_confirmation_required	sku	MAT-000089	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000090	MT-E8263B54070B	吊装索具|葫芦/起重工具|手扳葫芦	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000092	MT-88BBC19A8F0B	包装覆盖周转|容器周转箱|收纳箱	specification,capacity,带盖,颜色/透明度	high
human_confirmation_required	sku	MAT-000094	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000096	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000096	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000097	MT-BE30A4E500C6	吊装索具|卸扣/卡环|U型卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000100	MT-CFD55F1A6903	工具量具|检测仪器|压力表	安装方向,特性,结构,量程	high
candidate_family	sku	MAT-000100	MT-CFD55F1A6903	工具量具|检测仪器|压力表	检测仪器(候选新增)	high
human_confirmation_required	sku	MAT-000100	MT-CFD55F1A6903	工具量具|检测仪器|压力表	安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000101	MT-B548A4F432D3	清洁办公后勤|生活后勤|桶装水抽水器	brand,配置	high
human_confirmation_required	sku	MAT-000104	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
human_confirmation_required	sku	MAT-000105	MT-E8263B54070B	吊装索具|葫芦/起重工具|手扳葫芦	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000107	MT-88BBC19A8F0B	包装覆盖周转|容器周转箱|收纳箱	size,带盖,颜色/透明度	high
candidate_family	sku	MAT-000109	MT-BC84AAF3BD6A	建筑材料|门窗构件|窗户	门窗构件(候选新增)	high
missing_required_specs	sku	MAT-000112	MT-198F479D8DE2	建筑材料|建筑附属件|雨棚	特征	high
candidate_family	sku	MAT-000112	MT-198F479D8DE2	建筑材料|建筑附属件|雨棚	建筑附属件(候选新增)	high
human_confirmation_required	sku	MAT-000113	MT-4AFF6ECC250F	吊装索具|葫芦/起重工具|手拉葫芦	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000114	MT-4AFF6ECC250F	吊装索具|葫芦/起重工具|手拉葫芦	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000117	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000117	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000118	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000118	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000119	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000119	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000121	MT-BE30A4E500C6	吊装索具|卸扣/卡环|U型卸扣	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000122	MT-C5BA1D47A922	吊装索具|卸扣/卡环|蝴蝶扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000124	MT-37574FD6E164	建筑材料|防水保温材料|聚氨酯防水材料	specification	high
missing_required_specs	sku	MAT-000125	MT-37574FD6E164	建筑材料|防水保温材料|聚氨酯防水材料	specification	high
human_confirmation_required	sku	MAT-000129	MT-2D5DE27C613E	化工胶粘涂料|水处理剂|PAC污水处理剂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	MAT-000133	MT-4AFF6ECC250F	吊装索具|葫芦/起重工具|手拉葫芦	brand	high
human_confirmation_required	sku	MAT-000133	MT-4AFF6ECC250F	吊装索具|葫芦/起重工具|手拉葫芦	高风险分类:吊装索具	medium
candidate_family	sku	MAT-000135	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	MAT-000135	MT-391AA30ACD1C	吊装索具|牵引捆绑绳链|尼龙绳	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000136	MT-3F18DA60CBA2	化工胶粘涂料|胶粘密封|聚氨酯堵漏剂	specification,类型	high
human_confirmation_required	sku	MAT-000136	MT-3F18DA60CBA2	化工胶粘涂料|胶粘密封|聚氨酯堵漏剂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	MAT-000137	MT-3F18DA60CBA2	化工胶粘涂料|胶粘密封|聚氨酯堵漏剂	specification,类型	high
human_confirmation_required	sku	MAT-000137	MT-3F18DA60CBA2	化工胶粘涂料|胶粘密封|聚氨酯堵漏剂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	MAT-000141	MT-CFD55F1A6903	工具量具|检测仪器|压力表	介质,压力特性,安装方向,特性,结构	high
candidate_family	sku	MAT-000141	MT-CFD55F1A6903	工具量具|检测仪器|压力表	检测仪器(候选新增)	high
human_confirmation_required	sku	MAT-000141	MT-CFD55F1A6903	工具量具|检测仪器|压力表	安全/压力/化学相关物料	medium
human_confirmation_required	sku	MAT-000142	MT-51FC9F4B5E9E	吊装索具|吊装袋/吊包|吊装袋	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000146	MT-B607ADE36D90	化工胶粘涂料|化工原料|膨润土	高风险分类:化工胶粘涂料	medium
human_confirmation_required	sku	MAT-000149	MT-2EF49FA3AE70	化工胶粘涂料|润滑油|液压油	高风险分类:化工胶粘涂料	medium
human_confirmation_required	sku	MAT-000152	MT-05317CF57CA0	化工胶粘涂料|清洗脱漆剂|丙酮	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	MAT-000156	MT-4A011706C3C0	清洁办公后勤|生活后勤|空调	strength_grade,类型,能效等级	high
missing_required_specs	sku	MAT-000157	MT-88BBC19A8F0B	包装覆盖周转|容器周转箱|收纳箱	specification,capacity,颜色/透明度	high
missing_required_specs	sku	MAT-000158	MT-6440E1A47D19	包装覆盖周转|容器周转箱|水桶	specification	high
missing_required_specs	sku	MAT-000160	MT-F0BC3C2E9813	弱电安防|监控安防|监控摄像头	分辨率,功能	high
human_confirmation_required	sku	MAT-000162	MT-56D8CC58ABAE	化工胶粘涂料|防潮材料|防潮剂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	MAT-000164	MT-58EBDA8B96DC	弱电安防|网络通信|交换机	光口,电口	high
missing_required_specs	sku	MAT-000172	MT-8461F4A2048C	包装覆盖周转|覆盖材料|彩条布	color	high
missing_required_specs	sku	MAT-000173	MT-7B31CD5FF3F7	包装覆盖周转|覆盖材料|油布	特征	high
missing_required_specs	sku	MAT-000180	MT-51FC9F4B5E9E	吊装索具|吊装袋/吊包|吊装袋	size	high
human_confirmation_required	sku	MAT-000180	MT-51FC9F4B5E9E	吊装索具|吊装袋/吊包|吊装袋	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000186	MT-727A37C33582	管材管件阀门|水龙头/洁具配件|洗脸盆	specification,length,特征	high
missing_required_specs	sku	MAT-000188	MT-7B31CD5FF3F7	包装覆盖周转|覆盖材料|油布	特征	high
candidate_family	sku	MAT-000190	MT-C689262BE5FD	施工机具设备|支垫件/垫块|吊车垫块	支垫件/垫块(候选)	high
missing_required_specs	sku	MAT-000193	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000193	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000198	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000198	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000199	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	specification,width	high
human_confirmation_required	sku	MAT-000199	MT-B785C118DEA9	吊装索具|卸扣/卡环|卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000202	MT-43A0E2C77E2A	清洁办公后勤|门窗五金|插销	功能	high
missing_required_specs	sku	MAT-000203	MT-4A011706C3C0	清洁办公后勤|生活后勤|空调	功能,类型	high
missing_required_specs	sku	MAT-000205	MT-58EBDA8B96DC	弱电安防|网络通信|交换机	brand,端口	high
missing_required_specs	sku	MAT-000206	MT-F0BC3C2E9813	弱电安防|监控安防|监控摄像头	供电,存储,清晰度,通信	high
missing_required_specs	sku	MAT-000207	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	特征,适配钩型	high
human_confirmation_required	sku	MAT-000207	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000208	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	特征,适配钩型	high
human_confirmation_required	sku	MAT-000208	MT-90343DF1701A	吊装索具|吊钩/吊具|吊钩保险扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000209	MT-7177D408AB9B	建筑材料|装饰装修材料|墙纸	specification	high
missing_required_specs	sku	MAT-000211	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	specification,material,节距,链径	high
candidate_family	sku	MAT-000211	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	MAT-000211	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000212	MT-66D8EB9BB089	吊装索具|卸扣/卡环|子母环	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000213	MT-E328EF9676E7	吊装索具|卸扣/卡环|弓形卸扣	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000219	MT-A262F72D1A40	弱电安防|对讲通信|对讲机	特征	high
missing_required_specs	sku	MAT-000225	MT-CFD55F1A6903	工具量具|检测仪器|压力表	介质,压力特性,特性,结构,量程	high
candidate_family	sku	MAT-000225	MT-CFD55F1A6903	工具量具|检测仪器|压力表	检测仪器(候选新增)	high
human_confirmation_required	sku	MAT-000225	MT-CFD55F1A6903	工具量具|检测仪器|压力表	安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000227	MT-E3BD97B7E30D	包装覆盖周转|包装袋/吨袋|编织袋	specification	high
human_confirmation_required	sku	MAT-000231	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000239	MT-6C5586BED47E	施工机具设备|小型施工设备|混凝土振动棒	specification	high
human_confirmation_required	sku	MAT-000241	MT-18A615A4E699	吊装索具|吊带/吊装带|吊装带	高风险分类:吊装索具；安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000242	MT-CFD55F1A6903	工具量具|检测仪器|压力表	介质,压力特性,安装方向,接口螺纹,量程	high
candidate_family	sku	MAT-000242	MT-CFD55F1A6903	工具量具|检测仪器|压力表	检测仪器(候选新增)	high
human_confirmation_required	sku	MAT-000242	MT-CFD55F1A6903	工具量具|检测仪器|压力表	安全/压力/化学相关物料	medium
missing_required_specs	sku	MAT-000243	MT-6C5586BED47E	施工机具设备|小型施工设备|混凝土振动棒	model	high
missing_required_specs	sku	MAT-000244	MT-ABA6144D7393	吊装索具|花篮螺丝/紧线器|花篮螺丝	length	high
candidate_family	sku	MAT-000244	MT-ABA6144D7393	吊装索具|花篮螺丝/紧线器|花篮螺丝	花篮螺丝/紧线器(候选)	high
human_confirmation_required	sku	MAT-000244	MT-ABA6144D7393	吊装索具|花篮螺丝/紧线器|花篮螺丝	高风险分类:吊装索具	medium
human_confirmation_required	sku	MAT-000249	MT-FD3815CE263C	吊装索具|吊钩/吊具|起重滑轮钩	高风险分类:吊装索具	medium
missing_required_specs	sku	MAT-000250	MT-88BBC19A8F0B	包装覆盖周转|容器周转箱|收纳箱	size,带盖	high
missing_required_specs	sku	MAT-CEM-000001	MT-6E2D4AD6E248	建筑材料|水泥砂石|石子	package_specification	high
missing_required_specs	sku	MAT-CEM-000002	MT-F0F00C9E538F	建筑材料|水泥砂石|沙子	砂类型	high
missing_required_specs	sku	MAT-CEM-000004-V1	MT-0383325007EE	建筑材料|水泥砂石|普通硅酸盐水泥	brand	high
missing_required_specs	sku	MAT-CEM-000005	MT-F0F00C9E538F	建筑材料|水泥砂石|沙子	package_specification	high
missing_required_specs	sku	MAT-CEM-000008	MT-A1BB456B56EC	建筑材料|水泥砂石|水泥	水泥类型	high
missing_required_specs	sku	MAT-CEM-000013	MT-F0F00C9E538F	建筑材料|水泥砂石|沙子	package_specification	high
missing_required_specs	sku	MAT-CEM-000018	MT-A1BB456B56EC	建筑材料|水泥砂石|水泥	specification,包装重量,水泥类型	high
missing_required_specs	sku	METAL-000001-V1	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	specification,process,特征	high
missing_required_specs	sku	METAL-000002	MT-727A37C33582	管材管件阀门|水龙头/洁具配件|洗脸盆	size,安装方式	high
missing_required_specs	sku	METAL-000004	MT-727A37C33582	管材管件阀门|水龙头/洁具配件|洗脸盆	length,安装方式	high
missing_required_specs	sku	METAL-000007	MT-FC104BB76F70	金属材料|型钢|角钢	surface_treatment	high
missing_required_specs	sku	METAL-000008	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	specification,process,特征	high
missing_required_specs	sku	METAL-000009	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	specification,process,特征	high
missing_required_specs	sku	METAL-000010	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000011	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000012	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,结构	high
missing_required_specs	sku	METAL-000013	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,结构	high
human_confirmation_required	sku	METAL-000017	MT-760AFC666E0B	液压气动|液压接头|卡扣接头	高风险分类:液压气动	medium
human_confirmation_required	sku	METAL-000018	MT-760AFC666E0B	液压气动|液压接头|卡扣接头	高风险分类:液压气动	medium
missing_required_specs	sku	METAL-000019	MT-A515E854F412	液压气动|液压接头|接头	nominal_diameter,brand,model,压力等级,接口,类型,系列,螺纹,连接类型	high
human_confirmation_required	sku	METAL-000019	MT-A515E854F412	液压气动|液压接头|接头	高风险分类:液压气动	medium
human_confirmation_required	sku	METAL-000020	MT-75BF1F1DB36E	液压气动|液压接头|卡套接头	高风险分类:液压气动	medium
human_confirmation_required	sku	METAL-000021	MT-75BF1F1DB36E	液压气动|液压接头|卡套接头	高风险分类:液压气动	medium
missing_required_specs	sku	METAL-000023	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	length,surface_treatment,加工	high
human_confirmation_required	sku	METAL-000023	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
human_confirmation_required	sku	METAL-000024	MT-11A648D06417	吊装索具|钢丝绳|钢丝绳卡扣	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000027	MT-83A9AA352D5D	金属材料|型钢|方钢	surface_treatment	high
missing_required_specs	sku	METAL-000031	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000032	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000033	MT-83A9AA352D5D	金属材料|型钢|方钢	surface_treatment	high
missing_required_specs	sku	METAL-000035	MT-83A9AA352D5D	金属材料|型钢|方钢	surface_treatment	high
missing_required_specs	sku	METAL-000036	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	length,surface_treatment,加工	high
human_confirmation_required	sku	METAL-000036	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
human_confirmation_required	sku	METAL-000037	MT-11A648D06417	吊装索具|钢丝绳|钢丝绳卡扣	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000038	MT-65996994E427	定制加工件|定制结构件|钢筋加工件	钢筋类型	high
missing_required_specs	sku	METAL-000039	MT-65996994E427	定制加工件|定制结构件|钢筋加工件	钢筋类型	high
missing_required_specs	sku	METAL-000040	MT-65996994E427	定制加工件|定制结构件|钢筋加工件	钢筋类型	high
human_confirmation_required	sku	METAL-000042	MT-F13E02350A46	吊装索具|钢丝绳|钢丝绳铝扣	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000043	MT-FC104BB76F70	金属材料|型钢|角钢	surface_treatment	high
missing_required_specs	sku	METAL-000045	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,结构	high
missing_required_specs	sku	METAL-000049	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	length,surface_treatment,加工	high
human_confirmation_required	sku	METAL-000049	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000050	MT-54A5841B0214	管材管件阀门|水龙头/洁具配件|水龙头	安装孔数,形态,控制方式,类型	high
missing_required_specs	sku	METAL-000051	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,结构	high
missing_required_specs	sku	METAL-000053	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	process,特征	high
missing_required_specs	sku	METAL-000054	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,结构	high
missing_required_specs	sku	METAL-000055	MT-8EE78708B115	紧固件与连接件|管卡/抱箍|骑马卡	thickness	high
missing_required_specs	sku	METAL-000060	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000066	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,特征,结构	high
missing_required_specs	sku	METAL-000068	MT-BB52294E38A3	管材管件阀门|阀门|球阀	connection_type,pressure,工况,接口,特征,结构	high
missing_required_specs	sku	METAL-000073	MT-DE727D19AAD0	紧固件与连接件|管卡/抱箍|抱箍	特征	high
missing_required_specs	sku	METAL-000074	MT-FC104BB76F70	金属材料|型钢|角钢	surface_treatment	high
human_confirmation_required	sku	METAL-000076	MT-55BE0FC67B15	吊装索具|吊钩/吊具|钢板起重钳	高风险分类:吊装索具	medium
human_confirmation_required	sku	METAL-000077	MT-55BE0FC67B15	吊装索具|吊钩/吊具|钢板起重钳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000079	MT-C2AD295AD40D	定制加工件|定制板牌件|板件	加工	high
missing_required_specs	sku	METAL-000088	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	specification,特征	high
missing_required_specs	sku	METAL-000091	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	length,surface_treatment,加工	high
human_confirmation_required	sku	METAL-000091	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000093	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	surface_treatment,加工	high
human_confirmation_required	sku	METAL-000093	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000094	MT-1B368FF30EFD	清洁办公后勤|门窗五金|合页	specification,process,特征	high
missing_required_specs	sku	METAL-000095	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	surface_treatment,加工	high
human_confirmation_required	sku	METAL-000095	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000096	MT-A8E7DBB020B0	化工胶粘涂料|润滑脂|钢丝绳润滑脂	capacity,brand	high
human_confirmation_required	sku	METAL-000096	MT-A8E7DBB020B0	化工胶粘涂料|润滑脂|钢丝绳润滑脂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	METAL-000098	MT-25A290CB280E	金属材料|钢筋/线材|扎丝	specification,length,diameter,color	high
missing_required_specs	sku	METAL-000099	MT-35D85B4C0B9E	设备备件|泵类配件|高压清洗枪头	异径,接口,特征	high
missing_required_specs	sku	METAL-000100	MT-E25A0D251603	管材管件阀门|三通|三通	壁厚,接口,用途/系统,连接	high
missing_required_specs	sku	METAL-000101	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	material,surface_treatment	high
human_confirmation_required	sku	METAL-000101	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000102	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	material,surface_treatment	high
human_confirmation_required	sku	METAL-000102	MT-28FC8E477553	吊装索具|钢丝绳|钢丝绳	高风险分类:吊装索具	medium
missing_required_specs	sku	METAL-000103	MT-A8E7DBB020B0	化工胶粘涂料|润滑脂|钢丝绳润滑脂	package_specification	high
human_confirmation_required	sku	METAL-000103	MT-A8E7DBB020B0	化工胶粘涂料|润滑脂|钢丝绳润滑脂	高风险分类:化工胶粘涂料	medium
missing_required_specs	sku	METAL-000110	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000118	MT-35D85B4C0B9E	设备备件|泵类配件|高压清洗枪头	nominal_diameter,接口,特征	high
missing_required_specs	sku	METAL-000120	MT-C3E9520C6BD9	定制加工件|定制板牌件|标识字牌	字符范围	high
missing_required_specs	sku	METAL-000122	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000123	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000124	MT-0F699FC9E46B	金属材料|型钢|槽钢	特征	high
missing_required_specs	sku	METAL-000130	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	适配链条直径,额定载荷	high
candidate_family	sku	METAL-000130	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	牵引捆绑绳链(候选)	high
human_confirmation_required	sku	METAL-000130	MT-6E394DAA8A43	吊装索具|牵引捆绑绳链|链条	高风险分类:吊装索具	medium
human_confirmation_required	sku	METAL-000131	MT-D36F13694ADA	吊装索具|钢丝绳|环形钢丝绳	高风险分类:吊装索具	medium
