question_id	draft_sku_id	draft_item_code	priority	放行等级	标准名称	标准分组	标准单位	当前必填规格	missing_specs	question	recommended_next_action	source_candidate_rows	整理依据
MISS-000556	SKU-DRAFT-000556	ELEC-000087	high	C	保险管	电气材料/低压电器	个	电流：32A	型号；尺寸；电压	请补充“保险管”的型号、尺寸、电压。	确认品牌、型号、电压/电流和安装或连接方式。	560	尺寸/电压/型号缺失，32A不足以唯一确定保险管SKU
MISS-000557	SKU-DRAFT-000557	ADMIN-000015	high	C	打印机电源线	行政后勤/办公设备配件	条	适用设备：打印机；类型：电源线	规格	请补充“打印机电源线”的规格。	确认品牌、规格、包装规格和材质。	561	接口规格缺失，需确认打印机电源线端口类型
MISS-000558	SKU-DRAFT-000558	ADMIN-000016	high	C	打印机数据线	行政后勤/办公设备配件	条	适用设备：打印机；类型：数据线	长度	请补充“打印机数据线”的长度。	确认品牌、规格、包装规格和材质。	562	接口类型/长度缺失，无法区分不同打印机数据线SKU
MISS-000559	SKU-DRAFT-000559	MAT-000057	high	C	雾化喷头	工程材料/喷淋配件	个	用途：加湿；类型：雾化喷头	规格；材质	请补充“雾化喷头”的规格、材质。	确认规格、型号、材质和品牌等关键建档信息。	563	规格/孔径/材质缺失，无法区分不同雾化喷头SKU
MISS-000560	SKU-DRAFT-000560	CHEM-000044	high	C	泡沫双面胶	化工耗材/胶粘带	件	基材：泡沫；类型：双面胶	长度；宽度	请补充“泡沫双面胶”的长度、宽度。	确认品牌/型号、类型、容量或包装规格和颜色。	564	宽度/长度/每件数量缺失，无法区分泡沫双面胶SKU
MISS-000561	SKU-DRAFT-000561	CHEM-000045	high	C	胶水	化工耗材/胶粘剂	件	型号：101	品牌；容量	请补充“胶水”的品牌、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	565	包装容量/品牌缺失，101型号不足以唯一确定胶水SKU
MISS-000563	SKU-DRAFT-000563	TOOL-000087	high	C	钻头	工具器具/工具配件	支	规格：5.0；材质/用途：不锈钢	材质；长度	请补充“钻头”的材质、长度。	确认品牌、型号/规格、尺寸和适用设备。	567	原规格未区分不锈钢为材质或用途，柄型/长度缺失
MISS-000564	SKU-DRAFT-000564	TOOL-000088	high	C	噪音计	工具器具/检测仪器	台	用途：噪音检测	品牌；量程；精度	请补充“噪音计”的品牌、量程、精度。	确认品牌、型号/规格、尺寸和适用设备。	568	量程/精度/品牌缺失，无法区分不同噪音计SKU
MISS-000565	SKU-DRAFT-000565	SAFE-000037	high	C	防撞条	安全设施/防撞防护	米	特征：背胶；类型：防撞条	材质；宽度	请补充“防撞条”的材质、宽度。	确认类型、材质、规格、安全等级或认证标准。	569	宽度/材质缺失，无法区分背胶防撞条SKU
MISS-000566	SKU-DRAFT-000566	MAT-000058	high	C	雾炮机	设备/环保喷淋设备	台	功率：3kW；控制：全自动	电压	请补充“雾炮机”的电压。	确认规格、型号、材质和品牌等关键建档信息。	570	射程/水量/电压缺失，无法区分不同雾炮机SKU
MISS-000567	SKU-DRAFT-000567	MAT-000059	medium	B	冰块	行政后勤/临时消耗品	个	重量：50kg	规格；型号	请补充“冰块”的规格、型号。	确认规格、型号、材质和品牌等关键建档信息。	571	输入提示与其他记录同物料，单位个/块需统一
MISS-000568	SKU-DRAFT-000568	CONST-000013	medium	B	人工草皮	装饰/地面材料	平方	规格：3.0；颜色：绿色	材质；尺寸	请补充“人工草皮”的材质、尺寸。	确认材质、尺寸、厚度、强度等级和包装规格。	572	规格3.0单位/含义未说明，按原规格和颜色先建候选；输入提示与其他记录可合并
MISS-000569	SKU-DRAFT-000569	SPARE-000061	high	C	六角自攻螺丝	五金备件/紧固件	盒	规格：6；类型：六角自攻	材质；长度	请补充“六角自攻螺丝”的材质、长度。	确认型号、图号、适用设备、材质和关键尺寸。	573	长度/材质缺失，规格6不足以唯一确定自攻螺丝SKU
MISS-000570	SKU-DRAFT-000570	TOOL-000089	medium	B	测电笔	工具器具/电工工具	支	类型：多功能电笔	电压	请补充“测电笔”的电压。	确认品牌、型号/规格、尺寸和适用设备。	574	电压范围缺失，按多功能电笔先建候选
MISS-000571	SKU-DRAFT-000571	SPARE-000062	medium	B	定向轮	五金备件/脚轮	个	规格：4寸；类型：定向轮	材质	请补充“定向轮”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	575	承重/材质缺失，按4寸定向轮先建候选
MISS-000572	SKU-DRAFT-000572	SPARE-000063	medium	B	定向轮	五金备件/脚轮	个	规格：4寸；特征：带刹车	材质	请补充“定向轮”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	576	承重/材质缺失，按4寸带刹车定向轮先建候选
MISS-000573	SKU-DRAFT-000573	TOOL-000090	medium	B	手推车	工具器具/搬运工具	台	载荷：300kg；特征：加厚	尺寸	请补充“手推车”的尺寸。	确认品牌、型号/规格、尺寸和适用设备。	577	尺寸/轮型缺失，按300kg加厚手推车先建候选
MISS-000574	SKU-DRAFT-000574	SAFE-000038	medium	B	路锥	安全设施/交通标识	个	高度：90cm	材质	请补充“路锥”的材质。	确认类型、材质、规格、安全等级或认证标准。	578	材质/反光等级缺失，按高度先建候选
MISS-000575	SKU-DRAFT-000575	SAFE-000039	high	C	伸缩杆	安全设施/隔离设施	个	颜色：红色；类型：伸缩杆	长度	请补充“伸缩杆”的长度。	确认类型、材质、规格、安全等级或认证标准。	579	长度/配套底座缺失，红色不足以唯一确定伸缩杆SKU
MISS-000576	SKU-DRAFT-000576	SAFE-000040	high	C	警示牌	安全设施/警示用品	个	规格：大号	材质；尺寸	请补充“警示牌”的材质、尺寸。	确认类型、材质、规格、安全等级或认证标准。	580	警示内容/尺寸/材质缺失，大号不足以唯一确定警示牌SKU
MISS-000577	SKU-DRAFT-000577	ELEC-000088	medium	B	漏电断路器	电气材料/低压电器	个	品牌：施耐德；电流：400A	型号	请补充“漏电断路器”的型号。	确认品牌、型号、电压/电流和安装或连接方式。	581	极数/型号/漏电动作电流缺失，按品牌和电流先建候选
MISS-000578	SKU-DRAFT-000578	SAFE-000041	high	C	遮阳网	安全设施/防护网	平方	特征：密	材质	请补充“遮阳网”的材质。	确认类型、材质、规格、安全等级或认证标准。	582	针数/遮光率/材质缺失，密不足以唯一确定遮阳网SKU
MISS-000579	SKU-DRAFT-000579	MAT-000060	medium	B	冰块	行政后勤/临时消耗品	块	重量：50kg	规格；型号	请补充“冰块”的规格、型号。	确认规格、型号、材质和品牌等关键建档信息。	583	输入提示与其他记录同物料，单位个/块需统一
MISS-000580	SKU-DRAFT-000580	ELEC-000089	high	C	电瓶夹线	电气材料/电工工具	套	类型：电瓶夹；包含：线	长度；电流	请补充“电瓶夹线”的长度、电流。	确认品牌、型号、电压/电流和安装或连接方式。	584	线径/长度/电流缺失，无法区分不同电瓶夹线SKU
MISS-000581	SKU-DRAFT-000581	TOOL-000091	medium	B	测电笔	工具器具/电工工具	个	类型：测电笔	电压	请补充“测电笔”的电压。	确认品牌、型号/规格、尺寸和适用设备。	585	电压范围缺失，且与同类测电笔存在单位支/个差异需统一
MISS-000582	SKU-DRAFT-000582	ELEC-000090	high	C	蓄电池	电气材料/电池	个	电压：12V	型号；容量	请补充“蓄电池”的型号、容量。	确认品牌、型号、电压/电流和安装或连接方式。	586	容量Ah/型号缺失，12V不足以唯一确定蓄电池SKU
MISS-000583	SKU-DRAFT-000583	SAFE-000042	medium	B	防尘网	安全设施/防护网	平方	规格：10针	材质；颜色	请补充“防尘网”的材质、颜色。	确认类型、材质、规格、安全等级或认证标准。	587	材质/颜色/克重缺失，按10针防尘网先建候选
MISS-000584	SKU-DRAFT-000584	SPARE-000064	medium	B	污水泵	设备/泵类设备	台	功率：1.5kW；口径：2寸	电压；流量；扬程	请补充“污水泵”的电压、流量、扬程。	确认型号、图号、适用设备、材质和关键尺寸。	588	扬程/流量/电压缺失，按功率和口径先建候选
MISS-000586	SKU-DRAFT-000586	TOOL-000092	high	C	钢丝刷	工具器具/清洁工具	支	类型：钢丝刷	规格	请补充“钢丝刷”的规格。	确认品牌、型号/规格、尺寸和适用设备。	590	规格缺失，无法区分不同钢丝刷SKU
MISS-000587	SKU-DRAFT-000587	ADMIN-000017	high	C	办公椅	行政后勤/办公家具	把	类型：多功能办公椅	规格；材质	请补充“办公椅”的规格、材质。	确认品牌、规格、包装规格和材质。	591	材质/规格缺失，多功能办公椅不足以唯一确定办公椅SKU
MISS-000588	SKU-DRAFT-000588	TOOL-000093	medium	B	绝缘摇表	工具器具/检测仪器	个	量程/电压：2500	品牌；电压；量程；精度	请补充“绝缘摇表”的品牌、电压、量程、精度。	确认品牌、型号/规格、尺寸和适用设备。	592	2500单位未说明，按原始量程/电压保留；精度/品牌缺失
MISS-000589	SKU-DRAFT-000589	TOOL-000094	high	C	摇表表笔	工具器具/检测仪器配件	个	适用设备：摇表；类型：表笔	品牌；型号；规格；尺寸	请补充“摇表表笔”的品牌、型号、规格、尺寸。	确认品牌、型号/规格、尺寸和适用设备。	593	接口/耐压缺失，无法区分不同摇表表笔SKU
MISS-000590	SKU-DRAFT-000590	MAT-000061	high	C	电热水壶	行政后勤/生活电器	个	品牌：苏泊尔	容量；功率	请补充“电热水壶”的容量、功率。	确认规格、型号、材质和品牌等关键建档信息。	594	容量/功率缺失，品牌不足以唯一确定电热水壶SKU
MISS-000591	SKU-DRAFT-000591	ADMIN-000018	high	C	鼠标	行政后勤/办公用品	个	品牌：小米；类型：鼠标	型号	请补充“鼠标”的型号。	确认品牌、规格、包装规格和材质。	595	有线/无线/型号缺失，品牌不足以唯一确定鼠标SKU
MISS-000592	SKU-DRAFT-000592	ADMIN-000019	high	C	鼠标	行政后勤/办公用品	个	类型：无线鼠标	品牌；型号	请补充“鼠标”的品牌、型号。	确认品牌、规格、包装规格和材质。	596	品牌/型号缺失，按无线鼠标低精度候选
MISS-000593	SKU-DRAFT-000593	MAT-000062	medium	B	缠绕膜	包装材料/缠绕膜	个	颜色：透明；宽度：50cm；重量：5KG	材质	请补充“缠绕膜”的材质。	确认规格、型号、材质和品牌等关键建档信息。	597	材质/芯径缺失，按颜色/宽度/重量先建候选
MISS-000594	SKU-DRAFT-000594	MAT-000063	high	C	纸箱	包装材料/纸箱	个	规格：70*50	型号；材质；品牌	请补充“纸箱”的型号、材质、品牌。	确认规格、型号、材质和品牌等关键建档信息。	598	高度/层数缺失，70*50不足以唯一确定纸箱SKU
MISS-000595	SKU-DRAFT-000595	TOOL-000095	medium	B	胶带切割器	包装材料/包装工具	个	适用：透明胶带	宽度	请补充“胶带切割器”的宽度。	确认品牌、型号/规格、尺寸和适用设备。	599	适配宽度缺失，按透明胶带切割器先建候选
MISS-000596	SKU-DRAFT-000596	METAL-000038	high	C	钢筋加工件	定制件/钢筋加工件	个	加工：是；钢筋规格：12；长度：1.6米	规格；材质	请补充“钢筋加工件”的规格、材质。	确认材质、规格尺寸、厚度/长度和执行标准。	600	定制件图纸/材质/弯折要求缺失，按钢筋规格和长度低精度候选
MISS-000597	SKU-DRAFT-000597	METAL-000039	high	C	钢筋加工件	定制件/钢筋加工件	个	加工：是；钢筋规格：12；长度：11.93米	规格；材质	请补充“钢筋加工件”的规格、材质。	确认材质、规格尺寸、厚度/长度和执行标准。	601	定制件材质/图纸/弯折要求缺失，按钢筋规格和长度低精度候选
MISS-000598	SKU-DRAFT-000598	METAL-000040	high	C	钢筋加工件	定制件/钢筋加工件	个	加工：是；钢筋规格：12；长度：12.94米	规格；材质	请补充“钢筋加工件”的规格、材质。	确认材质、规格尺寸、厚度/长度和执行标准。	602	定制件材质/图纸/弯折要求缺失，按钢筋规格和长度低精度候选
MISS-000599	SKU-DRAFT-000599	METAL-000041	high	C	钢筋方形箍	定制件/钢筋加工件	个	加工：是；钢筋规格：12；形状：方形箍	尺寸	请补充“钢筋方形箍”的尺寸。	确认材质、规格尺寸、厚度/长度和执行标准。	603	定制件尺寸/图纸缺失，无法唯一确定钢筋方形箍SKU
MISS-000600	SKU-DRAFT-000600	TOOL-000096	high	C	充电电钻	工具器具/电动工具	台	供电：充电	品牌；型号；容量；电压	请补充“充电电钻”的品牌、型号、容量、电压。	确认品牌、型号/规格、尺寸和适用设备。	604	电压/电池容量/品牌或型号缺失，无法唯一确定充电电钻SKU
MISS-000602	SKU-DRAFT-000602	SAFE-000044	high	C	洁厕剂	劳保耗材/清洁用品	支	类型：洁厕灵	品牌；容量	请补充“洁厕剂”的品牌、容量。	确认类型、材质、规格、安全等级或认证标准。	606	容量/品牌缺失，无法唯一确定洁厕剂SKU
MISS-000603	SKU-DRAFT-000603	TOOL-000098	medium	B	拖把	劳保耗材/清洁工具	支	类型：拖把	品牌；型号	请补充“拖把”的品牌、型号。	确认品牌、型号/规格、尺寸和适用设备。	607	输入提示与其他记录同物料，单位个/支需统一
MISS-000604	SKU-DRAFT-000604	TOOL-000099	high	C	锂电钻	工具器具/电动工具	台	特征：大功率；供电：锂电池	品牌；型号；容量；功率；电压	请补充“锂电钻”的品牌、型号、容量、功率、电压。	确认品牌、型号/规格、尺寸和适用设备。	608	电压/电池容量/品牌或型号缺失，大功率描述不足以唯一确定SKU
MISS-000605	SKU-DRAFT-000605	ELEC-000091	medium	B	铜鼻子	电气材料/电缆附件	个	电流：300A；材质：铜	品牌；型号	请补充“铜鼻子”的品牌、型号。	确认品牌、型号、电压/电流和安装或连接方式。	609	线径/孔径缺失，按电流和材质先建候选
MISS-000606	SKU-DRAFT-000606	ELEC-000092	medium	B	铜鼻子	电气材料/电缆附件	个	电流：200A；材质：铜	品牌；型号	请补充“铜鼻子”的品牌、型号。	确认品牌、型号、电压/电流和安装或连接方式。	610	线径/孔径缺失，按电流和材质先建候选
MISS-000607	SKU-DRAFT-000607	PIPE-000091	medium	B	PVC给水管	工程材料/PVC管件	米	品牌：公元；规格：40；材质：PVC；用途：给水	压力等级	请补充“PVC给水管”的压力等级。	确认材质、口径、压力等级、连接方式和壁厚。	611	压力等级缺失，按品牌/规格/材质/用途先建候选
MISS-000608	SKU-DRAFT-000608	PIPE-000092	medium	B	异径三通	工程材料/PVC管件	个	品牌：公元；规格：40*32；类型：三通	材质；口径	请补充“异径三通”的材质、口径。	确认材质、口径、压力等级、连接方式和壁厚。	612	材质未明，按PVC管件分组候选需确认
MISS-000609	SKU-DRAFT-000609	PIPE-000093	medium	B	异径三通	工程材料/PVC管件	个	品牌：公元；规格：40*25；类型：三通	材质；口径	请补充“异径三通”的材质、口径。	确认材质、口径、压力等级、连接方式和壁厚。	613	材质未明，按PVC管件分组候选需确认
MISS-000611	SKU-DRAFT-000611	PIPE-000095	medium	B	PVC45度弯头	工程材料/PVC管件	个	品牌：公元；规格：40；角度：45度	材质；口径	请补充“PVC45度弯头”的材质、口径。	确认材质、口径、压力等级、连接方式和壁厚。	615	材质未明，按PVC管件名称候选需确认
MISS-000612	SKU-DRAFT-000612	PIPE-000096	medium	B	异径接头	工程材料/PVC管件	个	品牌：公元；规格：40*32；类型：异径接头	材质；口径	请补充“异径接头”的材质、口径。	确认材质、口径、压力等级、连接方式和壁厚。	616	材质未明，按PVC管件分组候选需确认；大接头归一为异径接头
MISS-000613	SKU-DRAFT-000613	CHEM-000046	high	C	厚双面胶	化工耗材/胶粘带	卷	类型：双面胶；特征：厚	长度；宽度	请补充“厚双面胶”的长度、宽度。	确认品牌/型号、类型、容量或包装规格和颜色。	617	宽度/长度缺失，无法唯一确定厚双面胶SKU
MISS-000614	SKU-DRAFT-000614	MAT-000064	high	C	窗帘支架	行政后勤/设施配件	套	用途：窗帘	长度	请补充“窗帘支架”的长度。	确认规格、型号、材质和品牌等关键建档信息。	618	长度/安装方式缺失，无法唯一确定窗帘支架SKU
MISS-000615	SKU-DRAFT-000615	CONST-000014	high	C	黑模板	建筑材料/模板木方	张	厚度：3.0；颜色：黑色	材质；尺寸；强度等级；包装规格	请补充“黑模板”的材质、尺寸、强度等级、包装规格。	确认材质、尺寸、厚度、强度等级和包装规格。	619	厚度单位/长宽缺失，无法唯一确定黑模板SKU
MISS-000616	SKU-DRAFT-000616	ELEC-000093	medium	B	一位开关	电气材料/开关	套	品牌：公牛；位数：1位	电流	请补充“一位开关”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	620	电流/安装方式缺失，按品牌和位数先建候选
MISS-000617	SKU-DRAFT-000617	ELEC-000094	medium	B	五孔插座	电气材料/插头插座	套	品牌：公牛；类型：五孔	电流	请补充“五孔插座”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	621	输入提示与其他记录同物料，电流/明装暗装缺失
MISS-000618	SKU-DRAFT-000618	MAT-000065	high	C	手持打码机	设备/标识设备	台	类型：手持；功能：大字符打码	型号	请补充“手持打码机”的型号。	确认规格、型号、材质和品牌等关键建档信息。	622	型号/耗材类型缺失，无法唯一确定手持打码机SKU
MISS-000619	SKU-DRAFT-000619	SAFE-000045	high	C	洗洁精	劳保耗材/清洁用品	支	类型：洗洁精	品牌；容量	请补充“洗洁精”的品牌、容量。	确认类型、材质、规格、安全等级或认证标准。	623	容量/品牌缺失，无法唯一确定洗洁精SKU
MISS-000620	SKU-DRAFT-000620	MAT-000066	medium	B	吊带	吊装索具/吊带	条	载荷：5吨；长度：6m	规格；型号	请补充“吊带”的规格、型号。	确认规格、型号、材质和品牌等关键建档信息。	624	输入提示与其他记录同物料，单位付/条需统一
MISS-000621	SKU-DRAFT-000621	PIPE-000097	medium	B	直通	工程材料/PVC管件	个	品牌：公元；规格：110；类型：直通	材质；口径	请补充“直通”的材质、口径。	确认材质、口径、压力等级、连接方式和壁厚。	625	材质未明，按PVC管件分组候选需确认
MISS-000622	SKU-DRAFT-000622	PIPE-000098	medium	B	管卡	工程材料/管道紧固	个	品牌：公元；规格：110	材质	请补充“管卡”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	626	材质/适配管材缺失，按品牌和规格先建候选
MISS-000623	SKU-DRAFT-000623	PIPE-000099	medium	B	方形集水斗	工程材料/排水管件	个	品牌：公元；规格：110；形状：方形	材质	请补充“方形集水斗”的材质。	确认材质、口径、压力等级、连接方式和壁厚。	627	材质/安装方式缺失，按品牌/规格/形状先建候选
MISS-000624	SKU-DRAFT-000624	CHEM-000047	high	C	调和漆	化工耗材/涂料	桶	颜色：红色；类型：调和漆	品牌；容量	请补充“调和漆”的品牌、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	628	包装容量/品牌缺失，无法唯一确定调和漆SKU
MISS-000625	SKU-DRAFT-000625	CHEM-000048	high	C	调和漆	化工耗材/涂料	桶	颜色：中黄；类型：调和漆	品牌；容量	请补充“调和漆”的品牌、容量。	确认品牌/型号、类型、容量或包装规格和颜色。	629	包装容量/品牌缺失，无法唯一确定调和漆SKU
MISS-000626	SKU-DRAFT-000626	ELEC-000095	high	C	快速插头	电气材料/插头插座	个	电压：220V；类型：快速插头	电流	请补充“快速插头”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	630	电流/极数/IP等级缺失，无法唯一确定快速插头SKU
MISS-000627	SKU-DRAFT-000627	ELEC-000096	high	C	快速插座	电气材料/插头插座	个	电压：220V；类型：快速插座	电流	请补充“快速插座”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	631	电流/极数/IP等级缺失，无法唯一确定快速插座SKU
MISS-000628	SKU-DRAFT-000628	ELEC-000097	high	C	快速插头	电气材料/插头插座	个	电压：380V；类型：快速插头	电流	请补充“快速插头”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	632	电流/极数/IP等级缺失，无法唯一确定快速插头SKU
MISS-000629	SKU-DRAFT-000629	ELEC-000098	high	C	快速插座	电气材料/插头插座	个	电压：380V；类型：快速插座	电流	请补充“快速插座”的电流。	确认品牌、型号、电压/电流和安装或连接方式。	633	电流/极数/IP等级缺失，无法唯一确定快速插座SKU
MISS-000630	SKU-DRAFT-000630	TOOL-000100	medium	B	滚筒刷	工具器具/涂装工具	支	规格：8寸	材质	请补充“滚筒刷”的材质。	确认品牌、型号/规格、尺寸和适用设备。	635	材质缺失，按规格先建候选
MISS-000631	SKU-DRAFT-000631	TOOL-000101	medium	B	滚筒刷	工具器具/涂装工具	支	规格：4寸	材质	请补充“滚筒刷”的材质。	确认品牌、型号/规格、尺寸和适用设备。	636	材质缺失，按规格先建候选
MISS-000632	SKU-DRAFT-000632	TOOL-000102	medium	B	小滚筒刷	工具器具/涂装工具	支	规格：4寸；类型：小滚筒	材质	请补充“小滚筒刷”的材质。	确认品牌、型号/规格、尺寸和适用设备。	637	材质缺失，按规格和类型先建候选
MISS-000633	SKU-DRAFT-000633	CHEM-000049	high	C	自喷漆	化工耗材/涂料	支	品牌：三和；颜色：灰色；类型：自喷漆	容量	请补充“自喷漆”的容量。	确认品牌/型号、类型、容量或包装规格和颜色。	638	输入提示与其他记录同物料，容量缺失，可能影响自喷漆SKU区分
MISS-000634	SKU-DRAFT-000634	ADMIN-000020	high	C	垃圾袋	劳保耗材/清洁用品	个	规格：大号	尺寸；厚度	请补充“垃圾袋”的尺寸、厚度。	确认品牌、规格、包装规格和材质。	639	尺寸/厚度缺失，大号不足以唯一确定垃圾袋SKU
MISS-000635	SKU-DRAFT-000635	WELD-000015	high	C	二氧化碳减压表	焊接耗材/气体配件	个	适用气体：二氧化碳；类型：压力表/减压表	量程	请补充“二氧化碳减压表”的量程。	确认型号、规格、材质、包装重量和适用工艺。	640	量程/接口缺失，无法唯一确定二氧化碳减压表SKU
MISS-000636	SKU-DRAFT-000636	WELD-000016	high	C	乙炔减压表	焊接耗材/气体配件	个	适用气体：乙炔；类型：压力表/减压表	量程	请补充“乙炔减压表”的量程。	确认型号、规格、材质、包装重量和适用工艺。	641	输入提示与其他记录同物料，量程/接口缺失，无法唯一确定乙炔减压表SKU
MISS-000637	SKU-DRAFT-000637	WELD-000017	high	C	氧气减压表	焊接耗材/气体配件	个	适用气体：氧气；类型：压力表/减压表	量程	请补充“氧气减压表”的量程。	确认型号、规格、材质、包装重量和适用工艺。	642	量程/接口缺失，无法唯一确定氧气减压表SKU
MISS-000638	SKU-DRAFT-000638	SPARE-000065	high	C	螺丝	五金备件/紧固件	个	规格：M30*100	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	643	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000639	SKU-DRAFT-000639	SPARE-000066	high	C	螺母	五金备件/紧固件	个	规格：M30	材质；强度等级	请补充“螺母”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	644	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000640	SKU-DRAFT-000640	FAST-000006	medium	B	平垫片	五金备件/紧固件	个	规格：M30	材质	请补充“平垫片”的材质。	确认规格、材质、强度等级、头型和表面处理。	645	材质缺失，按规格先建候选
MISS-000641	SKU-DRAFT-000641	SPARE-000067	medium	B	弹簧垫片	五金备件/紧固件	个	规格：M30	材质	请补充“弹簧垫片”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	646	材质缺失，按规格先建候选
MISS-000642	SKU-DRAFT-000642	SPARE-000068	high	C	螺丝	五金备件/紧固件	个	规格：M27*120	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	647	材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000643	SKU-DRAFT-000643	SPARE-000069	high	C	螺母	五金备件/紧固件	个	规格：M27	材质；强度等级	请补充“螺母”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	648	材质/强度等级缺失，可能影响紧固件SKU区分；输入提示与其他记录同类
MISS-000644	SKU-DRAFT-000644	FAST-000007	medium	B	平垫片	五金备件/紧固件	个	规格：M27	材质	请补充“平垫片”的材质。	确认规格、材质、强度等级、头型和表面处理。	649	材质缺失，按规格先建候选；输入提示与其他记录同类
MISS-000645	SKU-DRAFT-000645	SPARE-000070	medium	B	弹簧垫片	五金备件/紧固件	个	规格：M27	材质	请补充“弹簧垫片”的材质。	确认型号、图号、适用设备、材质和关键尺寸。	650	材质缺失，按规格先建候选
MISS-000646	SKU-DRAFT-000646	SPARE-000071	high	C	螺丝	五金备件/紧固件	套	规格：12*40	材质；强度等级	请补充“螺丝”的材质、强度等级。	确认型号、图号、适用设备、材质和关键尺寸。	651	原规格未明确是否为M12；材质/强度等级缺失，可能影响紧固件SKU区分
MISS-000647	SKU-DRAFT-000647	PIPE-000100	high	C	无缝管	原材料/钢管	米	规格：68*6	材质；执行标准	请补充“无缝管”的材质、执行标准。	确认材质、口径、压力等级、连接方式和壁厚。	652	材质/执行标准缺失，可能影响无缝管SKU区分
MISS-000648	SKU-DRAFT-000648	SAFE-000046	high	C	纱布	劳保耗材/急救用品	包	包装：大包	尺寸	请补充“纱布”的尺寸。	确认类型、材质、规格、安全等级或认证标准。	653	尺寸/卷数或片数缺失，无法区分纱布SKU
MISS-000649	SKU-DRAFT-000649	SAFE-000047	high	C	雨衣	劳保耗材/雨具	套	特征：加厚	材质	请补充“雨衣”的材质。	确认类型、材质、规格、安全等级或认证标准。	654	尺码/材质缺失，可能影响雨衣SKU区分
MISS-000651	SKU-DRAFT-000651	ELEC-000100	medium	B	漏电断路器	电气材料/低压电器	个	品牌：施耐德；极数：2P；电流：63A	型号	请补充“漏电断路器”的型号。	确认品牌、型号、电压/电流和安装或连接方式。	656	型号/漏电动作电流缺失，按品牌、极数和电流先建候选
MISS-000652	SKU-DRAFT-000652	METAL-000042	high	C	钢丝绳铝扣	吊装索具/钢丝绳配件	个	材质：铝；用途：钢丝绳扣压	直径	请补充“钢丝绳铝扣”的直径。	确认材质、规格尺寸、厚度/长度和执行标准。	657	适配钢丝绳直径缺失，无法区分铝扣SKU
MISS-000653	SKU-DRAFT-000653	METAL-000043	high	C	角钢	原材料/型钢	米	规格：40*40*5；标准：国标	材质	请补充“角钢”的材质。	确认材质、规格尺寸、厚度/长度和执行标准。	658	材质牌号缺失，可能影响型钢SKU区分
MISS-000654	SKU-DRAFT-000654	METAL-000044	high	C	花纹钢板	原材料/钢板	平方	厚度：3.0	规格；材质	请补充“花纹钢板”的规格、材质。	确认材质、规格尺寸、厚度/长度和执行标准。	659	材质/长宽规格缺失，可能影响花纹钢板SKU区分
MISS-000655	SKU-DRAFT-000655	ELEC-000101	high	C	电线	电气材料/电线电缆	米	品牌：起帆；截面积：1.5平方	颜色	请补充“电线”的颜色。	确认品牌、型号、电压/电流和安装或连接方式。	660	线型/颜色缺失，无法区分电线SKU
MISS-000656	SKU-DRAFT-000656	ADMIN-000021	high	C	除甲醛机	行政后勤/办公设备	个	用途：办公室；功能：除甲醛	型号	请补充“除甲醛机”的型号。	确认品牌、规格、包装规格和材质。	661	型号/适用面积缺失，无法区分除甲醛机SKU
MISS-000657	SKU-DRAFT-000657	PIPE-000101	high	C	焊接异径接头	工程材料/管件	个	规格：159*89；连接：焊接；类型：大小头	材质；壁厚	请补充“焊接异径接头”的材质、壁厚。	确认材质、口径、压力等级、连接方式和壁厚。	662	材质/壁厚缺失，可能影响焊接异径接头SKU区分
MISS-000658	SKU-DRAFT-000658	PIPE-000102	high	C	钢管抱箍	定制件/管路接头	个	加工：是；规格：159；适用：钢管	材质；厚度	请补充“钢管抱箍”的材质、厚度。	确认材质、口径、压力等级、连接方式和壁厚。	663	定制件图纸/材质/厚度缺失，无法唯一确定抱箍SKU
MISS-000659	SKU-DRAFT-000659	PIPE-000103	high	C	钢管抱箍	定制件/管路接头	个	加工：是；规格：89；适用：钢管	材质；厚度	请补充“钢管抱箍”的材质、厚度。	确认材质、口径、压力等级、连接方式和壁厚。	664	定制件图纸/材质/厚度缺失，无法唯一确定抱箍SKU
