issue_id,issue_type,priority,standard_name,canonical_group_path,candidate_codes,source_proposed_codes,source_rows,unit_values,specs_values,reason,suggested_action
ISSUE-00200,specs_conflict,medium,弯头,工程建材/其他/排水管件,REVIEW-MAT-00102；REVIEW-MAT-00104,REVIEW-MAT-00102；REVIEW-MAT-00104,Sheet1:163；Sheet1:166,个,品牌: 公元；规格: 75；类型: 弯头 || 品牌: 公元；规格: 50；类型: 弯头,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00201,specs_conflict,medium,方木,工程建材/其他/木材,REVIEW-MAT-01974；REVIEW-MAT-02213,REVIEW-MAT-01974；REVIEW-MAT-02213,Sheet1:3121；Sheet1:3146；Sheet1:3441,根,截面: 30*30；长度: 3.6m || 截面: 30*30；长度: 3m,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00202,specs_conflict,medium,木方,工程建材/其他/木材,REVIEW-MAT-01539；REVIEW-MAT-02175,REVIEW-MAT-01539；REVIEW-MAT-02175,Sheet1:2458；Sheet1:3383,根,长度: 4米；截面: 40*90 || 截面: 50*100；长度: 4m,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00203,specs_conflict,medium,建筑模板,工程建材/其他/模板,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,Sheet1:2459；Sheet1:2460；Sheet1:3145；Sheet1:3160；Sheet1:3164；Sheet1:3440,张；块,颜色: 黑；尺寸: 1830*915*14 || 颜色: 红；尺寸: 1830*915*14 || 颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm || 颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm || 原始: 黑膜板；颜色: 黑；尺寸: 1.22m*2.44m；厚度: 15mm,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00204,unit_conflict,high,建筑模板,工程建材/其他/模板,REVIEW-MAT-01994；REVIEW-MAT-02006,REVIEW-MAT-01994；REVIEW-MAT-02006,Sheet1:3145；Sheet1:3164,张；块,颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。,确认是否同一物料的不同计量单位；如是则补 UOM 换算/包装规格，如不是则拆成不同物料。
ISSUE-00205,low_precision_conflict,medium,建筑模板,工程建材/其他/模板,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,REVIEW-MAT-01540；REVIEW-MAT-01541；REVIEW-MAT-01994；REVIEW-MAT-02004；REVIEW-MAT-02006；REVIEW-MAT-02212,Sheet1:2459；Sheet1:2460；Sheet1:3145；Sheet1:3160；Sheet1:3164；Sheet1:3440,张；块,颜色: 黑；尺寸: 1830*915*14 || 颜色: 红；尺寸: 1830*915*14 || 颜色: 红；尺寸: 2.4m*1.22m；厚度: 15mm || 颜色: 黑；尺寸: 2.4m*1.22m；厚度: 15mm || 原始: 黑膜板；颜色: 黑；尺寸: 1.22m*2.44m；厚度: 15mm,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00206,specs_conflict,medium,建筑模板,工程建材/其他/模板木方,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,Sheet1:1994；Sheet1:2017；Sheet1:2040,张；块,尺寸: 2.44*1.22*15 || 尺寸: 2.44*1.22*1.5；颜色: 黑色 || 尺寸: 2.44*1.22*1.5；特征: 厚,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00207,low_precision_conflict,medium,建筑模板,工程建材/其他/模板木方,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,REVIEW-MAT-01200；REVIEW-MAT-01218；REVIEW-MAT-01230,Sheet1:1994；Sheet1:2017；Sheet1:2040,张；块,尺寸: 2.44*1.22*15 || 尺寸: 2.44*1.22*1.5；颜色: 黑色 || 尺寸: 2.44*1.22*1.5；特征: 厚,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00208,specs_conflict,medium,木方,工程建材/其他/模板木方,REVIEW-MAT-00021；REVIEW-MAT-00022,REVIEW-MAT-00021；REVIEW-MAT-00022,Sheet1:33；Sheet1:34；Sheet1:57,米,规格: 4*9 || 规格: 4*4,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00209,specs_conflict,medium,黑模板,工程建材/其他/模板木方,REVIEW-MAT-00381；REVIEW-MAT-00619,REVIEW-MAT-00381；REVIEW-MAT-00619,Sheet1:1135；Sheet1:662,张,尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑 || 厚度: 3.0；颜色: 黑,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00210,low_precision_conflict,medium,黑模板,工程建材/其他/模板木方,REVIEW-MAT-00381；REVIEW-MAT-00619,REVIEW-MAT-00381；REVIEW-MAT-00619,Sheet1:1135；Sheet1:662,张,尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑 || 厚度: 3.0；颜色: 黑,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00211,specs_conflict,medium,加厚油布,工程建材/其他/油布,REVIEW-MAT-01616；REVIEW-MAT-01617；REVIEW-MAT-02107；REVIEW-MAT-02232；REVIEW-MAT-02233,REVIEW-MAT-01616；REVIEW-MAT-01617；REVIEW-MAT-02107；REVIEW-MAT-02232；REVIEW-MAT-02233,Sheet1:2613；Sheet1:2614；Sheet1:3288；Sheet1:3471；Sheet1:3472,㎡；块,尺寸: 12米*12米；特征: 加厚 || 尺寸: 10米*8米；特征: 加厚 || 特征: 加厚；尺寸: 6m*6m || 特征: 加厚；尺寸: 4m*4m || 特征: 加厚；尺寸: 4m*8m,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00212,specs_conflict,medium,油布,工程建材/其他/油布,REVIEW-MAT-01655；REVIEW-MAT-01766,REVIEW-MAT-01655；REVIEW-MAT-01766,Sheet1:2659；Sheet1:2811；Sheet1:2846；Sheet1:3087,㎡,尺寸: 4米*6米 || 尺寸: 10m*8.5m,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00213,specs_conflict,medium,不锈钢洗脸盆,工程建材/其他/洁具,REVIEW-MAT-00078；REVIEW-MAT-00118,REVIEW-MAT-00078；REVIEW-MAT-00118,Sheet1:125；Sheet1:193,台；套,材质: 不锈钢；长度: 2米；特征: 加厚 || 材质: 不锈钢；规格: 120*80；特征: 加厚,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00214,specs_conflict,medium,水泥砖,工程建材/其他/砌块砖,REVIEW-MAT-00194；REVIEW-MAT-01397,REVIEW-MAT-00194；REVIEW-MAT-01397,Sheet1:2275；Sheet1:344,块；个,材质: 水泥 || 规格: 95；材质: 水泥,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00215,specs_conflict,medium,堵头,工程建材/其他/管件,REVIEW-MAT-00047；REVIEW-MAT-00048,REVIEW-MAT-00047；REVIEW-MAT-00048,Sheet1:72；Sheet1:73,个,规格: 4分 || 规格: 6分,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00216,specs_conflict,medium,焊接弯头,工程建材/其他/管件,REVIEW-MAT-00333；REVIEW-MAT-00359；REVIEW-MAT-00680；REVIEW-MAT-00681；REVIEW-MAT-00754,REVIEW-MAT-00333；REVIEW-MAT-00359；REVIEW-MAT-00680；REVIEW-MAT-00681；REVIEW-MAT-00754,Sheet1:1246；Sheet1:1247；Sheet1:1385；Sheet1:568；Sheet1:625,个,规格: 325*8；特征: 加厚；连接: 焊接 || 规格: 159*8；特征: 加厚；连接: 焊接 || 规格: 89；连接: 焊接 || 规格: 168；连接: 焊接 || 规格: 325；特征: 加厚；连接: 焊接,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00217,specs_conflict,medium,管卡,工程建材/其他/管道紧固,REVIEW-MAT-00418；REVIEW-MAT-00626,REVIEW-MAT-00418；REVIEW-MAT-00626,Sheet1:1148；Sheet1:722,个,规格: 32；类型: 管卡 || 品牌: 公元；规格: 110,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00218,specs_conflict,medium,顶托,工程建材/其他/脚手架配件,REVIEW-MAT-00493；REVIEW-MAT-00505,REVIEW-MAT-00493；REVIEW-MAT-00505,Sheet1:864；Sheet1:890,支；套,规格: 30*500；特征: 厚 || 规格: 38*600；特征: 厚,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00219,specs_conflict,medium,铜挂锁,工程建材/其他/锁具,REVIEW-MAT-01210；REVIEW-MAT-01356,REVIEW-MAT-01210；REVIEW-MAT-01356,Sheet1:2006；Sheet1:2216,把；个,材质: 铜 || 材质: 铜；钥匙类型: 通开,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00220,specs_conflict,medium,不锈钢球阀,工程建材/其他/阀门,REVIEW-MAT-00554；REVIEW-MAT-00666；REVIEW-MAT-00717；REVIEW-MAT-00759,REVIEW-MAT-00554；REVIEW-MAT-00666；REVIEW-MAT-00717；REVIEW-MAT-00759,Sheet1:1007；Sheet1:1220；Sheet1:1316；Sheet1:1392,个,规格: 25；材质: 不锈钢；类型: 球阀 || 品牌: 埃美柯；规格: 80；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 50；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 80；材质: 不锈钢；特征: 厚,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00221,specs_conflict,medium,加厚不锈钢球阀,工程建材/其他/阀门,REVIEW-MAT-00204；REVIEW-MAT-00205,REVIEW-MAT-00204；REVIEW-MAT-00205,Sheet1:363；Sheet1:365,个,品牌: 埃美柯；规格: DN65；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 40；材质: 不锈钢；特征: 加厚,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00222,specs_conflict,medium,铜止回阀,工程建材/其他/阀门,REVIEW-MAT-00122；REVIEW-MAT-00140,REVIEW-MAT-00122；REVIEW-MAT-00140,Sheet1:210；Sheet1:246,个,品牌: 埃美柯；材质: 铜；规格: 32；类型: 止回阀 || 品牌: 埃美柯；规格: 25；材质: 铜；类型: 止回阀,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00223,specs_conflict,medium,油布,工程建材/其他/防护覆盖,REVIEW-MAT-00548；REVIEW-MAT-00761,REVIEW-MAT-00548；REVIEW-MAT-00761,Sheet1:1231；Sheet1:1396；Sheet1:994,平方,特征: 加厚 || 类型: 油布,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00224,specs_conflict,medium,彩钢瓦,工程建材/板材型材/板材,REVIEW-MAT-00511；REVIEW-MAT-00512；REVIEW-MAT-00547,REVIEW-MAT-00511；REVIEW-MAT-00512；REVIEW-MAT-00547,Sheet1:910；Sheet1:911；Sheet1:992,米；平方,规格: 1*0.84 || 规格: 1.6*0.84 || 厚度/规格: 0.5,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00225,specs_conflict,medium,PPR内牙三通,工程建材/水暖建材/水暖五金,REVIEW-MAT-00043；REVIEW-MAT-00443,REVIEW-MAT-00043；REVIEW-MAT-00443,Sheet1:68；Sheet1:767,个,品牌: 公元；规格: 25；连接: 内牙；类型: 三通 || 品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00226,low_precision_conflict,medium,PPR内牙三通,工程建材/水暖建材/水暖五金,REVIEW-MAT-00043；REVIEW-MAT-00443,REVIEW-MAT-00043；REVIEW-MAT-00443,Sheet1:68；Sheet1:767,个,品牌: 公元；规格: 25；连接: 内牙；类型: 三通 || 品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00227,specs_conflict,medium,PPR弯头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,Sheet1:1311；Sheet1:180；Sheet1:44,个,品牌: 公元；规格: 25；类型: 弯头 || 规格: 25；类型: 弯头 || 品牌: 公元；规格: 25；材质: PPR,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00228,low_precision_conflict,medium,PPR弯头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,Sheet1:1311；Sheet1:180；Sheet1:44,个,品牌: 公元；规格: 25；类型: 弯头 || 规格: 25；类型: 弯头 || 品牌: 公元；规格: 25；材质: PPR,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00229,specs_conflict,medium,PPR接头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00442；REVIEW-MAT-00731,REVIEW-MAT-00442；REVIEW-MAT-00731,Sheet1:1344；Sheet1:766,个,品牌: 公元；规格: 25；材质: PPR || 规格: 200；材质: PPR,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00230,specs_conflict,medium,PPR直通,工程建材/水暖建材/水暖五金,REVIEW-MAT-00028；REVIEW-MAT-00716,REVIEW-MAT-00028；REVIEW-MAT-00716,Sheet1:1313；Sheet1:43,个,品牌: 公元；规格: 25；类型: 直通 || 品牌: 公元；规格: 25；材质: PPR,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00231,low_precision_conflict,medium,PPR直通,工程建材/水暖建材/水暖五金,REVIEW-MAT-00028；REVIEW-MAT-00716,REVIEW-MAT-00028；REVIEW-MAT-00716,Sheet1:1313；Sheet1:43,个,品牌: 公元；规格: 25；类型: 直通 || 品牌: 公元；规格: 25；材质: PPR,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00232,specs_conflict,medium,PPR管,工程建材/水暖建材/水暖五金,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,Sheet1:1309；Sheet1:1343；Sheet1:169；Sheet1:42；Sheet1:765,米,品牌: 公元；规格: 25 || 品牌: 公元；规格: 25；材质: PPR || 规格: DN200；材质: PPR,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00233,low_precision_conflict,medium,PPR管,工程建材/水暖建材/水暖五金,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,Sheet1:1309；Sheet1:1343；Sheet1:169；Sheet1:42；Sheet1:765,米,品牌: 公元；规格: 25 || 品牌: 公元；规格: 25；材质: PPR || 规格: DN200；材质: PPR,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00234,specs_conflict,medium,PPR阀门,工程建材/水暖建材/水暖五金,REVIEW-MAT-00109；REVIEW-MAT-00423,REVIEW-MAT-00109；REVIEW-MAT-00423,Sheet1:175；Sheet1:737,个,品牌: 公元；规格: 25；类型: 阀门 || 品牌: 公元；规格: 90；材质: PPR,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00235,low_precision_conflict,medium,PPR阀门,工程建材/水暖建材/水暖五金,REVIEW-MAT-00109；REVIEW-MAT-00423,REVIEW-MAT-00109；REVIEW-MAT-00423,Sheet1:175；Sheet1:737,个,品牌: 公元；规格: 25；类型: 阀门 || 品牌: 公元；规格: 90；材质: PPR,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00236,unit_conflict,high,冷热水龙头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00088；REVIEW-MAT-00146,REVIEW-MAT-00088；REVIEW-MAT-00146,Sheet1:140；Sheet1:256；Sheet1:379,个；套,规格: 4分；类型: 冷热,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。,确认是否同一物料的不同计量单位；如是则补 UOM 换算/包装规格，如不是则拆成不同物料。
ISSUE-00237,low_precision_conflict,medium,冷热水龙头,工程建材/水暖建材/水暖五金,REVIEW-MAT-00088；REVIEW-MAT-00146,REVIEW-MAT-00088；REVIEW-MAT-00146,Sheet1:140；Sheet1:256；Sheet1:379,个；套,规格: 4分；类型: 冷热,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00238,unit_conflict,high,水龙头花洒套装,工程建材/水暖建材/水暖五金,REVIEW-MAT-00067；REVIEW-MAT-00216,REVIEW-MAT-00067；REVIEW-MAT-00216,Sheet1:103；Sheet1:141；Sheet1:380,套；个,类型: 水龙头+花洒,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。,确认是否同一物料的不同计量单位；如是则补 UOM 换算/包装规格，如不是则拆成不同物料。
ISSUE-00239,low_precision_conflict,medium,水龙头花洒套装,工程建材/水暖建材/水暖五金,REVIEW-MAT-00067；REVIEW-MAT-00216,REVIEW-MAT-00067；REVIEW-MAT-00216,Sheet1:103；Sheet1:141；Sheet1:380,套；个,类型: 水龙头+花洒,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00240,specs_conflict,medium,生料带,工程建材/水暖建材/水暖五金,REVIEW-MAT-00108；REVIEW-MAT-00435,REVIEW-MAT-00108；REVIEW-MAT-00435,Sheet1:174；Sheet1:752,个,类型: 密封带 || 类型: 生料带,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00241,low_precision_conflict,medium,生料带,工程建材/水暖建材/水暖五金,REVIEW-MAT-00108；REVIEW-MAT-00435,REVIEW-MAT-00108；REVIEW-MAT-00435,Sheet1:174；Sheet1:752,个,类型: 密封带 || 类型: 生料带,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00242,specs_conflict,medium,金属软管,工程建材/水暖建材/水暖五金,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,Sheet1:172；Sheet1:173；Sheet1:257,个；根,长度: 80公分；材质: 金属 || 长度: 40公分；材质: 金属 || 规格: 4分；长度: 60,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00243,low_precision_conflict,medium,金属软管,工程建材/水暖建材/水暖五金,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,Sheet1:172；Sheet1:173；Sheet1:257,个；根,长度: 80公分；材质: 金属 || 长度: 40公分；材质: 金属 || 规格: 4分；长度: 60,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00244,specs_conflict,medium,双快水泥,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-00682；REVIEW-MAT-01371,REVIEW-MAT-00682；REVIEW-MAT-01371；REVIEW-MAT-01431,Sheet1:1249；Sheet1:2234；Sheet1:2323；Sheet1:2350；Sheet1:2463；Sheet1:2817,包,类型: 双快 || 类型: 双快水泥,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00245,specs_conflict,medium,普通硅酸盐水泥,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-00453；REVIEW-MAT-01786,REVIEW-MAT-00453；REVIEW-MAT-01786,Sheet1:1005；Sheet1:1008；Sheet1:1011；Sheet1:1013；Sheet1:1026；Sheet1:2854；Sheet1:3361；Sheet1:3444；Sheet1:782；Sheet1:990；Sheet1:996,包,标号: PO42.5 || 品牌: 海螺；强度等级: 42.5,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00246,specs_conflict,medium,水泥,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-00831；REVIEW-MAT-01378,REVIEW-MAT-00831；REVIEW-MAT-01378,Sheet1:1485；Sheet1:2243；Sheet1:2276,包,品类: 水泥 || 标号/型号: PC425,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00247,specs_conflict,medium,石子,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-00032；REVIEW-MAT-00082,REVIEW-MAT-00032；REVIEW-MAT-00082,Sheet1:130；Sheet1:48,斤；包,粒径: 4-6MM || 包装: 大包,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00248,low_precision_conflict,medium,石子,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-00032；REVIEW-MAT-00082,REVIEW-MAT-00032；REVIEW-MAT-00082,Sheet1:130；Sheet1:48,斤；包,粒径: 4-6MM || 包装: 大包,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。,补齐规格、品牌、型号、包装或执行标准后再进入可导入池。
ISSUE-00249,specs_conflict,medium,黄砂,工程建材/水泥砂石/水泥砂石,REVIEW-MAT-01785；REVIEW-MAT-02269,REVIEW-MAT-01785；REVIEW-MAT-02269,Sheet1:2853；Sheet1:3161；Sheet1:3445；Sheet1:3529；Sheet1:3534,吨,类型: 黄砂 || 材料: 黄砂,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00250,specs_conflict,medium,对讲机,弱电安防/通信与监控/通信设备,REVIEW-MAT-01980；REVIEW-MAT-02289,REVIEW-MAT-01980；REVIEW-MAT-02289,Sheet1:3131；Sheet1:3219；Sheet1:3469；Sheet1:3558；Sheet1:3572；Sheet1:3603,部,品牌: 小米；代际: 二代 || 品牌: 小米；型号: 二代,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
ISSUE-00251,specs_conflict,medium,卷尺,待治理/待治理/卷尺,REVIEW-MAT-02351；REVIEW-MAT-02352,REVIEW-MAT-02351；REVIEW-MAT-02352,Sheet1:3651；Sheet1:3652,把,长度: 3m || 长度: 5m,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。,逐项确认是否为不同规格物料；若规格足够明确则保留拆分，若其实同物料则补充等价规则后再合并。
