issue_id	issue_type	severity	review_status	standard_name	standard_group	required_specs	unit_values	draft_sku_ids	draft_item_codes	candidate_count	source_candidate_rows	reason	suggested_action
DEDUPE-00078	alias_conflict_review	medium	needs_review	五孔插座	电气材料/插头插座	类型：五孔；类型：五孔插座	个；套	SKU-DRAFT-000154；SKU-DRAFT-000325	ELEC-000036；ELEC-000055	2	155；327	同一别名/土名 '五孔插座' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00079	alias_conflict_review	medium	needs_review	2T卸扣	吊装索具/卸扣	载荷：2T；额定载荷：2T	个	SKU-DRAFT-000159；SKU-DRAFT-000873	MAT-000017；MAT-000085	3	160；878;1798	同一别名/土名 '2T卸扣' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00080	alias_conflict_review	medium	needs_review	3寸毛刷	工具器具/涂装工具	规格：3寸	支；个	SKU-DRAFT-000170；SKU-DRAFT-000239	TOOL-000023；TOOL-000035	2	171；241	同一别名/土名 '3寸毛刷' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00081	alias_conflict_review	medium	needs_review	大艺锂电池角磨机	工具器具/电动工具	品牌：大艺；动力：锂电池；品牌：大艺；供电：锂电池	台	SKU-DRAFT-000174；SKU-DRAFT-000274	TOOL-000027；TOOL-000040	2	175；276	同一别名/土名 '大艺锂电池角磨机' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00082	alias_conflict_review	medium	needs_review	4T卸扣	吊装索具/卸扣	载荷：4T；额定载荷：4T	个	SKU-DRAFT-000176；SKU-DRAFT-000874	MAT-000018；MAT-000086	2	177；879	同一别名/土名 '4T卸扣' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00083	alias_conflict_review	medium	needs_review	电焊眼镜	劳保耗材/眼面防护	用途：电焊；用途：电焊防护	付；副	SKU-DRAFT-000188；SKU-DRAFT-000345；SKU-DRAFT-001953	SAFE-000004；SAFE-000017；SAFE-000114	3	189；347；1976	同一别名/土名 '电焊眼镜' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00084	alias_conflict_review	medium	needs_review	白色调和油漆	化工耗材/涂料	颜色：白色；类型：调和油漆；颜色：白色；类型：调和漆	桶	SKU-DRAFT-000205；SKU-DRAFT-000259	CHEM-000008；CHEM-000013	2	206；261	同一别名/土名 '白色调和油漆' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00085	alias_conflict_review	medium	needs_review	加厚双层帆布手套	劳保耗材/手套	材质：帆布；特征：加厚、双层；材质：帆布；结构：双层；特征：加厚	双	SKU-DRAFT-000218；SKU-DRAFT-001047	SAFE-000005；SAFE-000070	3	220;634；1052	同一别名/土名 '加厚双层帆布手套' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00086	alias_conflict_review	medium	needs_review	美工刀	工具器具/手动工具；工具/刀具	类型：美工刀	支；把；个	SKU-DRAFT-000230；SKU-DRAFT-000713；SKU-DRAFT-001216	TOOL-000034；TOOL-000113；TOOL-000193	3	232；718；1223	同一别名/土名 '美工刀' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00087	alias_conflict_review	medium	needs_review	一次性口罩	劳保耗材/呼吸防护	类型：一次性；类型：一次性口罩	个；只	SKU-DRAFT-000241；SKU-DRAFT-001708	SAFE-000013；SAFE-000103	2	243；1723	同一别名/土名 '一次性口罩' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00088	alias_conflict_review	medium	needs_review	500A电焊钳	焊接耗材/焊割工具；焊割耗材/焊钳	电流：500A；额定电流：500A	把；支	SKU-DRAFT-000269；SKU-DRAFT-000491；SKU-DRAFT-001288	WELD-000008；WELD-000014；WELD-000040	3	271；494；1295	同一别名/土名 '500A电焊钳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00089	alias_conflict_review	medium	needs_review	800A电焊钳	焊接耗材/焊割工具；焊割耗材/焊钳	电流：800A；额定电流：800A	把	SKU-DRAFT-000270；SKU-DRAFT-001289	WELD-000009；WELD-000041	2	272；1296	同一别名/土名 '800A电焊钳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00090	alias_conflict_review	medium	needs_review	白色玻璃胶	化工耗材/胶粘剂	颜色：白色；颜色：白色；类型：玻璃胶	支	SKU-DRAFT-000312；SKU-DRAFT-001029	CHEM-000025；CHEM-000070	2	314；1034	同一别名/土名 '白色玻璃胶' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00091	alias_conflict_review	medium	needs_review	白色记号笔	办公/标识耗材；办公耗材/书写用品；办公用品/书写工具	颜色：白色	支	SKU-DRAFT-000314；SKU-DRAFT-001202；SKU-DRAFT-002219	ADMIN-000011；ADMIN-000039；ADMIN-000069	3	316；1209；2245	同一别名/土名 '白色记号笔' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00092	alias_conflict_review	medium	needs_review	3.2焊条	焊接耗材/焊材；焊割耗材/焊材	直径：3.2；直径：3.2mm	件	SKU-DRAFT-000344；SKU-DRAFT-001327	WELD-000011；WELD-000044	2	346；1334	同一别名/土名 '3.2焊条' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00093	alias_conflict_review	medium	needs_review	18尼龙绳	吊装索具/绳索	直径：18mm；材质：尼龙；规格/直径：18；材质：尼龙	米	SKU-DRAFT-000394；SKU-DRAFT-001028	MAT-000037；MAT-000091	2	397；1033	同一别名/土名 '18尼龙绳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00094	alias_conflict_review	medium	needs_review	编织袋	包装材料/编织袋；包装材料/袋类	类型：编织袋；规格：待补	个	SKU-DRAFT-000421；SKU-DRAFT-001231	MAT-000038；MAT-000110	2	424；1238	同一别名/土名 '编织袋' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00095	alias_conflict_review	medium	needs_review	床垫	行政后勤/生活用品	类型：床垫	个；床	SKU-DRAFT-000423；SKU-DRAFT-001665	ADMIN-000012；ADMIN-000052	3	426;1734；1678	同一别名/土名 '床垫' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00096	alias_conflict_review	medium	needs_review	金属测绳	工具器具/测量工具；工具/测量工具	材质：金属；类型：测绳	米	SKU-DRAFT-000443；SKU-DRAFT-001410	TOOL-000065；TOOL-000219	2	446；1419	同一别名/土名 '金属测绳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00097	alias_conflict_review	medium	needs_review	一次性雨衣	劳保耗材/雨具	类型：一次性；类型：一次性雨衣	套	SKU-DRAFT-000469；SKU-DRAFT-001851	SAFE-000027；SAFE-000109	2	472；1870	同一别名/土名 '一次性雨衣' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00098	alias_conflict_review	medium	needs_review	3T卸扣	吊装索具/卸扣	载荷：3T；额定载荷：3T	个	SKU-DRAFT-000475；SKU-DRAFT-001105	MAT-000048；MAT-000102	2	478；1110	同一别名/土名 '3T卸扣' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00099	alias_conflict_review	medium	needs_review	黑色笔	办公/标识耗材；办公用品/书写工具	颜色：黑色	支	SKU-DRAFT-000497；SKU-DRAFT-002178	ADMIN-000013；ADMIN-000068	2	500；2204	同一别名/土名 '黑色笔' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00100	alias_conflict_review	medium	needs_review	16螺母	五金备件/紧固件；紧固件/螺母	规格：16；规格：M16	个	SKU-DRAFT-000500；SKU-DRAFT-000888	SPARE-000056；FAST-000021	2	503；893	同一别名/土名 '16螺母' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00101	alias_conflict_review	medium	needs_review	大垃圾桶	劳保耗材/清洁工具；行政后勤/清洁用品	规格：大号；规格：大	个	SKU-DRAFT-000504；SKU-DRAFT-001052	TOOL-000073；ADMIN-000031	2	507；1057	同一别名/土名 '大垃圾桶' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00102	alias_conflict_review	medium	needs_review	大编织袋	包装材料/编织袋	规格：大号；规格：大号；类型：编织袋	个；条	SKU-DRAFT-000505；SKU-DRAFT-002039	MAT-000050；MAT-000222	2	508；2065	同一别名/土名 '大编织袋' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00103	alias_conflict_review	medium	needs_review	1mm黑扎丝	五金备件/金属丝材	直径：1mm；颜色：黑色；直径：2mm；颜色：黑色	米	SKU-DRAFT-000530；SKU-DRAFT-000531	SPARE-000059；SPARE-000060	2	533；534	同一别名/土名 '1mm黑扎丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00104	alias_conflict_review	medium	needs_review	加厚油布	建筑材料/防护覆盖；劳保耗材/覆盖防护	特征：加厚	平方；m2	SKU-DRAFT-000545；SKU-DRAFT-000801；SKU-DRAFT-001031	SAFE-000034；SAFE-000056；SAFE-000069	3	548；806；1036	同一别名/土名 '加厚油布' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00105	alias_conflict_review	medium	needs_review	50kg冰块	行政后勤/临时消耗品	重量：50kg	个；块	SKU-DRAFT-000567；SKU-DRAFT-000579	MAT-000059；MAT-000060	2	571；583	同一别名/土名 '50kg冰块' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00106	alias_conflict_review	medium	needs_review	钢丝球	劳保耗材/清洁用品；清洁耗材/清洁工具	类型：钢丝球	个	SKU-DRAFT-000585；SKU-DRAFT-001680	SAFE-000043；TOOL-000250	2	589；1694	同一别名/土名 '钢丝球' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00107	alias_conflict_review	medium	needs_review	钢丝刷	工具器具/清洁工具；工具/清理工具	类型：钢丝刷	支；个	SKU-DRAFT-000586；SKU-DRAFT-001178	TOOL-000092；TOOL-000185	2	590；1185	同一别名/土名 '钢丝刷' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00108	alias_conflict_review	medium	needs_review	拖把	劳保耗材/清洁工具；行政后勤/清洁用品	类型：拖把；品类：拖把	支；个	SKU-DRAFT-000603；SKU-DRAFT-000729；SKU-DRAFT-000914	TOOL-000098；TOOL-000118；ADMIN-000029	3	607；734；919	同一别名/土名 '拖把' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00109	alias_conflict_review	medium	needs_review	二氧化碳表	焊接耗材/气体配件；焊割耗材/气体表具	适用气体：二氧化碳；类型：压力表/减压表；适用气体：二氧化碳	个	SKU-DRAFT-000635；SKU-DRAFT-000793	WELD-000015；WELD-000021	2	640；798	同一别名/土名 '二氧化碳表' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00110	alias_conflict_review	medium	needs_review	乙炔表	焊接耗材/气体配件；焊割耗材/气体表具；焊接工具/气体仪表；仪表/气体压力表	适用气体：乙炔；类型：压力表/减压表；适用气体：乙炔；介质：乙炔；类型：减压表；介质：乙炔；类型：压力表	个；只	SKU-DRAFT-000636；SKU-DRAFT-001290；SKU-DRAFT-001748；SKU-DRAFT-002322	WELD-000016；WELD-000042；WELD-000046；WELD-000066	5	641；1297；1764;1966；2349	同一别名/土名 '乙炔表' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00111	alias_conflict_review	medium	needs_review	氧气表	焊接耗材/气体配件；焊割耗材/气体表具	适用气体：氧气；类型：压力表/减压表；适用气体：氧气	个	SKU-DRAFT-000637；SKU-DRAFT-000794	WELD-000017；WELD-000022	2	642；799	同一别名/土名 '氧气表' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00112	alias_conflict_review	medium	needs_review	M27螺母	五金备件/紧固件；紧固件/螺母	规格：M27	个	SKU-DRAFT-000643；SKU-DRAFT-001222	SPARE-000069；FAST-000056	2	648；1229	同一别名/土名 'M27螺母' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00113	alias_conflict_review	medium	needs_review	3.0花纹钢板	原材料/钢板；钢材/板材	厚度：3.0；厚度：3.0mm；表面：花纹	平方	SKU-DRAFT-000654；SKU-DRAFT-000802	METAL-000044；METAL-000057	2	659；807	同一别名/土名 '3.0花纹钢板' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00114	alias_conflict_review	medium	needs_review	89焊接弯头	工程材料/管件；管件/弯头	规格：89；连接：焊接	个	SKU-DRAFT-000675；SKU-DRAFT-000831	PIPE-000107；PIPE-000150	2	680；836	同一别名/土名 '89焊接弯头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00115	alias_conflict_review	medium	needs_review	168焊接弯头	工程材料/管件；管件/弯头	规格：168；连接：焊接	个	SKU-DRAFT-000676；SKU-DRAFT-000891	PIPE-000108；PIPE-000167	2	681；896	同一别名/土名 '168焊接弯头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00116	alias_conflict_review	medium	needs_review	双快水泥	建筑材料/水泥砂石；建材/水泥砂浆	类型：双快；类型：双快水泥	包	SKU-DRAFT-000677；SKU-DRAFT-001363；SKU-DRAFT-001422	MAT-CEM-000006；MAT-CEM-000010；MAT-CEM-000012	3	682；1371；1431	同一别名/土名 '双快水泥' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00117	alias_conflict_review	medium	needs_review	铁锹柄	工具器具/工具配件；工具备件/手动工具配件	适用：铁锹；部件：柄；适用：铁锹	支；个	SKU-DRAFT-000685；SKU-DRAFT-001139；SKU-DRAFT-001232	TOOL-000107；TOOL-000173；TOOL-000196	3	690；1146；1239	同一别名/土名 '铁锹柄' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00118	alias_conflict_review	medium	needs_review	不锈钢水龙头	工程材料/水暖五金；水暖五金/水龙头	材质：不锈钢；类型：水龙头	个；只	SKU-DRAFT-000694；SKU-DRAFT-001712	METAL-000050；METAL-000117	2	699；1727	同一别名/土名 '不锈钢水龙头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00119	alias_conflict_review	medium	needs_review	得力刀片	工具器具/手动工具配件；工具耗材/刀片	品牌：得力；类型：刀片；品牌：得力	盒	SKU-DRAFT-000714；SKU-DRAFT-001359	TOOL-000114；TOOL-000213	2	719；1367	同一别名/土名 '得力刀片' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00120	alias_conflict_review	medium	needs_review	世达老虎钳	工具器具/手动工具；工具/手动工具	品牌：世达；类型：老虎钳；品牌：世达	把；个	SKU-DRAFT-000715；SKU-DRAFT-001113；SKU-DRAFT-001654	TOOL-000115；TOOL-000168；TOOL-000241	3	720；1118；1665	同一别名/土名 '世达老虎钳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00121	alias_conflict_review	medium	needs_review	世达尖嘴钳	工具器具/手动工具；工具/手动工具	品牌：世达；类型：尖嘴钳	把；个	SKU-DRAFT-000717；SKU-DRAFT-001434	TOOL-000116；TOOL-000226	2	722；1443	同一别名/土名 '世达尖嘴钳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00122	alias_conflict_review	medium	needs_review	10厘花篮	吊装索具/拉紧器；吊装索具/紧固调节	规格：10厘	个；套	SKU-DRAFT-000727；SKU-DRAFT-001299	FAST-000010；FAST-000061	2	732；1306	同一别名/土名 '10厘花篮' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00123	alias_conflict_review	medium	needs_review	白色喷漆	化工耗材/涂料	颜色：白色；类型：喷漆；颜色：白色；类型：自喷漆	瓶；个；支	SKU-DRAFT-000739；SKU-DRAFT-000959；SKU-DRAFT-001235	CHEM-000053；CHEM-000064；CHEM-000086	3	744；964；1242	同一别名/土名 '白色喷漆' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00124	alias_conflict_review	medium	needs_review	M20*130螺丝	五金备件/紧固件；紧固件/螺丝	规格：M20*130	套；个	SKU-DRAFT-000741；SKU-DRAFT-001182	SPARE-000075；FAST-000053	2	746；1189	同一别名/土名 'M20*130螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00125	alias_conflict_review	medium	needs_review	M20*35螺丝	五金备件/紧固件；紧固件/螺丝	规格：M20*35；规格：M20*35；成套：是	套；个	SKU-DRAFT-000742；SKU-DRAFT-000971；SKU-DRAFT-001181	SPARE-000076；FAST-000032；FAST-000052	3	747；976；1188	同一别名/土名 'M20*35螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00126	alias_conflict_review	medium	needs_review	M20*40螺丝	五金备件/紧固件；紧固件/螺丝	规格：M20*40；规格：M20*40；成套：是	套	SKU-DRAFT-000743；SKU-DRAFT-000972	SPARE-000077；FAST-000033	2	748；977	同一别名/土名 'M20*40螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00127	alias_conflict_review	medium	needs_review	325胶垫	工程材料/密封垫；管件/密封垫片	规格：325；材质：胶；规格：DN325；材质：胶	个	SKU-DRAFT-000751；SKU-DRAFT-000783	SPARE-000078；PIPE-000131	2	756；788	同一别名/土名 '325胶垫' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00128	alias_conflict_review	medium	needs_review	22*100螺丝	五金备件/紧固件；紧固件/螺栓	规格：22*100；规格：M22*100；成套：是；类型：六角	个；套	SKU-DRAFT-000752；SKU-DRAFT-000784	SPARE-000079；FAST-000013	2	757；789	同一别名/土名 '22*100螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00129	alias_conflict_review	medium	needs_review	油布	建筑材料/防护覆盖；劳保耗材/覆盖防护	类型：油布；品类：油布	平方	SKU-DRAFT-000756；SKU-DRAFT-001284	SAFE-000051；SAFE-000084	2	761；1291	同一别名/土名 '油布' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00130	alias_conflict_review	medium	needs_review	6厘膨胀螺丝	五金备件/紧固件；紧固件/膨胀件	规格：6厘	个	SKU-DRAFT-000762；SKU-DRAFT-000827	FAST-000012；FAST-000014	2	767；832	同一别名/土名 '6厘膨胀螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00131	alias_conflict_review	medium	needs_review	石笔	工具耗材/划线耗材；焊接耗材/划线工具	品类：石笔；类型：石笔	个；盒	SKU-DRAFT-000795；SKU-DRAFT-001964	TOOL-000126；TOOL-000293	2	800；1987	同一别名/土名 '石笔' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00132	alias_conflict_review	medium	needs_review	一次性加厚雨衣	劳保耗材/雨具	类型：一次性；特征：加厚	件；套	SKU-DRAFT-000808；SKU-DRAFT-001074	SAFE-000057；SAFE-000073	3	813;1138；1079	同一别名/土名 '一次性加厚雨衣' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00133	alias_conflict_review	medium	needs_review	14*100膨胀螺丝	紧固件/膨胀件	规格：M14*100	套；个	SKU-DRAFT-000900；SKU-DRAFT-000942	FAST-000023；FAST-000026	2	905；947	同一别名/土名 '14*100膨胀螺丝' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00134	alias_conflict_review	medium	needs_review	抹布	行政后勤/清洁用品；清洁耗材/抹布	品类：抹布；类型：抹布	条；KG	SKU-DRAFT-000915；SKU-DRAFT-001635	ADMIN-000030；ADMIN-000049	2	920；1646	同一别名/土名 '抹布' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00135	alias_conflict_review	medium	needs_review	25钢丝管	管材/软管；液压/高压管路	公称直径：25；结构：钢丝增强；规格：25；结构：钢丝增强	米	SKU-DRAFT-000963；SKU-DRAFT-001436	PIPE-000195；PIPE-000311	2	968；1445	同一别名/土名 '25钢丝管' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00136	alias_conflict_review	medium	needs_review	红色自喷漆	化工耗材/涂料；油漆涂料/自喷漆	颜色：红色；类型：自喷漆；颜色：红色	支；瓶	SKU-DRAFT-001005；SKU-DRAFT-001709	CHEM-000068；CHEM-000126	2	1010；1724	同一别名/土名 '红色自喷漆' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00137	alias_conflict_review	medium	needs_review	回力雨鞋	劳保耗材/足部防护	品牌：回力；类型：雨鞋；品牌：回力	双	SKU-DRAFT-001026；SKU-DRAFT-001230	SAFE-000067；SAFE-000083	2	1031；1237	同一别名/土名 '回力雨鞋' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00138	alias_conflict_review	medium	needs_review	彩色吊带5*6米	吊装索具/吊带	额定载荷：5T；长度：6米；颜色：彩色	付；根	SKU-DRAFT-001054；SKU-DRAFT-001083	MAT-000095；MAT-000099	2	1059；1088	同一别名/土名 '彩色吊带5*6米' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00139	alias_conflict_review	medium	needs_review	灭火器2KG	消防材料/灭火器；安全消防/灭火器	规格：2kg；灭火剂重量：2KG	个；瓶	SKU-DRAFT-001110；SKU-DRAFT-001545	SAFE-000075；SAFE-000094	2	1115；1556	同一别名/土名 '灭火器2KG' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00140	alias_conflict_review	medium	needs_review	灭火器箱子	消防材料/灭火器箱；安全消防/灭火器配件	类型：灭火器箱；用途：灭火器存放	个	SKU-DRAFT-001111；SKU-DRAFT-002138	SAFE-000076；SAFE-000122	2	1116；2164	同一别名/土名 '灭火器箱子' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00141	alias_conflict_review	medium	needs_review	世达老虎钳	工具/手动工具；手动工具/钳类	品牌：世达；规格：7寸	个；把	SKU-DRAFT-001113；SKU-DRAFT-002316	TOOL-000168；TOOL-000348	2	1118；2342	同一别名/土名 '世达老虎钳' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00142	alias_conflict_review	medium	needs_review	300mm得力高精度卡尺	工具/测量工具	品牌：得力；量程：300mm；精度：高精度；品牌：得力；量程：300mm；精度等级：高精度	个；支	SKU-DRAFT-001118；SKU-DRAFT-001414	TOOL-000171；TOOL-000220	2	1123；1423	同一别名/土名 '300mm得力高精度卡尺' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00143	alias_conflict_review	medium	needs_review	创可贴	劳保耗材/急救用品；劳保/急救用品	品类：创可贴；类型：创可贴	个；盒	SKU-DRAFT-001129；SKU-DRAFT-001713	SAFE-000078；SAFE-000104	2	1134；1728	同一别名/土名 '创可贴' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00144	alias_conflict_review	medium	needs_review	DN80厚铜头	液压/高压管路	规格：DN80；材质：铜；特征：加厚；规格：DN50；材质：铜；特征：加厚	个	SKU-DRAFT-001147；SKU-DRAFT-001148	PIPE-000246；PIPE-000247	2	1154；1155	同一别名/土名 'DN80厚铜头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00145	alias_conflict_review	medium	needs_review	加工168卡箍接头	定制件/管路接头	加工：是；规格：168；类型：卡箍接头；定制：是；规格：168；类型：卡箍接头	个；件	SKU-DRAFT-001161；SKU-DRAFT-001263	PIPE-000250；PIPE-000262	2	1168；1270	同一别名/土名 '加工168卡箍接头' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
DEDUPE-00146	alias_conflict_review	medium	needs_review	TPC1570一体式触摸屏	电气材料/工控配件	型号：TPC1570；结构：一体式	台；套	SKU-DRAFT-001226；SKU-DRAFT-001273	ELEC-000136；ELEC-000139	2	1233；1280	同一别名/土名 'TPC1570一体式触摸屏' 指向多个 SKU 候选。	确认该别名是否可唯一指向某个 SKU；若不能唯一，检索时必须让用户补充规格。
