merged_item_code,standard_name,reviewed_group_paths,canonical_group_path,specs,unit,source_count,source_statuses,alias_names,source_rows,notes,merged_from_codes,merge_reason,merge_confidence,needs_human_review
REVIEW-MAT-00472,一次性雨衣,劳保耗材/雨具,劳保用品/其他/雨具,类型: 一次性,套,2,可合并,一次性雨衣,Sheet1:825；Sheet1:885,与第476行同物料 | 与第824行同物料,REVIEW-MAT-00472,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00473,电缆线,电气材料/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；规格: 3*2.5,米,2,可建档,3*2.5起帆电缆；3*2.5起帆电缆线,Sheet1:2025；Sheet1:827,型号/材质缺失 | 导体材质/护套/电压等级缺失,REVIEW-MAT-00473,single_candidate;low_precision,0.70,true
REVIEW-MAT-00474,花篮螺丝,吊装索具/拉紧器,吊装索具/其他/拉紧器,规格: M20；类型: 花篮,个,1,可建档,M20花篮,Sheet1:829,材质/载荷缺失,REVIEW-MAT-00474,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00475,卷扬机,吊装索具/起重设备,吊装索具/其他/起重设备,载荷: 1吨,台,1,可建档,1吨卷扬机,Sheet1:830,电压/钢丝绳长度/品牌缺失,REVIEW-MAT-00475,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00476,钢丝绳,吊装索具/钢丝绳,吊装索具/吊带索具/钢丝绳链条,直径: 16mm,米,1,可建档,16厘钢丝绳,Sheet1:831,结构/强度等级缺失,REVIEW-MAT-00476,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00477,卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 8.5T,个,1,可建档,8.5T卸扣,Sheet1:832,执行标准缺失,REVIEW-MAT-00477,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00478,卸扣,吊装索具/卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 3T,个,1,可建档,3T卸扣,Sheet1:833,执行标准缺失,REVIEW-MAT-00478,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00479,钢筋扎丝,五金备件/金属丝材,五金备件/其他/金属丝材,长度: 50cm；包装: 5kg,个,1,可建档,50CM*5kg钢筋扎丝,Sheet1:834,丝径/材质缺失,REVIEW-MAT-00479,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00480,汽油桶,工具器具/容器,工具器具/其他/容器,容量: 20L；用途: 汽油,个,1,可建档,20L汽油桶,Sheet1:835,材质/防爆要求缺失,REVIEW-MAT-00480,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00481,齿轮油,化工耗材/润滑油,化工油漆胶粘/油品化学品/润滑油脂,型号: HL-20,升,1,可建档,HL-20齿轮油,Sheet1:836,品牌/包装缺失,REVIEW-MAT-00481,single_candidate;low_precision,0.70,true
REVIEW-MAT-00482,焊条,焊接耗材/焊材,焊接焊割/其他/焊材,直径: 5.0,个,1,可建档,5.0电焊条,Sheet1:837,牌号/包装缺失,REVIEW-MAT-00482,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00483,焊条,焊接耗材/焊材,焊接焊割/其他/焊材,直径: 4.0,个,2,可合并 | 可建档,4.0电焊条,Sheet1:838；Sheet1:960,牌号/包装缺失 | 与第837行同物料，牌号缺失,REVIEW-MAT-00483,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00484,植筋胶,化工耗材/胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,类型: 注射式,支,1,可建档,注射式植筋胶,Sheet1:840,容量/品牌/固化剂体系缺失,REVIEW-MAT-00484,single_candidate;low_precision,0.70,true
REVIEW-MAT-00485,铁钉,五金备件/紧固件,五金备件/其他/紧固件,规格: 3寸,kg,1,可建档,3寸铁钉,Sheet1:845,材质/表面处理缺失,REVIEW-MAT-00485,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00486,电源适配器,电气材料/电源电器,电气与自动化/电源电池/电源电池,输出: 12V 1A,个,1,可建档,12V1A适配器,Sheet1:847,输入电压/接口规格缺失,REVIEW-MAT-00486,single_candidate;low_precision,0.70,true
REVIEW-MAT-00487,反射片,安全设施/反光材料,安全防护/警示标识/反光警示,规格: 3*3,片,1,可建档,3*3反射片,Sheet1:848,单位/材质/颜色缺失,REVIEW-MAT-00487,single_candidate;low_precision,0.70,true
REVIEW-MAT-00488,反射片,安全设施/反光材料,安全防护/警示标识/反光警示,规格: 5*5,片,1,可建档,5*5反射片,Sheet1:849,单位/材质/颜色缺失,REVIEW-MAT-00488,single_candidate;low_precision,0.70,true
REVIEW-MAT-00489,海绵拖把,劳保耗材/清洁工具,劳保用品/其他/清洁工具,特征: 加长；材质: 海绵,把,1,可建档,加长海绵拖把,Sheet1:851,,REVIEW-MAT-00489,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00490,钢丝增强管,工程材料/软管,工程建材/其他/软管,规格: 1寸；结构: 钢丝增强,米,1,可建档,1寸钢丝增强管,Sheet1:853,压力等级/材质缺失,REVIEW-MAT-00490,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00491,PPR热熔管,工程材料/PPR管件,工程建材/水暖建材/水暖五金,规格: 4分；材质: PPR；连接: 热熔,米,1,可建档,4分PPR热融管,Sheet1:862,品牌/压力等级缺失,REVIEW-MAT-00491,single_candidate;low_precision,0.70,true
REVIEW-MAT-00492,扎带,电气材料/扎带,电气与自动化/其他/扎带,规格: 10*50；包装: 200根/包,包,1,可建档,10*50扎带200根,Sheet1:863,材质缺失,REVIEW-MAT-00492,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00493,顶托,建筑材料/脚手架配件,工程建材/其他/脚手架配件,规格: 30*500；特征: 厚,支,1,可建档,30*500厚顶托,Sheet1:864,材质/表面处理缺失,REVIEW-MAT-00493,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00494,电焊钳,焊接耗材/焊割工具,焊接焊割/其他/焊割工具,电流: 500A,支,1,可合并,500A电焊钳,Sheet1:868,与第465行同物料，单位把/支需统一,REVIEW-MAT-00494,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00495,深井潜水泵,设备/泵类设备,设备备件与加工件/设备专用备件/设备备件,功率: 1.1kW；类型: 深井潜水泵,台,2,可合并 | 可建档,1.1千瓦深井潜水泵,Sheet1:869；Sheet1:984,扬程/流量/电压缺失 | 与第868行同物料，扬程/流量缺失,REVIEW-MAT-00495,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00496,海绵双面胶,化工耗材/胶粘带,化工油漆胶粘/胶粘密封/胶粘剂,基材: 海绵；类型: 双面胶,卷,1,可建档,海绵双面胶,Sheet1:870,宽度/长度缺失,REVIEW-MAT-00496,single_candidate;low_precision,0.70,true
REVIEW-MAT-00497,污水泵,设备/泵类设备,设备备件与加工件/设备专用备件/设备备件,功率: 1.5kW；类型: 污水泵,台,2,可合并 | 可建档,1.5千瓦污水泵,Sheet1:871；Sheet1:988,流量/扬程/电压缺失 | 与第870行同物料，扬程/流量缺失,REVIEW-MAT-00497,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00498,PPR热熔接头,工程材料/PPR管件,工程建材/水暖建材/水暖五金,规格: 4分；连接: 热熔,个,1,可建档,4分热熔接头,Sheet1:872,材质/品牌缺失,REVIEW-MAT-00498,single_candidate;low_precision,0.70,true
REVIEW-MAT-00499,镀锌管,原材料/钢管,金属原材料/其他/钢管,规格: DN20；表面: 镀锌,米,1,可建档,DN20镀锌管,Sheet1:874,壁厚/标准缺失,REVIEW-MAT-00499,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00500,记号笔,办公/标识耗材,行政办公与清洁/其他/标识耗材,颜色: 黑色,支,2,可合并 | 可建档-低精度,黑色笔；黑色记号笔,Sheet1:880；Sheet1:954,笔类型/品牌缺失 | 与第879行同类，品牌缺失,REVIEW-MAT-00500,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00501,彩条布,建筑材料/防护覆盖,工程建材/其他/防护覆盖,宽度: 4米,平方,1,可建档,4米彩条布,Sheet1:886,克重/材质缺失,REVIEW-MAT-00501,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00502,止水蝴蝶扣,建筑材料/止水紧固,工程建材/其他/止水紧固,规格: 16*600,套,1,可建档,16*600止水蝴蝶扣,Sheet1:887,材质/配套螺杆缺失,REVIEW-MAT-00502,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00503,螺母,五金备件/紧固件,五金备件/其他/紧固件,规格: 16,个,2,可合并 | 可建档,16螺母,Sheet1:1406；Sheet1:888,是否M16/材质缺失 | 与第887行同类，是否M16需确认,REVIEW-MAT-00503,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00504,加长套筒,工具器具/手动工具,工具器具/其他/手动工具,规格: 18*200；特征: 加长,个,1,可建档,18*200加长套筒,Sheet1:889,驱动方孔规格缺失,REVIEW-MAT-00504,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00505,顶托,建筑材料/脚手架配件,工程建材/其他/脚手架配件,规格: 38*600；特征: 厚,套,1,可建档,38*600厚顶托,Sheet1:890,材质/表面处理缺失,REVIEW-MAT-00505,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00506,中砂,建筑材料/水泥砂石,工程建材/水泥砂石/水泥砂石,类型: 中砂,包,1,可建档,中沙,Sheet1:896,每包重量/含泥量缺失,REVIEW-MAT-00506,single_candidate;low_precision,0.70,true
REVIEW-MAT-00507,垃圾桶,劳保耗材/清洁工具,劳保用品/其他/清洁工具,规格: 大号,个,1,可建档-低精度,大垃圾桶,Sheet1:901,容量/材质缺失,REVIEW-MAT-00507,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00508,编织袋,包装材料/编织袋,包装与标识/袋箱膜包装/袋箱膜,规格: 大号,个,6,可合并 | 可建档,大号编织袋；大编织袋,Sheet1:1000；Sheet1:1006；Sheet1:1036；Sheet1:902；Sheet1:929；Sheet1:985,尺寸/承重缺失 | 与第901行同物料，尺寸/承重缺失 | 与第928行同物料 | 与第984行同物料,REVIEW-MAT-00508,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00509,调和漆,化工耗材/涂料,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 黑色；类型: 调和漆,桶,2,可合并 | 可建档,黑色调和漆,Sheet1:907；Sheet1:981,包装/品牌缺失 | 与第906行同物料,REVIEW-MAT-00509,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00510,LED浴室灯,电气材料/照明,电气与自动化/照明与报警/灯具,功率: 50W；类型: 浴室灯,个,1,可建档,50WLED浴室灯,Sheet1:909,防水等级/色温缺失,REVIEW-MAT-00510,single_candidate;low_precision,0.70,true
REVIEW-MAT-00511,彩钢瓦,建筑材料/板材,工程建材/板材型材/板材,规格: 1*0.84,米,1,可建档,1*0.84彩钢瓦,Sheet1:910,厚度/颜色缺失,REVIEW-MAT-00511,single_candidate;low_precision,0.70,true
REVIEW-MAT-00512,彩钢瓦,建筑材料/板材,工程建材/板材型材/板材,规格: 1.6*0.84,米,1,可建档,1.6*0.84彩钢瓦,Sheet1:911,厚度/颜色缺失,REVIEW-MAT-00512,single_candidate;low_precision,0.70,true
REVIEW-MAT-00513,止水针头,工程材料/堵漏注浆材料,工程建材/保温防水/防水堵漏,长度: 10cm,个,1,可建档,止水针头10CM,Sheet1:912,直径/材质缺失,REVIEW-MAT-00513,single_candidate;low_precision,0.70,true
REVIEW-MAT-00514,止水针头,工程材料/堵漏注浆材料,工程建材/保温防水/防水堵漏,长度: 15cm,个,1,可建档,止水针头15CM,Sheet1:913,直径/材质缺失,REVIEW-MAT-00514,single_candidate;low_precision,0.70,true
REVIEW-MAT-00515,聚氨酯堵漏剂,化工耗材/堵漏材料,化工油漆胶粘/其他/堵漏材料,类型: 油性；材质: 聚氨酯,kg,4,可合并 | 可建档,油性聚氨酯堵漏剂,Sheet1:1023；Sheet1:1034；Sheet1:915；Sheet1:976,品牌/包装缺失 | 与第914行同物料，品牌/包装缺失 | 与第914行同物料,REVIEW-MAT-00515,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00516,聚氨酯堵漏剂,化工耗材/堵漏材料,化工油漆胶粘/其他/堵漏材料,类型: 水性；材质: 聚氨酯,kg,3,可合并 | 可建档,水性聚氨酯堵漏剂,Sheet1:1024；Sheet1:916；Sheet1:975,品牌/包装缺失 | 与第915行同物料，品牌/包装缺失 | 与第915行同物料,REVIEW-MAT-00516,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00517,长螺杆,五金备件/紧固件,五金备件/其他/紧固件,规格: 14*200；类型: 长螺杆,套,1,可建档,14*200长螺杆,Sheet1:918,是否M14/材质缺失,REVIEW-MAT-00517,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00518,防火涂层测厚仪,工具器具/检测仪器,工具器具/其他/检测仪器,用途: 防火涂层测厚,台,1,可建档,防火涂层测厚仪,Sheet1:921,量程/精度/品牌缺失,REVIEW-MAT-00518,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00519,防水网线对接头,电气材料/弱电材料,电气与自动化/其他/弱电材料,特征: 防水；用途: 网络对接,个,1,可建档,防水网络对接头,Sheet1:924,接口规格/IP等级缺失,REVIEW-MAT-00519,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00520,钢丝绳夹头,吊装索具/钢丝绳配件,吊装索具/吊带索具/钢丝绳链条,规格: M10,个,1,可建档,M10钢丝绳夹头,Sheet1:925,适配钢丝绳直径/材质缺失,REVIEW-MAT-00520,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00521,编织袋,包装材料/编织袋,包装与标识/袋箱膜包装/袋箱膜,规格: 小号,个,1,可建档,小编织袋,Sheet1:930,尺寸/承重缺失,REVIEW-MAT-00521,single_candidate;low_precision,0.70,true
REVIEW-MAT-00522,防坠安全网,定制件/安全防护,设备备件与加工件/金属加工件/金属加工件,定制: 是；用途: 防坠,平方,1,可建档-定制件,定做防坠安全网,Sheet1:931,网孔/材质/执行标准缺失,REVIEW-MAT-00522,single_candidate;low_precision,0.70,true
REVIEW-MAT-00523,橡胶支座,定制件/橡胶件,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 橡胶；类型: 支座,个,1,可建档-定制件,定做橡胶支座,Sheet1:933,图纸/尺寸/硬度缺失,REVIEW-MAT-00523,single_candidate;low_precision,0.70,true
REVIEW-MAT-00524,电子血压计,劳保耗材/急救用品,劳保用品/其他/急救用品,品牌: 鱼跃；类型: 电子血压计,台,1,可建档,鱼跃电子血压计,Sheet1:935,型号缺失,REVIEW-MAT-00524,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00525,太阳能LED灯,电气材料/照明,电气与自动化/照明与报警/灯具,品牌: 公牛；功率: 80W；供电: 太阳能,套,1,可建档,公牛80w太阳能LED灯,Sheet1:938,电池容量/防水等级缺失,REVIEW-MAT-00525,single_candidate;low_precision,0.70,true
REVIEW-MAT-00526,安全帽一字带,劳保耗材/头部防护配件,劳保用品/其他/头部防护配件,适用: 安全帽；类型: 一字带,个,1,可建档,安全帽一字带,Sheet1:939,适配型号缺失,REVIEW-MAT-00526,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00527,LED灯带,电气材料/照明,电气与自动化/照明与报警/灯具,品牌: 雷士；电压: 36V；灯珠: 120珠,米,1,可建档,雷士36V120珠灯带LED,Sheet1:940,功率/色温/IP等级缺失,REVIEW-MAT-00527,single_candidate;low_precision,0.70,true
REVIEW-MAT-00528,开关电源,电气材料/电源电器,电气与自动化/电源电池/电源电池,输出电压: 36V；功率: 400W,个,2,可合并 | 可建档,36V 400w电源,Sheet1:941；Sheet1:987,输入电压/IP等级缺失 | 与第940行同物料，输入电压缺失,REVIEW-MAT-00528,single_candidate;source_status_contains_merge;low_precision,0.70,true
REVIEW-MAT-00529,潜水泵,设备/泵类设备,设备备件与加工件/设备专用备件/设备备件,电压: 380V；功率: 2.2kW,台,1,可建档,380V 2.2千w潜水泵,Sheet1:942,流量/扬程缺失,REVIEW-MAT-00529,single_candidate;low_precision,0.70,true
REVIEW-MAT-00530,五坑钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 35*500；柄型: 五坑,支,1,可建档,方大同35*500五坑钻头,Sheet1:944,材质缺失,REVIEW-MAT-00530,single_candidate;low_precision,0.70,true
REVIEW-MAT-00531,冲击钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 18*400,支,1,可建档,方大同18x400冲击钻头,Sheet1:945,柄型/材质缺失,REVIEW-MAT-00531,single_candidate;low_precision,0.70,true
REVIEW-MAT-00532,冲击钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 30*400,支,1,可建档,方大同30x400冲击钻头,Sheet1:946,柄型/材质缺失,REVIEW-MAT-00532,single_candidate;low_precision,0.70,true
REVIEW-MAT-00533,黑扎丝,五金备件/金属丝材,五金备件/其他/金属丝材,直径: 1mm；颜色: 黑色,米,1,可建档,1mm黑扎丝,Sheet1:951,材质/包装缺失,REVIEW-MAT-00533,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00534,黑扎丝,五金备件/金属丝材,五金备件/其他/金属丝材,直径: 2mm；颜色: 黑色,米,1,可建档,2mm黑扎丝,Sheet1:952,材质/包装缺失,REVIEW-MAT-00534,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00535,总开关,电气材料/低压电器,电气与自动化/低压电器/低压电器,电流: 100A；用途: 总开关,个,1,可建档,100A总开关,Sheet1:956,极数/品牌/型号缺失,REVIEW-MAT-00535,single_candidate;low_precision,0.70,true
REVIEW-MAT-00536,漏电保护器,电气材料/低压电器,电气与自动化/低压电器/低压电器,电流: 40A；类型: 漏电保护,个,1,可建档,40A漏电保护,Sheet1:957,极数/漏电动作电流缺失,REVIEW-MAT-00536,single_candidate;low_precision,0.70,true
REVIEW-MAT-00537,空气开关,电气材料/低压电器,电气与自动化/低压电器/低压电器,电流: 16A,个,1,可建档,16A空开,Sheet1:958,极数/品牌/型号缺失,REVIEW-MAT-00537,single_candidate;low_precision,0.70,true
REVIEW-MAT-00538,五坑钻头,工具器具/工具配件,工具器具/工具配件/工具配件,规格: 28*800；柄型: 五坑,支,1,可建档,28*800五孔钻头,Sheet1:962,材质/品牌缺失,REVIEW-MAT-00538,single_candidate;low_precision,0.70,true
REVIEW-MAT-00539,绝缘胶带,电气材料/电工耗材,电气与自动化/其他/电工耗材,类型: 绝缘胶带,卷,1,可建档,绝缘胶带,Sheet1:965,颜色/宽度/长度缺失,REVIEW-MAT-00539,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00540,电源极性检测器,工具器具/检测仪器,工具器具/其他/检测仪器,用途: 电源极性检测,台,1,可建档,电源极性检测器,Sheet1:967,电压范围/品牌缺失,REVIEW-MAT-00540,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00541,沉降观测钉带牌,工程材料/测量标识,工程建材/其他/测量标识,类型: 观测钉；包含: 标识牌,套,1,可建档,沉降观测钉带牌,Sheet1:968,材质/规格缺失,REVIEW-MAT-00541,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00542,十字测钉,工程材料/测量标识,工程建材/其他/测量标识,表面: 镀锌；类型: 十字测钉,个,1,可建档,镀锌十字测钉,Sheet1:969,规格缺失,REVIEW-MAT-00542,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00543,LED充电头灯,电气材料/照明,电气与自动化/照明与报警/灯具,类型: 头灯；供电: 充电；光源: LED,个,1,可建档,LED充电头灯,Sheet1:974,电池容量/亮度缺失,REVIEW-MAT-00543,single_candidate;low_precision,0.70,true
REVIEW-MAT-00544,五坑钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 14*400；柄型: 五坑,支,1,可建档,方大同14*400五孔钻头,Sheet1:977,材质缺失,REVIEW-MAT-00544,single_candidate;low_precision,0.70,true
REVIEW-MAT-00545,五坑钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 14*600；柄型: 五坑,支,1,可建档,方大同14*600五孔钻头,Sheet1:978,材质缺失,REVIEW-MAT-00545,single_candidate;low_precision,0.70,true
REVIEW-MAT-00546,五坑钻头,工具器具/工具配件,工具器具/工具配件/工具配件,品牌: 方大同；规格: 16*280；柄型: 五坑,支,1,可建档,方大同16*280五孔钻头,Sheet1:979,材质缺失,REVIEW-MAT-00546,single_candidate;low_precision,0.70,true
REVIEW-MAT-00547,彩钢瓦,建筑材料/板材,工程建材/板材型材/板材,厚度/规格: 0.5,平方,1,可建档,0.5彩钢瓦,Sheet1:992,颜色/板型缺失,REVIEW-MAT-00547,single_candidate;low_precision,0.70,true
REVIEW-MAT-00548,油布,建筑材料/防护覆盖,工程建材/其他/防护覆盖,特征: 加厚,平方,2,可合并 | 可建档,加厚油布,Sheet1:1231；Sheet1:994,材质/克重缺失 | 与第993行同物料，材质/克重缺失,REVIEW-MAT-00548,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
REVIEW-MAT-00549,灭火器,消防器材/灭火器,消防器材/灭火器与水带/灭火器,容量: 4KG,支,1,可建档,4KG灭火器,Sheet1:997,类型: 干粉/二氧化碳等缺失,REVIEW-MAT-00549,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00550,消防箱,消防器材/消防箱,消防器材/消防工具/消防工具,类型: 消防箱,个,1,可建档-低精度,消防箱子,Sheet1:998,尺寸/材质缺失,REVIEW-MAT-00550,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00551,铁丝,五金备件/金属丝材,五金备件/其他/金属丝材,规格: 14号,公斤,1,可合并,14号铁丝,Sheet1:999,与第894行同物料，单位KG/公斤需统一,REVIEW-MAT-00551,single_candidate;source_status_contains_merge;human_review_group,0.65,true
REVIEW-MAT-00552,马路切割片,工具器具/磨切耗材,工具器具/其他/磨切耗材,规格: 400；用途: 马路切割,块,1,可建档,400马路切片,Sheet1:1001,厚度/孔径缺失,REVIEW-MAT-00552,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00553,塞尺,工具器具/测量工具,工具器具/量具测量/量具测量,材质: 铜,个,1,可建档,铜塞尺,Sheet1:1004,规格范围缺失,REVIEW-MAT-00553,single_candidate;low_precision,0.70,true
REVIEW-MAT-00554,不锈钢球阀,工程材料/阀门,工程建材/其他/阀门,规格: 25；材质: 不锈钢；类型: 球阀,个,1,可建档,25不锈钢球阀,Sheet1:1007,压力等级/连接形式缺失,REVIEW-MAT-00554,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00555,电源线,电气材料/电线电缆,电气与自动化/电线电缆与敷设/电线电缆,长度: 2米,条,1,可建档,2米电源线,Sheet1:1014,插头类型/线径缺失,REVIEW-MAT-00555,single_candidate;low_precision,0.70,true
REVIEW-MAT-00556,塑料扫把,劳保耗材/清洁工具,劳保用品/其他/清洁工具,材质: 塑料,把,1,可建档,塑料扫把,Sheet1:1016,,REVIEW-MAT-00556,single_candidate;human_review_group,0.65,true
REVIEW-MAT-00557,路由器,电气材料/网络设备,电气与自动化/其他/网络设备,品牌: 华为；速率: 1000M,套,1,可建档,1000M华为路由器,Sheet1:1018,型号/端口数缺失,REVIEW-MAT-00557,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00558,电视支架,行政后勤/办公用品,行政办公与清洁/办公用品/文具书写,适配尺寸: 70寸,个,1,可建档,70寸电视支架,Sheet1:1020,安装方式/承重缺失,REVIEW-MAT-00558,single_candidate;low_precision,0.70,true
REVIEW-MAT-00559,变频空调,设备/通用电器,设备备件与加工件/其他/通用电器,品牌: 格力；匹数: 3匹；类型: 变频,台,1,可建档,格力3匹变频空调,Sheet1:1021,冷暖/能效/安装方式缺失,REVIEW-MAT-00559,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00560,保险管,电气材料/低压电器,电气与自动化/低压电器/低压电器,电流: 32A,个,1,可建档,32A保险管,Sheet1:1022,尺寸/电压/型号缺失,REVIEW-MAT-00560,single_candidate;low_precision,0.70,true
REVIEW-MAT-00561,打印机电源线,行政后勤/办公设备配件,行政办公与清洁/其他/办公设备配件,适用设备: 打印机；类型: 电源线,条,1,可建档,打印机电源线,Sheet1:1027,接口规格缺失,REVIEW-MAT-00561,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00562,打印机数据线,行政后勤/办公设备配件,行政办公与清洁/其他/办公设备配件,适用设备: 打印机；类型: 数据线,条,1,可建档,打印机数据线,Sheet1:1028,接口类型/长度缺失,REVIEW-MAT-00562,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00563,雾化喷头,工程材料/喷淋配件,工程建材/其他/喷淋配件,用途: 加湿；类型: 雾化喷头,个,1,可建档,加湿雾化喷头,Sheet1:1029,规格/孔径/材质缺失,REVIEW-MAT-00563,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00564,泡沫双面胶,化工耗材/胶粘带,化工油漆胶粘/胶粘密封/胶粘剂,基材: 泡沫；类型: 双面胶,个,1,可建档,泡沫双面胶,Sheet1:1030,宽度/长度/每件数量缺失,REVIEW-MAT-00564,single_candidate;low_precision,0.70,true
REVIEW-MAT-00565,101胶水,化工耗材/胶粘剂,化工油漆胶粘/胶粘密封/胶粘剂,型号: 101,个,1,可建档-低精度,101胶水,Sheet1:1031,包装容量/品牌缺失,REVIEW-MAT-00565,single_candidate;low_precision,0.70,true
REVIEW-MAT-00566,羊毛刷,工具器具/涂装工具,工具器具/涂装工具/刷辊喷涂,规格: 2寸；材质: 羊毛,支,1,可建档,2寸羊毛刷,Sheet1:1032,,REVIEW-MAT-00566,single_candidate,1.00,false
REVIEW-MAT-00567,不锈钢钻头,工具器具/工具配件,工具器具/工具配件/工具配件,规格: 5.0；材质/用途: 不锈钢,支,1,可建档,5.0不锈钢钻头,Sheet1:1035,柄型/长度缺失,REVIEW-MAT-00567,single_candidate;low_precision,0.70,true
REVIEW-MAT-00568,噪音计,工具器具/检测仪器,工具器具/其他/检测仪器,用途: 噪音检测,台,1,可建档,噪音仪,Sheet1:1042,量程/精度/品牌缺失,REVIEW-MAT-00568,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00569,背胶防撞条,安全设施/防撞防护,安全防护/隔离防护/防护网,特征: 背胶；类型: 防撞条,米,1,可建档,背胶防撞条,Sheet1:1043,宽度/材质缺失,REVIEW-MAT-00569,single_candidate;low_precision,0.70,true
REVIEW-MAT-00570,雾炮机,设备/环保喷淋设备,设备备件与加工件/其他/环保喷淋设备,功率: 3kW；控制: 全自动,台,1,可建档,3千瓦全自动雾炮机,Sheet1:1047,射程/水量/电压缺失,REVIEW-MAT-00570,single_candidate;low_precision;human_review_group,0.65,true
REVIEW-MAT-00571,冰块,行政后勤/临时消耗品,行政办公与清洁/其他/临时消耗品,重量: 50kg,个,4,可合并 | 可建档-低精度,50kg冰块,Sheet1:1052；Sheet1:1055；Sheet1:1056；Sheet1:1070,单位个/块需统一 | 与第1051行同物料,REVIEW-MAT-00571,single_candidate;source_status_contains_merge;low_precision;human_review_group,0.65,true
