merged_item_code,standard_name,canonical_group_path,specs,unit,source_count,source_candidate_count,alias_names,source_rows,governance_grade,governance_status,issue_type,missing_specs,governance_reason,next_action,matched_rule_key,matched_rule_label,rule_source,override_source,has_blocking_conflict,has_alias_conflict,has_unit_conflict,has_low_precision,needs_human_review,note_has_open_question,related_conflict_types,resolution_issue_types,original_composition_bucket,merge_confidence,merge_reason
REVIEW-MAT-00177,卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 4T,个,2,1,4T卸扣,Sheet1:312；Sheet1:813,D,D-阻塞冲突,alias_conflict,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,default,默认规则,default,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;low_precision;human_review_group
REVIEW-MAT-00178,螺丝,五金备件/其他/紧固件,规格: 16*50,套,2,1,16*50螺丝,Sheet1:314；Sheet1:320,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;low_precision;human_review_group
REVIEW-MAT-00179,LED防爆机床方形灯,电气与自动化/照明与报警/灯具,长度: 1220MM；类型: LED；功能: 防爆；形状: 方形；用途: 机床,套,1,1,1220MMLED防爆机床方形灯,Sheet1:316,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00180,螺丝,五金备件/其他/紧固件,规格: 14*50,套,1,1,14*50螺丝,Sheet1:319,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00181,弓形卸扣,吊装索具/吊装连接件/卸扣吊钩,载荷: 6.5吨；标准: 国标；形状: 弓形,个,1,1,6.5吨国标弓形卸扣,Sheet1:323,C,C-补关键规格,missing_specs,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00182,热水器挂钩,工程建材/水暖建材/水暖五金,用途: 热水器,个,2,1,热水器挂钩,Sheet1:324；Sheet1:378,C,C-补关键规格,missing_specs,至少一个: 规格；口径；DN；材质；类型,未满足当前分组的关键规格模板。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-00183,排风扇,电气与自动化/其他/通风设备,规格: 50*50,个,1,1,50*50排风扇,Sheet1:329,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;human_review_group
REVIEW-MAT-00184,塑料方凳,行政办公与清洁/生活后勤/生活用品,材质: 塑料；规格: 50CM；特征: 加厚,个,1,1,加厚50CM塑料方凳,Sheet1:330,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00185,不锈钢弯头,工程建材/其他/管件,材质: 不锈钢；规格: 250；类型: 弯头,个,1,1,250不锈钢弯头,Sheet1:332,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00186,发泡胶,化工油漆胶粘/其他/填缝剂,品牌: 雨虹；特性: 高倍,支,1,1,雨虹高倍发泡胶,Sheet1:334,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00187,重油污清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,用途: 去重油污,公斤,1,1,去重油污清洗剂,Sheet1:336,C,C-补关键规格,missing_specs,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,true,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
REVIEW-MAT-00188,电池,电气与自动化/电源电池/电源电池,规格: 5号,个,1,1,5号电池,Sheet1:337,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00189,电焊眼镜,劳保用品/其他/眼面防护,用途: 电焊,付,1,1,电焊眼镜,Sheet1:338,D,D-阻塞冲突,alias_conflict,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,safety,安防劳保,rules_yaml,,true,true,false,true,true,false,alias_conflict；low_precision_conflict；specs_conflict,alias_conflict；low_precision_conflict；specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00190,内六角扳手,工具器具/其他/手动工具,规格: 19,支,1,1,19内六角扳手,Sheet1:339,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00191,等离子割嘴,焊接焊割/其他/等离子切割配件,型号: P80；类型: 割嘴,个,1,1,P80等离子割嘴,Sheet1:340,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,welding,焊接焊割,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00192,槽钢,金属原材料/钢材型材/钢材型材,规格: 200B,米,1,1,200B槽钢,Sheet1:342,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,metal_material,金属材料,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00193,槽钢,金属原材料/钢材型材/钢材型材,规格: 160B,米,1,1,160B槽钢,Sheet1:343,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,metal_material,金属材料,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00194,水泥砖,工程建材/其他/砌块砖,材质: 水泥,块,1,1,水泥砖,Sheet1:344,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00195,砖刀,工具器具/其他/施工工具,用途: 砌砖/切砖,个,1,1,砖刀,Sheet1:349,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00196,灰刀,工具器具/其他/施工工具,用途: 抹灰,个,1,1,灰刀,Sheet1:350,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00197,防水网线接头,电气与自动化/其他/弱电材料,功能: 防水；用途: 网线连接,个,1,1,防水网线接头连接,Sheet1:352,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00198,防锈润滑剂,化工油漆胶粘/其他/润滑防锈,品牌/型号: WD-40；容量: 500,支,1,1,WD-40500防锈润滑剂,Sheet1:353,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,true,true,true,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00199,螺丝,五金备件/其他/紧固件,规格: 8*250,套,2,1,8*250螺丝,Sheet1:357；Sheet1:597,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,true,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00200,调和油漆,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 铁红,桶,1,1,铁红油漆,Sheet1:359,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00201,LED灯泡,电气与自动化/照明与报警/灯具,品牌: 公牛；功率: 20W,个,1,1,公牛20WLED灯泡,Sheet1:360,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00202,焊条,焊接焊割/焊接耗材/焊条焊丝,型号: 507；直径: 3.2,个,1,1,507*3.2焊条,Sheet1:361,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,welding,焊接焊割,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00203,加厚蝶阀,工程建材/其他/阀门,品牌: 埃美柯；规格: DN65；特征: 加厚,个,1,1,DN65埃美柯加厚蝶阀,Sheet1:362,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00204,加厚不锈钢球阀,工程建材/其他/阀门,品牌: 埃美柯；规格: DN65；材质: 不锈钢；特征: 加厚,个,1,1,DN65埃美柯加厚不锈钢球阀,Sheet1:363,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00205,加厚不锈钢球阀,工程建材/其他/阀门,品牌: 埃美柯；规格: 40；材质: 不锈钢；特征: 加厚,个,1,1,40埃美柯加厚不锈钢球阀,Sheet1:365,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00206,调和油漆,化工油漆胶粘/油漆涂料/涂料油漆,颜色: 白色；类型: 调和油漆,桶,1,1,白色调和油漆,Sheet1:367,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,true,true,false,false,true,false,alias_conflict；specs_conflict,alias_conflict；specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00207,彩条布,工程建材/其他/篷布油布,规格: 12*30米,平方,1,1,12*30米彩条布,Sheet1:369,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00208,漏电保护器,电气与自动化/低压电器/低压电器,品牌: 德力西；电流: 400A；极数: 4P,个,1,1,400A4P德力西漏电保护器,Sheet1:370,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00209,漏电保护器,电气与自动化/低压电器/低压电器,品牌: 德力西；电流: 250A；极数: 4P,个,1,1,250A4P德力西漏电保护器,Sheet1:371,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00210,太阳能4G摄像头,电气与自动化/其他/安防监控,供电: 太阳能；通信: 4G；清晰度: 4K,个,1,1,太阳能4G4K摄像头,Sheet1:372,C,C-补关键规格,missing_specs,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00211,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 120*60,个,1,1,定做不锈钢名牌120*60,Sheet1:373,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00212,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 100*80,个,1,1,定做不锈钢名牌100*80,Sheet1:374,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00213,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,定制: 是；材质: 不锈钢；规格: 30*60,个,1,1,定做不锈钢名牌30*60,Sheet1:375,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00214,热水器隔电堵,工程建材/水暖建材/水暖五金,用途: 热水器；功能: 隔电,个,1,1,热水器隔电堵,Sheet1:376,C,C-补关键规格,missing_specs,至少一个: 规格；口径；DN；材质；类型,未满足当前分组的关键规格模板。,确认材质、口径/规格、连接方式和类型。,pipe_and_fitting,管材管件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00215,热水器安全阀,工程建材/其他/阀门,用途: 热水器；类型: 安全阀,个,1,1,热水器安全阀,Sheet1:377,C,C-补关键规格,missing_specs,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,construction_material,工程建材,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00216,水龙头花洒套装,工程建材/水暖建材/水暖五金,类型: 水龙头+花洒,个,1,1,水龙头花洒,Sheet1:380,D,D-阻塞冲突,alias_conflict,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,pipe_and_fitting,管材管件,rules_yaml,,true,true,true,true,false,false,alias_conflict；low_precision_conflict；unit_conflict,alias_conflict；low_precision_conflict；unit_conflict,冲突-别名一对多,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00217,喷漆,化工油漆胶粘/油漆涂料/涂料油漆,品牌: 三和；颜色: 黄色,支,1,1,三和黄色喷漆,Sheet1:381,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00218,喷漆,化工油漆胶粘/油漆涂料/涂料油漆,品牌: 三和；颜色: 天蓝色,支,1,1,三和天蓝色喷漆,Sheet1:382,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,chemical_paint_adhesive,化工油漆胶粘,rules_yaml,,false,false,false,false,false,false,specs_conflict,,可导入-按规格拆分,1.00,single_candidate
REVIEW-MAT-00219,高粱扫把,行政办公与清洁/清洁用品/清洁工具耗材,材质: 高粱；规格: 小,个,1,1,高粱小扫把,Sheet1:383,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,office_cleaning,行政办公与清洁,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate
REVIEW-MAT-00220,帆布手套,劳保用品/手部防护/手套,特征: 加厚、双层,双,1,1,加厚双层帆布手套,Sheet1:384,D,D-阻塞冲突,alias_conflict,至少一个: 类型；规格；材质；型号,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,safety,安防劳保,rules_yaml,,true,true,false,true,false,false,alias_conflict；low_precision_conflict；specs_conflict,alias_conflict；low_precision_conflict；specs_conflict,冲突-别名一对多,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00221,螺丝,五金备件/其他/紧固件,规格: 8*30,套,1,1,8*30螺丝,Sheet1:393,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00222,螺丝,五金备件/其他/紧固件,规格: 16*30,套,1,1,16*30螺丝,Sheet1:394,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00223,螺丝,五金备件/其他/紧固件,规格: 12*60,套,1,1,12*60螺丝,Sheet1:395,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00224,不锈钢挂锁,五金备件/门锁锁具/门锁锁具,材质: 不锈钢；规格: 40；品质: 好,个,1,1,40好不锈钢挂锁,Sheet1:396,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,false,true,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,需复核-备注问题,1.00,single_candidate
REVIEW-MAT-00225,不锈钢通用挂锁,五金备件/门锁锁具/门锁锁具,材质: 不锈钢；规格: 40；品质: 好；类型: 通用,个,1,1,40好不锈钢通用挂锁,Sheet1:397,C,C-补关键规格,needs_note_review,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,default,默认规则,default,,false,false,false,true,false,true,,needs_note_review,需复核-备注问题,1.00,single_candidate
REVIEW-MAT-00226,螺丝,五金备件/其他/紧固件,规格: 12*50,套,2,1,12*50螺丝,Sheet1:398；Sheet1:407,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,fastener,紧固件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;low_precision;human_review_group
REVIEW-MAT-00227,切割片,工具器具/其他/磨切耗材,规格: 100,块,1,1,100切割片,Sheet1:399,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00228,磨光片,工具器具/其他/磨切耗材,规格: 100,块,1,1,100磨光片,Sheet1:400,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,tool,工具器具,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00229,乳胶手套,劳保用品/手部防护/手套,材质: 乳胶；特征: 加厚,双,1,1,加厚乳胶手套,Sheet1:401,A,A-可发布候选,,,规则完整，规格满足模板，单位明确，未发现阻塞冲突。,后续可进入导入前复核清单，本阶段不写入 ERPNext。,safety,安防劳保,rules_yaml,,false,false,false,false,false,false,,,可导入-直接可用,1.00,single_candidate
REVIEW-MAT-00230,牛筋手套,劳保用品/手部防护/手套,材质/类型: 牛筋；特征: 加厚,双,2,1,牛筋加厚手套,Sheet1:402；Sheet1:572,C,C-补关键规格,low_precision_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,false,false,low_precision_conflict；specs_conflict,low_precision_conflict；specs_conflict,冲突-低精度,1.00,single_candidate;source_status_contains_merge
REVIEW-MAT-00231,防护眼镜,劳保用品/其他/眼面防护,颜色: 透明,付,1,1,透明防护眼镜,Sheet1:403,C,C-补关键规格,missing_specs,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00232,美工刀,工具器具/其他/手动工具,类型: 美工刀,支,1,1,美工刀,Sheet1:404,D,D-阻塞冲突,alias_conflict,至少一个: 型号；规格；品牌；尺寸；适用设备,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,tool,工具器具,rules_yaml,,true,true,true,true,true,false,alias_conflict；low_precision_conflict；specs_conflict；unit_conflict,alias_conflict；low_precision_conflict；specs_conflict；unit_conflict,需复核-人工标记,0.65,single_candidate;source_status_contains_merge;low_precision;human_review_group
REVIEW-MAT-00233,高压水枪过滤总成,设备备件与加工件/设备专用备件/设备备件,适用设备: 高压水枪；类型: 过滤总成,套,1,1,高压水枪过滤总成,Sheet1:405,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00234,高压水枪滤芯,设备备件与加工件/过滤密封/过滤件,适用设备: 高压水枪；类型: 滤芯,个,1,1,高压水枪滤芯,Sheet1:406,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00235,垫片,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 12*600*5,个,1,1,定做12*600*5垫片,Sheet1:408,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,equipment_part,设备备件与加工件,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;low_precision
REVIEW-MAT-00236,碘伏,劳保用品/其他/急救用品,容量: 500ml,瓶,1,1,碘伏500ml,Sheet1:415,C,C-补关键规格,missing_specs,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;human_review_group
REVIEW-MAT-00237,止血贴,劳保用品/其他/急救用品,类型: 创可贴/止血贴,张,1,1,止血贴,Sheet1:416,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00238,医用绷带,劳保用品/其他/急救用品,类型: 绷带,卷,1,1,绷带,Sheet1:417,C,C-补关键规格,needs_human_review,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,safety,安防劳保,rules_yaml,,false,false,false,true,true,false,,needs_human_review,需复核-人工标记,0.65,single_candidate;low_precision;human_review_group
REVIEW-MAT-00239,插头,电气与自动化/插头插座/插头插座,品牌: 公牛；电流: 10A,个,2,1,10A公牛插头,Sheet1:419；Sheet1:672,C,C-补关键规格,specs_conflict,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,electrical,电气与自动化,rules_yaml,,false,false,false,false,true,false,specs_conflict,specs_conflict,需复核-人工标记,0.70,single_candidate;source_status_contains_merge;low_precision
