current_top_category	current_material_family	sku_count	target_top_category	target_second_layer_family	decision	confidence	manual_judgment	next_action	examples
设备备件	高压清洗机滤网	1	设备备件	泵类配件	合并	中	高压清洗机滤网是清洗机设备配件，虽然有过滤功能，但适配设备属性强，目标表泵类配件含高压水枪滤芯示例。	合并到泵类配件，第三层名称为高压清洗机滤网；若作为通用滤芯采购再转密封过滤件。	CHEM-000091 高压清洗机滤网 规格：25mm；部件：滤网
设备备件	高压清洗机喷嘴	1	设备备件	泵类配件	合并	高	高压清洗机喷嘴是清洗机末端配件，属于泵/高压水枪相关配件。	合并到泵类配件，补角度、孔径、适配机型。	MAT-000253 高压清洗机喷嘴 角度：0度
设备备件	高压清洗喷枪	1	设备备件	泵类配件	合并	中	高压清洗喷枪是高压清洗设备附件，不是焊割工具或普通工具枪。	合并到泵类配件，第三层名称保留高压清洗喷枪，补接口和适配压力。	MAT-000131 高压清洗喷枪 用途：高压清洗；类型：喷枪
设备备件	高压水枪过滤总成	1	设备备件	泵类配件	合并	高	高压水枪过滤总成是高压水枪设备的组合配件，目标表泵类配件已有高压水枪滤芯示例。	合并到泵类配件，补适用设备、总成组成和接口。	SPARE-000021 高压水枪过滤总成 适用设备：高压水枪；类型：过滤总成
设备备件	高压水枪滤芯	1	设备备件	泵类配件	合并	高	高压水枪滤芯是高压水枪专用配件，目标表泵类配件明确包含。	合并到泵类配件，第三层名称保留高压水枪滤芯。	SPARE-000022 高压水枪滤芯 适用设备：高压水枪；类型：滤芯
设备备件	鼓风机滤芯	1	设备备件	密封过滤件	合并	高	鼓风机滤芯是设备过滤件，适合归密封过滤件。	合并到密封过滤件，补适配鼓风机型号、尺寸和过滤等级。	SPARE-000115 鼓风机滤芯 规格：2寸；适用设备：鼓风机
设备备件	合成纤维垫块	1	设备备件	设备垫块/缓冲件（候选）	复核	低	合成纤维垫块不是密封件、过滤件或传动件，目标表设备备件缺缓冲垫块承接族，且当前用途不清。	建议补充设备垫块/缓冲件候选；复核用途后决定是否转定制加工件或密封过滤件。	SPARE-000096 合成纤维垫块 尺寸：86*65；材质：合成纤维
设备备件	搅拌机叶轮	1	设备备件	传动件	合并	中	搅拌机叶轮是旋转部件，可由传动件承接；但因适配搅拌机，后续可能与搅拌机配件候选合并治理。	暂合并到传动件，补适配型号、材质和尺寸；如新增搅拌机配件族再迁移。	SPARE-000125 搅拌机叶轮 材质：不锈钢；适配型号：QJB-960S
设备备件	聚氨酯枪头	1	设备备件	泵类配件	合并	中	聚氨酯枪头用于注浆/喷涂类设备末端，目标表泵类配件的枪头口径可承接。	合并到泵类配件，补适用设备、接口、材质。	MAT-000138 聚氨酯枪头 用途：聚氨酯注浆；部件：枪头
设备备件	劳动车轮胎套件	1	设备备件	传动件	合并	中	劳动车轮胎套件是搬运设备的轮胎/车轮备件，不是手推搬运设备整机。	合并到传动件，第三层名称为轮胎套件，补适配对象、轮径、承载。	TOOL-000340 劳动车轮胎套件 适配对象：劳动车；套件组成：车轮+实心车胎
设备备件	铝合金枪头	1	设备备件	泵类配件	合并	中	铝合金枪头以设备末端部件命名，规格为变径枪头，适合先归泵类配件。	合并到泵类配件，后续按用途复核注浆、清洗或喷涂设备。	METAL-000099 铝合金枪头 规格：65；材质：铝合金；部件：枪头
设备备件	螺杆泵水封	1	设备备件	密封过滤件	合并	高	螺杆泵水封是泵用密封件，水封属性比泵部件属性更稳定。	合并到密封过滤件，补适用螺杆泵型号、材质、原装属性。	SPARE-000111 螺杆泵水封 品牌：耐驰；原装：是；适用设备：螺杆泵
设备备件	清洗剂泵头	1	设备备件	泵类配件	合并	高	清洗剂泵头是泵的核心配件，属于泵类配件。	合并到泵类配件，补品牌、适配设备和接口规格。	CHEM-000093 清洗剂泵头 品牌：黑猫；用途：清洗剂；部件：泵头
设备备件	水封	1	设备备件	密封过滤件	合并	高	水封是设备密封件，目标表密封过滤件已包含水封。	合并到密封过滤件，第三层名称保留水封。	SPARE-000138 水封 型号：VS-75
设备备件	橡胶平板输送带	1	设备备件	传动件	合并	高	输送带属于传送/传动部件，橡胶和厚度是规格属性。	合并到传动件，第三层名称为输送带，补宽度、厚度、材质和适配设备。	CHEM-000122 橡胶平板输送带 材质：橡胶；宽度：1m；厚度：10mm
设备备件	油封	1	设备备件	密封过滤件	合并	高	油封是典型密封件，应归设备备件的密封过滤件。	合并到密封过滤件，补品牌、型号、尺寸、材质。	SPARE-000092 油封 品牌：SKF；型号：37327；进口：是
设备备件	振动电机套装	1	设备备件	电机/驱动件（候选）	复核	中	振动电机套装是电机驱动类备件或整套部件，目标表没有电机/驱动件二级族。	建议补充电机/驱动件候选；复核是否为设备整机还是备件套装。	SPARE-000117 振动电机套装 进口：是；类型：振动电机；配置：整套
设备备件	注浆泵连杆压力表	1	设备备件	泵类配件	复核	中	该名称混合了注浆泵连杆和压力表，适配注浆泵属性明确，但压力表可能应属仪表类候选。	暂归泵类配件；复核实物后若为压力表总成，建议补充仪表/压力表候选族。	SPARE-000121 注浆泵连杆压力表 适配设备：注浆泵；部件：连杆压力表；量程：16MPa
设备备件	转向轮	1	设备备件	传动件	合并	高	转向轮是轮类设备备件，目标表传动件可承接。	合并到传动件，补规格、刹车、承载和适配对象。	SPARE-000037 转向轮 规格：3寸；特征：带刹车
设备备件	组合枪头	1	设备备件	泵类配件	合并	中	组合枪头是设备末端枪头部件，规格体现变径，适合先归泵类配件。	合并到泵类配件，后续按适用设备复核用途。	METAL-000118 组合枪头 材质：铝合金；规格：Φ100变65；类型：组合枪头
设备备件	O型圈	1	设备备件	密封过滤件	合并	高	O型圈是标准密封件，不应并入普通垫圈/垫片。	合并到密封过滤件，第三层名称保留O型圈，补内径、线径、材质。	SPARE-000126 O型圈 规格：63*5
设备备件	O型圈套装	1	设备备件	密封过滤件	合并	高	O型圈套装仍是密封件组合，属于密封过滤件。	合并到密封过滤件，第三层名称为O型圈套装，补品牌、套装组成、材质。	SPARE-000120 O型圈套装 品牌：派克；套装：ABC
施工机具设备	氧气瓶手推车	4	施工机具设备	手推搬运设备	合并	高	氧气瓶手推车是气瓶搬运设备，目标表手推搬运设备已包含氧气瓶手推车。	合并到手推搬运设备，第三层名称保留氧气瓶手推车，补承重、轮型、适配气瓶。	WELD-000027 氧气瓶手推车 适用气体：氧气；类型：手推车；WELD-000029 氧气瓶手推车 适用气体：氧气；特征：加厚；WELD-000033 氧气瓶手推车 适用气体：氧气；轮型：大充气轮；WELD-000035 氧气瓶手推车 适用气体：氧气；轮胎：43cm
施工机具设备	乙炔瓶手推车	4	施工机具设备	手推搬运设备	合并	高	乙炔瓶手推车是气瓶搬运设备，和氧气瓶手推车同属手推搬运设备。	合并到手推搬运设备，第三层名称保留乙炔瓶手推车，补承重、轮型、适配气瓶。	WELD-000028 乙炔瓶手推车 适用气体：乙炔；类型：手推车；WELD-000030 乙炔瓶手推车 适用气体：乙炔；特征：加厚；WELD-000034 乙炔瓶手推车 适用气体：乙炔；轮型：大充气轮；WELD-000036 乙炔瓶手推车 适用气体：乙炔；轮胎：43cm
施工机具设备	电动油脂泵	3	施工机具设备	泵油润滑设备	合并	高	电动油脂泵是供脂润滑设备整机，目标表泵油润滑设备可承接。	合并到泵油润滑设备，第三层名称保留电动油脂泵，补容量、出口数、电压和控制方式。	SPARE-000087 电动油脂泵 驱动：电动；功能：自动供脂；SPARE-000135 电动油脂泵 容量：6L；出口数：3出口；配置：带时控器；SPARE-000142 电动油脂泵 电压：380V；容量：8L；出口数：4出口
施工机具设备	污水泵	3	施工机具设备	泵类设备	合并	高	污水泵是泵类整机，不应和泵配件混在设备备件里。	合并到泵类设备，第三层名称保留污水泵，补功率、扬程、流量、口径。	SPARE-000055 污水泵 功率：1.5kW；类型：污水泵；SPARE-000064 污水泵 功率：1.5kW；口径：2寸；SPARE-000113 污水泵 功率：5.5kW；类型：污水泵
施工机具设备	管道增压泵	2	施工机具设备	泵类设备	合并	高	管道增压泵是泵类整机，增压用途作为第三层名称或属性。	合并到泵类设备，第三层名称保留管道增压泵，补电压、功率、流量、扬程。	SPARE-000104 管道增压泵 电压：380V；功率：3kW；类型：管道增压泵；SPARE-000105 管道增压泵 电压：380V；功率：1.5kW；类型：管道增压泵
施工机具设备	混凝土振动棒	2	施工机具设备	小型施工设备	合并	高	混凝土振动棒是施工现场振捣设备，目标表小型施工设备已包含振动棒。	合并到小型施工设备，第三层名称保留混凝土振动棒，补电压、直径、长度、型号。	MAT-000239 混凝土振动棒 型号/规格：35型；MAT-000243 混凝土振动棒 电压：380V；直径：Φ50；长度：6m
施工机具设备	潜水泵	2	施工机具设备	泵类设备	合并	高	潜水泵是泵类整机，目标表泵类设备已包含。	合并到泵类设备，第三层名称保留潜水泵，补功率、电压、出口、扬程。	SPARE-000058 潜水泵 电压：380V；功率：2.2kW；SPARE-000139 潜水泵 电压：220V；功率：370W；出口：1寸
施工机具设备	变频自吸泵	1	施工机具设备	泵类设备	合并	高	变频自吸泵是泵类整机，变频和自吸是类型/控制属性。	合并到泵类设备，第三层名称保留自吸泵或变频自吸泵。	SPARE-000106 变频自吸泵 功率：1.5kW；控制：全自动变频；类型：自吸泵
施工机具设备	不锈钢保温水箱	1	施工机具设备	水箱容器（候选）	复核	中	不锈钢保温水箱是大型水箱/容器，不是小型施工设备，也不适合并入包装周转容器。	建议在施工机具设备或建筑安装设备下补充水箱容器候选族，补容量、材质、保温结构。	METAL-000159 不锈钢保温水箱 容量：5T；材质：不锈钢；形状：圆形；特性：保温
施工机具设备	不锈钢潜水搅拌机	1	施工机具设备	小型施工设备	复核	中	潜水搅拌机是施工/水处理设备整机，目标表没有搅拌设备族，小型施工设备可临时承接。	暂归小型施工设备；如搅拌机、潜水搅拌机数量增加，建议新增搅拌设备候选族。	METAL-000165 不锈钢潜水搅拌机 材质：304不锈钢；电压：380V；功率：4kW
施工机具设备	不锈钢增压泵	1	施工机具设备	泵类设备	合并	高	不锈钢增压泵是泵类整机，不锈钢是材质属性。	合并到泵类设备，第三层名称保留增压泵，材质进入规格。	SPARE-000086 不锈钢增压泵 功率：3kW；材质：不锈钢；类型：增压泵
施工机具设备	齿轮泵	1	施工机具设备	泵类设备	合并	高	齿轮泵是泵类整机，泵型作为第三层名称。	合并到泵类设备，补功率、流量、压力、口径。	SPARE-000119 齿轮泵 功率：2.2kW；类型：齿轮泵
施工机具设备	电动抽油泵	1	施工机具设备	泵油润滑设备	合并	高	电动抽油泵用于油液抽取，目标表泵油润滑设备包含抽油泵。	合并到泵油润滑设备，第三层名称保留抽油泵，补电压、流量、接口。	SPARE-000090 电动抽油泵 驱动：电动；用途：抽油
施工机具设备	多点黄油泵	1	施工机具设备	泵油润滑设备	合并	高	多点黄油泵是润滑供脂设备，属于泵油润滑设备。	合并到泵油润滑设备，补容量、出口数、压力和电压。	CHEM-000021 多点黄油泵 容量：8升；出口数：4出口
施工机具设备	高压清洗机	1	施工机具设备	小型施工设备	合并	高	高压清洗机是小型施工/清洗设备整机，目标表小型施工设备已包含。	合并到小型施工设备，第三层名称保留高压清洗机，补品牌、电压、功率、压力。	MAT-000106 高压清洗机 品牌：黑马；电压：380V；功率：5.5kW
施工机具设备	高压注浆机	1	施工机具设备	小型施工设备	合并	中	高压注浆机是施工注浆设备整机，目标表没有独立注浆设备族，小型施工设备可承接。	合并到小型施工设备；如注浆机类增加，建议新增注浆设备候选族。	MAT-000155 高压注浆机 类型：高压注浆机
施工机具设备	供水增压泵	1	施工机具设备	泵类设备	合并	高	供水增压泵是泵类整机，供水用途进入第三层或用途属性。	合并到泵类设备，补功率、扬程、流量、口径。	SPARE-000140 供水增压泵 用途：供水增压
施工机具设备	鼓风机	1	施工机具设备	风机设备（候选）	复核	中	鼓风机是风机类整机，既不是泵也不是小型施工设备的典型示例；目标表缺风机设备族。	建议补充风机设备候选族；如不新增，可临时挂小型施工设备并标明风机。	SPARE-000100 鼓风机 功率：2.2kW
施工机具设备	管道泵	1	施工机具设备	泵类设备	合并	高	管道泵是泵类整机，管道安装方式作为类型属性。	合并到泵类设备，补功率、口径、流量、扬程。	SPARE-000123 管道泵 功率：5.5kW；口径/规格：50
施工机具设备	混凝土圆斗	1	施工机具设备	手推搬运设备	合并	中	混凝土圆斗用于混凝土转运/吊运，目标表没有料斗族，和搬运设备功能较接近。	暂合并到手推搬运设备；若料斗、吊斗数量增加，建议新增料斗/周转斗候选族。	MAT-000045 混凝土圆斗 容量：3立方；用途：混凝土
施工机具设备	劳动车	1	施工机具设备	手推搬运设备	合并	高	劳动车是现场手推搬运设备整机，不是轮胎套件备件。	合并到手推搬运设备，补承重、车斗尺寸、轮型。	MAT-000175 劳动车 特征：加厚；类型：劳动车
施工机具设备	立式排污泵	1	施工机具设备	泵类设备	合并	高	立式排污泵是泵类整机，立式安装和排污用途是属性。	合并到泵类设备，第三层名称保留排污泵或立式排污泵。	SPARE-000047 立式排污泵 功率：2.2kW；安装：立式；类型：排污泵
施工机具设备	螺杆泵电机套装	1	施工机具设备	泵类设备	合并	中	螺杆泵电机套装包含泵和电机，更接近泵类设备整机/套装，而不是单独电机备件。	合并到泵类设备，第三层名称为螺杆泵套装，补功率、材质、组成和适配介质。	SPARE-000110 螺杆泵电机套装 功率：2.2kW；材质：不锈钢；组成：螺杆泵+电机
施工机具设备	深井潜水泵	1	施工机具设备	泵类设备	合并	高	深井潜水泵是泵类整机，深井用途进入第三层名称。	合并到泵类设备，补功率、扬程、出口和电压。	SPARE-000054 深井潜水泵 功率：1.1kW；类型：深井潜水泵
施工机具设备	手持打码机	1	施工机具设备	小型施工设备	复核	中	手持打码机是便携设备整机，但不属于泵、搬运或润滑设备；小型施工设备可暂承接。	暂归小型施工设备；如打码/标识设备持续出现，建议新增打码设备候选族。	MAT-000065 手持打码机 类型：手持；功能：大字符打码
施工机具设备	手动液压叉车	1	施工机具设备	手推搬运设备	合并	高	手动液压叉车是现场搬运设备，虽然带液压机构，但不是液压气动零件。	合并到手推搬运设备，补额定载荷、货叉尺寸和品牌。	MAT-000214 手动液压叉车 品牌：诺力；类型：手动液压；额定载荷：2T
施工机具设备	手推车	1	施工机具设备	手推搬运设备	合并	高	手推车是典型手推搬运设备，目标表已包含。	合并到手推搬运设备，补载荷、车斗尺寸和轮型。	TOOL-000090 手推车 载荷：300kg；特征：加厚
施工机具设备	水泵	1	施工机具设备	泵类设备	合并	高	水泵是泵类设备的通用名称，应归泵类设备。	合并到泵类设备，第三层名称保留水泵，并补功率、扬程、流量。	SPARE-000112 水泵 功率：7500W；扬程：50米
施工机具设备	雾炮机	1	施工机具设备	小型施工设备	合并	高	雾炮机是施工现场喷淋/降尘设备，目标表小型施工设备已包含。	合并到小型施工设备，补功率、控制方式、射程和水量。	MAT-000058 雾炮机 功率：3kW；控制：全自动
施工机具设备	自动自吸泵	1	施工机具设备	泵类设备	合并	高	自动自吸泵是泵类设备整机，自动控制和自吸是类型属性。	合并到泵类设备，第三层名称保留自吸泵。	SPARE-000099 自动自吸泵 功率：1.5kW；功能：自动；类型：自吸泵
