current_top_category	current_material_family	sku_count	target_top_category	target_second_layer_family	decision	confidence	manual_judgment	next_action	examples
电气电料	扎带	13	电气电料	电工辅材	合并	高	旧族“扎带”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“扎带”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-TIE-000001 扎带 规格：10*400；ELEC-TIE-000002 扎带 规格：10*500；ELEC-TIE-000003 扎带 规格：10*50；包装：200根/包；ELEC-TIE-000004 尼龙扎带 规格：10*500；包装：大包
电气电料	电工胶布	3	电气电料	电工辅材	合并	高	旧族“电工胶布”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电工胶布”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000005 电工胶布 品牌：3M；颜色：透明；ELEC-000019 电工胶布 品牌：3M；ELEC-000133 电工胶布 品牌：3M；类型：电工胶布
电气电料	电箱锁	2	电气电料	电工辅材	合并	高	旧族“电箱锁”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电箱锁”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000121 电箱门锁 规格/型号：325；用途：电箱门；ELEC-000165 电箱锁 适用对象：电箱；类型：锁
电气电料	电柜风扇防雨罩组合	1	电气电料	电工辅材	合并	高	旧族“电柜风扇防雨罩组合”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电柜风扇防雨罩组合”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000184 电柜风扇防雨罩组合 用途：电柜；包含：风扇+防雨罩；电压：380V
电气电料	电柜散热风机	1	电气电料	电工辅材	合并	高	旧族“电柜散热风机”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电柜散热风机”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000189 电柜散热风机 用途：电柜散热；类型：风机
电气电料	电缆三角支架	1	电气电料	电工辅材	合并	高	旧族“电缆三角支架”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电缆三角支架”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000238 电缆三角支架 用途：电缆；结构：三角支架；高度：0.45m
电气电料	电线扎丝	1	电气电料	电工辅材	合并	高	旧族“电线扎丝”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电线扎丝”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000213 电线扎丝 用途：电线绑扎
电气电料	电箱提手	1	电气电料	电工辅材	合并	高	旧族“电箱提手”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“电箱提手”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000173 电箱提手 用途：电箱；部件：提手
电气电料	镀锌电线架	1	电气电料	电工辅材	合并	高	旧族“镀锌电线架”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“镀锌电线架”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000022 镀锌电线架 材质：镀锌；位数：4位
电气电料	防水电工胶布	1	电气电料	电工辅材	合并	高	旧族“防水电工胶布”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“防水电工胶布”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000134 防水电工胶布 宽度：25mm；功能：防水
电气电料	钢钉线卡	1	电气电料	电工辅材	合并	高	旧族“钢钉线卡”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“钢钉线卡”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000021 钢钉线卡 规格：20
电气电料	高压防水自粘带	1	电气电料	电工辅材	合并	高	旧族“高压防水自粘带”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“高压防水自粘带”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000217 高压防水自粘带 品牌：3M；特性：高压防水；类型：自粘带
电气电料	接地桩	1	电气电料	电工辅材	合并	高	旧族“接地桩”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“接地桩”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000218 接地桩 用途：接地；规格：M16*1m
电气电料	接地桩套件	1	电气电料	电工辅材	合并	高	旧族“接地桩套件”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“接地桩套件”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000235 接地桩套件 表面处理：镀锌；规格：18*1m；配置：带螺丝
电气电料	绝缘胶带	1	电气电料	电工辅材	合并	高	旧族“绝缘胶带”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“绝缘胶带”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000083 绝缘胶带 类型：绝缘胶带
电气电料	绝缘橡胶板	1	电气电料	电工辅材	合并	高	旧族“绝缘橡胶板”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“绝缘橡胶板”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	CONST-000039 绝缘橡胶板 特性：绝缘；厚度：3mm
电气电料	线槽	1	电气电料	电工辅材	合并	高	旧族“线槽”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“线槽”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000037 线槽 规格：30*15
电气电料	线盒	1	电气电料	电工辅材	合并	高	旧族“线盒”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“线盒”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000008 线盒 安装方式：明装
电气电料	PVC线槽	1	电气电料	电工辅材	合并	高	旧族“PVC线槽”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“PVC线槽”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000163 PVC线槽 品牌：公牛；材质：PVC；规格：25mm
电气电料	PVC线管	1	电气电料	电工辅材	合并	高	旧族“PVC线管”是电气安装、绝缘、绑扎、线缆支撑或电箱附属辅材，不是主电器元件，符合“电工辅材”。	合并到“电工辅材”，第三层保留“PVC线管”，后续补齐规格、材质、适配对象、绝缘/阻燃和安装方式。	ELEC-000110 PVC线管 规格：25；材质：PVC
电气电料	不锈钢户外箱	2	电气电料	电气箱柜	复核	中	旧族“不锈钢户外箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000175 不锈钢户外箱 材质：不锈钢；适用环境：户外；尺寸：500*600*200；ELEC-000197 不锈钢户外箱 材质：不锈钢；环境：户外；尺寸：400*400*250
电气电料	电箱	2	电气电料	电气箱柜	复核	中	旧族“电箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000009 电箱 型号/规格：P230；ELEC-000035 电箱 规格：250A
电气电料	不锈钢内外门电箱	1	电气电料	电气箱柜	复核	中	旧族“不锈钢内外门电箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000198 不锈钢内外门电箱 材质：不锈钢；结构：内外门；尺寸：350*250*200
电气电料	电柜	1	电气电料	电气箱柜	复核	中	旧族“电柜”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	METAL-000126 不锈钢内外门电柜 材质：不锈钢；结构：内外门；尺寸：1000*650*450
电气电料	电箱壳体	1	电气电料	电气箱柜	复核	中	旧族“电箱壳体”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000153 配电箱壳体 材质：不锈钢；安装环境：室外；尺寸：500*600*300
电气电料	定制电箱	1	电气电料	电气箱柜	复核	中	旧族“定制电箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000196 定制电箱 定制：是；尺寸：700*300*220
电气电料	户外电箱	1	电气电料	电气箱柜	复核	中	旧族“户外电箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000172 户外电箱 定制：是；材质：不锈钢；安装环境：户外；适配功率：7.5KW
电气电料	双开门电箱	1	电气电料	电气箱柜	复核	中	旧族“双开门电箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	ELEC-000129 双开门电箱 定制：是；结构：双开门；适配功率：11kW
电气电料	双门控制箱	1	电气电料	电气箱柜	复核	中	旧族“双门控制箱”是电箱、电柜或控制箱本体，目标二级族表尚未提供电气箱柜族，用低压电器或电工辅材承接都容易混淆。	目标族表缺失，建议在电气电料下新增“电气箱柜”；本批先作为候选目标并复核尺寸、材质、安装环境和回路用途。	MAT-000071 双门控制箱 定制：是；结构：双门
电气电料	排风扇	2	电气电料	通风设备	复核	中	旧族“排风扇”是通风换气设备，不属于照明、开关插座或低压保护元件；目标表暂无通风设备族。	目标族表缺失，建议新增“通风设备”或明确移交设备类；本批先作为候选目标复核。	ELEC-000041 排风扇 规格：50*50；ELEC-000068 排风扇 规格：10寸
电气电料	排气扇	2	电气电料	通风设备	复核	中	旧族“排气扇”是通风换气设备，不属于照明、开关插座或低压保护元件；目标表暂无通风设备族。	目标族表缺失，建议新增“通风设备”或明确移交设备类；本批先作为候选目标复核。	ELEC-000027 排气扇 规格：50*50；ELEC-000112 排气扇 型号：FAD40-400
电气电料	电池	5	电气电料	电源/电池	复核	中	旧族“电池”是独立供电耗材/电源件，目标表暂无电池族，归电工辅材会掩盖容量、电压和化学体系等关键属性。	目标族表缺失，建议在电气电料下新增“电源/电池”；后续按电压、容量、规格型号和可充电性治理。	ELEC-000039 电池 电压：9V；ELEC-000042 电池 规格：5号；ELEC-000099 电池 规格：7号；ELEC-000188 5号电池 品牌：南孚；规格：5号
电气电料	蓄电池	1	电气电料	电源/电池	复核	中	旧族“蓄电池”是独立供电耗材/电源件，目标表暂无电池族，归电工辅材会掩盖容量、电压和化学体系等关键属性。	目标族表缺失，建议在电气电料下新增“电源/电池”；后续按电压、容量、规格型号和可充电性治理。	ELEC-000090 蓄电池 电压：12V
弱电安防	网线接头	4	弱电安防	网络通信	合并	高	旧族“网线接头”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“网线接头”，补齐端口、速率、长度、防水等级或接口类型。	ELEC-000043 防水网线接头 功能：防水；用途：网线连接；ELEC-000076 网线防水对接头 特征：防水；用途：网络对接；PIPE-000418 网线对接头 类型：网线对接头；PIPE-000420 防水网线连接器 适用环境：户外；特性：防水；类型：网线接头连接器
弱电安防	百兆交换机	1	弱电安防	网络通信	合并	高	旧族“百兆交换机”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“百兆交换机”，补齐端口、速率、长度、防水等级或接口类型。	MAT-000164 百兆交换机 品牌：海康威视；端口：5口；速率：百兆
弱电安防	成品网线	1	弱电安防	网络通信	合并	高	旧族“成品网线”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“成品网线”，补齐端口、速率、长度、防水等级或接口类型。	MAT-000200 成品网线 长度：30米；配置：两端插头
弱电安防	光纤交换机	1	弱电安防	网络通信	合并	高	旧族“光纤交换机”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“光纤交换机”，补齐端口、速率、长度、防水等级或接口类型。	MAT-000205 光纤交换机 端口：二光四电
弱电安防	路由器	1	弱电安防	网络通信	合并	高	旧族“路由器”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“路由器”，补齐端口、速率、长度、防水等级或接口类型。	ELEC-000086 路由器 品牌：华为；速率：1000M
弱电安防	RJ45水晶头	1	弱电安防	网络通信	合并	高	旧族“RJ45水晶头”用于网络连接或通信传输，样例为网线、水晶头、交换机、路由器等弱电网络材料，符合“网络通信”。	合并到“网络通信”，第三层保留“RJ45水晶头”，补齐端口、速率、长度、防水等级或接口类型。	ELEC-000108 RJ45水晶头 类型：RJ45水晶头
弱电安防	监控摄像头	3	弱电安防	监控安防	合并	高	旧族“监控摄像头”属于现场监控、报警或声光提示设备，弱电安防属性明确，符合“监控安防”。	合并到“监控安防”，第三层保留“监控摄像头”，后续补齐供电方式、通信方式、清晰度、报警方式和安装环境。	ELEC-000047 太阳能4G摄像头 供电：太阳能；通信：4G；清晰度：4K；MAT-000160 监控摄像头 通信：4G；供电：太阳能；清晰度：4K；存储：30天循环；MAT-000206 变焦摄像头 功能：变焦
弱电安防	监控套装	1	弱电安防	监控安防	合并	高	旧族“监控套装”属于现场监控、报警或声光提示设备，弱电安防属性明确，符合“监控安防”。	合并到“监控安防”，第三层保留“监控套装”，后续补齐供电方式、通信方式、清晰度、报警方式和安装环境。	MAT-000163 太阳能4G监控套装 供电：太阳能；通信：4G；套装：三件套
弱电安防	闪光蜂鸣器	1	弱电安防	监控安防	合并	高	旧族“闪光蜂鸣器”属于现场监控、报警或声光提示设备，弱电安防属性明确，符合“监控安防”。	合并到“监控安防”，第三层保留“闪光蜂鸣器”，后续补齐供电方式、通信方式、清晰度、报警方式和安装环境。	ELEC-000149 闪光蜂鸣器 功能：闪光、蜂鸣
弱电安防	LED声光报警器	1	弱电安防	监控安防	合并	高	旧族“LED声光报警器”属于现场监控、报警或声光提示设备，弱电安防属性明确，符合“监控安防”。	合并到“监控安防”，第三层保留“LED声光报警器”，后续补齐供电方式、通信方式、清晰度、报警方式和安装环境。	ELEC-000252 LED声光报警器 光源：LED；电压：24V
弱电安防	对讲机	3	弱电安防	对讲通信	合并	高	旧族“对讲机”样例均为对讲通信设备，与网络设备和监控设备边界清楚，符合“对讲通信”。	合并到“对讲通信”，第三层保留“对讲机”，后续补齐品牌型号、功率、频段和配件配置。	ELEC-000070 对讲机 品牌：长城；型号：A99；特征：高功率；MAT-000219 对讲机 品牌：小米；代际：二代；MAT-000248 对讲机 品牌：小米；型号：二代
安全消防	消防接头	7	安全消防	消防管件	合并	高	旧族“消防接头”用于消防管路、水带连接或消防阀控，目标族表明确将消防水带、接头、卡箍、阀门归为“消防管件”。	合并到“消防管件”，第三层保留“消防接头”，后续补齐口径、压力等级、接口形式和认证要求。	PIPE-000283 消防接头 规格：100；PIPE-000284 消防接头 规格：65；PIPE-000285 消防接头 规格：80；SAFE-000124 消防接头 材质：铝合金；直径：Φ80
安全消防	消防水带	6	安全消防	消防管件	合并	高	旧族“消防水带”用于消防管路、水带连接或消防阀控，目标族表明确将消防水带、接头、卡箍、阀门归为“消防管件”。	合并到“消防管件”，第三层保留“消防水带”，后续补齐口径、压力等级、接口形式和认证要求。	PIPE-000109 橡胶防爆水带 规格：100；材质：橡胶；特征：防爆；PIPE-000263 消防水带 规格：65；特征：加厚；SAFE-000086 消防水带 规格：65；用途：消防；SAFE-000087 消防水带 规格：80；用途：消防
安全消防	消防卡箍	4	安全消防	消防管件	合并	高	旧族“消防卡箍”用于消防管路、水带连接或消防阀控，目标族表明确将消防水带、接头、卡箍、阀门归为“消防管件”。	合并到“消防管件”，第三层保留“消防卡箍”，后续补齐口径、压力等级、接口形式和认证要求。	PIPE-000145 消防卡箍 规格：89；用途：消防；PIPE-000192 消防卡箍 规格：50；用途：消防；PIPE-000193 消防卡箍 规格：65；用途：消防；PIPE-000194 消防卡箍 规格：80；用途：消防
安全消防	消防阀门	2	安全消防	消防管件	合并	高	旧族“消防阀门”用于消防管路、水带连接或消防阀控，目标族表明确将消防水带、接头、卡箍、阀门归为“消防管件”。	合并到“消防管件”，第三层保留“消防阀门”，后续补齐口径、压力等级、接口形式和认证要求。	SAFE-000053 消防蝶阀 公称直径：DN150；特征：加长；用途：消防；SAFE-000090 消防阀门 规格：150；连接方式：沟槽/卡式；用途：消防
安全消防	消防枪头	1	安全消防	消防管件	合并	高	旧族“消防枪头”用于消防管路、水带连接或消防阀控，目标族表明确将消防水带、接头、卡箍、阀门归为“消防管件”。	合并到“消防管件”，第三层保留“消防枪头”，后续补齐口径、压力等级、接口形式和认证要求。	SAFE-000136 消防枪头 规格：50
安全消防	灭火器	4	安全消防	消防器材	合并	高	旧族“灭火器”是灭火或消防设施器材，不是消防管路连接件，符合“消防器材”的消防设施口径。	合并到“消防器材”，第三层保留“灭火器”，灭火器类补齐容量、剂型、有效期和认证，箱体类补尺寸。	SAFE-000035 灭火器 容量：4KG；SAFE-000075 灭火器 规格：2kg；SAFE-000094 灭火器 灭火剂重量：2KG；SAFE-000121 灭火器 灭火剂重量：2kg
安全消防	灭火器箱	2	安全消防	消防器材	合并	高	旧族“灭火器箱”是灭火或消防设施器材，不是消防管路连接件，符合“消防器材”的消防设施口径。	合并到“消防器材”，第三层保留“灭火器箱”，灭火器类补齐容量、剂型、有效期和认证，箱体类补尺寸。	SAFE-000076 灭火器箱 类型：灭火器箱；SAFE-000122 灭火器箱 用途：灭火器存放
安全消防	消防箱	1	安全消防	消防器材	合并	高	旧族“消防箱”是灭火或消防设施器材，不是消防管路连接件，符合“消防器材”的消防设施口径。	合并到“消防器材”，第三层保留“消防箱”，灭火器类补齐容量、剂型、有效期和认证，箱体类补尺寸。	SAFE-000036 消防箱 类型：消防箱
安全消防	消防铲	1	安全消防	消防器材	合并	高	旧族“消防铲”是灭火或消防设施器材，不是消防管路连接件，符合“消防器材”的消防设施口径。	合并到“消防器材”，第三层保留“消防铲”，灭火器类补齐容量、剂型、有效期和认证，箱体类补尺寸。	SAFE-000111 消防铲 类型：消防铲
安全消防	安全网	3	安全消防	安全网/防护网	合并	高	旧族“安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。	合并到“安全网/防护网”，第三层保留“安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。	SAFE-000064 安全网 类型：安全网；SAFE-000088 安全网 尺寸：1.8米*6米；SAFE-000092 安全网 尺寸：6*1.8米；特征：加厚
安全消防	安全防护网	1	安全消防	安全网/防护网	合并	高	旧族“安全防护网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。	合并到“安全网/防护网”，第三层保留“安全防护网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。	SAFE-000060 安全防护网 特征：加厚
安全消防	防护安全网	1	安全消防	安全网/防护网	合并	高	旧族“防护安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。	合并到“安全网/防护网”，第三层保留“防护安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。	SAFE-000025 防护安全网 规格：3000；特征：加厚
安全消防	防坠安全网	1	安全消防	安全网/防护网	合并	高	旧族“防坠安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。	合并到“安全网/防护网”，第三层保留“防坠安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。	SAFE-000031 防坠安全网 定制：是；用途：防坠
安全消防	密目安全网	1	安全消防	安全网/防护网	合并	高	旧族“密目安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。	合并到“安全网/防护网”，第三层保留“密目安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。	SAFE-000115 密目安全网 类型：密目；尺寸：6m*1.2m
安全消防	反射片	2	安全消防	安全警示	合并	高	旧族“反射片”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“反射片”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000028 反射片 规格：3*3；SAFE-000029 反射片 规格：5*5
安全消防	警示牌	2	安全消防	安全警示	合并	高	旧族“警示牌”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“警示牌”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000040 警示牌 规格：大号；SAFE-000079 立式灭火标志 类型：立式；用途：灭火标志
安全消防	路锥	2	安全消防	安全警示	合并	高	旧族“路锥”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“路锥”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000023 路锥 高度：1米；SAFE-000038 路锥 高度：90cm
安全消防	爆闪灯	1	安全消防	安全警示	合并	高	旧族“爆闪灯”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“爆闪灯”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000071 太阳能爆闪灯 供电：太阳能；类型：爆闪灯
安全消防	反光警示带	1	安全消防	安全警示	合并	高	旧族“反光警示带”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“反光警示带”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000065 反光警示带 宽度：10cm；颜色：黄黑；功能：反光
安全消防	警示反光胶带	1	安全消防	安全警示	合并	高	旧族“警示反光胶带”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“警示反光胶带”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000125 警示反光胶带 品牌：3M；用途：警示；长度：50m
安全消防	警示反光踢脚板	1	安全消防	安全警示	合并	高	旧族“警示反光踢脚板”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“警示反光踢脚板”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000126 警示反光踢脚板 用途：警示反光；规格：30cm
安全消防	减速带	1	安全消防	安全警示	合并	高	旧族“减速带”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“减速带”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000061 减速带 尺寸：60cm*55；款式：大二线
安全消防	防撞条	1	安全消防	安全警示	合并	高	旧族“防撞条”用于现场警示、反光提示、交通导向或防撞提醒，符合“安全警示”的安全提示设施口径。	合并到“安全警示”，第三层保留“防撞条”，后续补齐尺寸、材质、颜色、供电方式和反光等级。	SAFE-000037 防撞条 特征：背胶；类型：防撞条
安全消防	伸缩杆	2	安全消防	围挡护栏	复核	中	旧族“伸缩杆”是现场隔离或围护设施，安全消防属性明确，但目标二级族表暂无围挡护栏族。	目标族表缺失，建议在安全消防下新增“围挡护栏”；本批先作为候选目标复核尺寸、材质和使用场景。	SAFE-000039 伸缩杆 颜色：红色；类型：伸缩杆；TOOL-000210 伸缩杆 长度：2米；结构：伸缩
安全消防	电箱围栏	1	安全消防	围挡护栏	复核	中	旧族“电箱围栏”是现场隔离或围护设施，安全消防属性明确，但目标二级族表暂无围挡护栏族。	目标族表缺失，建议在安全消防下新增“围挡护栏”；本批先作为候选目标复核尺寸、材质和使用场景。	SAFE-000072 电箱围栏 定制：是；用途：二级电箱
安全消防	防滑橡胶垫	1	安全消防	地面防护	复核	中	旧族“防滑橡胶垫”用于地面防滑防护，不是警示标识也不是防护网，目标二级族表暂无地面防护族。	目标族表缺失，建议在安全消防下新增“地面防护”或明确移入后勤/橡胶材料；本批先复核。	SAFE-000063 防滑橡胶垫 功能：防滑；材质：橡胶
化工胶粘涂料	自喷漆	19	化工胶粘涂料	油漆涂料	合并	高	旧族“自喷漆”是油漆、喷漆、乳胶漆或配套涂料，品牌、颜色、包装和用途应作为 SKU 属性，符合“油漆涂料”。	合并到“油漆涂料”，第三层保留“自喷漆”，后续治理颜色、容量、类型、适用基材和品牌型号。	CHEM-000017 自喷漆 品牌：三和；颜色：灰色；类型：自喷漆；CHEM-000018 自喷漆 品牌：三和；颜色：黑色；类型：自喷漆；CHEM-000034 自喷漆 品牌：三和；颜色：翠绿色；类型：自喷漆；CHEM-000035 自喷漆 颜色：中黄；类型：自喷漆
化工胶粘涂料	防锈漆	10	化工胶粘涂料	油漆涂料	合并	高	旧族“防锈漆”是油漆、喷漆、乳胶漆或配套涂料，品牌、颜色、包装和用途应作为 SKU 属性，符合“油漆涂料”。	合并到“油漆涂料”，第三层保留“防锈漆”，后续治理颜色、容量、类型、适用基材和品牌型号。	CHEM-000011 防锈漆 颜色：铁红；类型：防锈漆；CHEM-000102 防锈漆 品牌：立邦；颜色：白色；包装：18KG；CHEM-000108 防锈漆 品牌：立邦；颜色：桔黄色；包装：18kg；CHEM-000110 防锈漆 品牌：立邦；颜色：深黄；包装：18KG
化工胶粘涂料	调和漆	6	化工胶粘涂料	油漆涂料	合并	高	旧族“调和漆”是油漆、喷漆、乳胶漆或配套涂料，品牌、颜色、包装和用途应作为 SKU 属性，符合“油漆涂料”。	合并到“油漆涂料”，第三层保留“调和漆”，后续治理颜色、容量、类型、适用基材和品牌型号。	CHEM-000013 调和漆 颜色：白色；类型：调和漆；CHEM-000023 调和漆 颜色：黄色；类型：调和漆；CHEM-000024 调和漆 颜色：铁红；类型：调和漆；CHEM-000040 调和漆 类型：调和漆；颜色：黑色
