domain	candidate_term	decision	suggested_family	split_rule	family_attributes	include_examples	exclude_examples	priority	confidence	reason
紧固件与连接件	螺丝	split	螺丝；膨胀锚栓；花篮螺丝；螺丝刀；螺杆；定制金属加工件	按实物功能和长词优先拆分；先识别膨胀、花篮/花兰、螺杆、螺丝刀、取出器、定制加工，再落普通螺丝	材质；规格；直径；长度；头型；槽型；螺纹形式；强度等级；表面处理；套件组成；包装	六角螺丝；内六角螺丝；自攻螺丝；钻尾螺丝；高强度螺丝套件	膨胀螺丝；花篮螺丝；花兰螺丝；一字螺丝刀；十字螺丝刀；螺丝取出器；螺杆泵水封	P0	high	候选覆盖普通紧固件、锚栓、索具拉紧器和工具，必须用长词优先防混族。
紧固件与连接件	螺杆	split	螺杆；泵类备件；泵类设备	紧固用螺杆、丝杆、通丝归螺杆；含螺杆泵整机或泵配件时按设备/备件拆出	材质；规格；直径；长度；螺纹形式；强度等级；表面处理	螺杆；长螺杆；全螺纹丝杆；通丝螺杆；高强度全牙螺杆	螺杆泵；螺杆泵水封；螺杆泵电机套装	P0	high	螺杆既有紧固件也有螺杆泵语义，不能按单词直接合并。
紧固件与连接件	螺母	solidify	螺母	自锁气管接头螺母按气动接头配件排除	材质；规格；螺纹；强度等级；防松形式；表面处理；包装	螺母；防松螺母；自锁螺母；高强度螺母；不锈钢螺母	自锁气管接头螺母；气管接头螺母	P0	high	普通螺母覆盖集中，少量气动接头部件用排除词处理。
紧固件与连接件；管材管件阀门；定制加工件	管卡	split	管卡；定制管路接头；气体软管卡箍	按用途和结构拆：PPR/PVC管卡、骑马卡、重型管卡归管卡；PE管卡箍组件或加工件归定制管路接头；气体软管卡箍归焊割气瓶附件	固定对象；材质；规格；结构；表面处理；是否定制	PPR管卡；PVC管卡；管卡；重型管卡；不锈钢骑马卡；抱箍钢卡	PE管卡箍组件；气体软管卡箍；卡槽导轨	P0	high	管卡以固定件为主，但混入定制组件和软管卡箍，需拆用途。
金属材料	不锈钢	attribute_only	不单独建族	不锈钢只作为材质属性；按完整实物名归入合页、阀门、接头、铭牌、钢板等族	材质牌号；表面处理；规格；执行标准	不锈钢合页；不锈钢球阀；不锈钢接头；不锈钢铭牌	不锈钢	P0	high	不锈钢候选覆盖大量不同实物族，是材质而不是物料族。
金属材料	槽钢	split	槽钢；定制管路接头	标准槽钢归型钢；卡槽钢圈接头等带接头/加工用途的归管路接头或定制加工件	规格；型号；材质；表面处理；执行标准；长度	槽钢；B型槽钢；国标槽钢	卡槽钢圈接头；槽钢加工件	P0	high	槽钢本身是型钢，但候选混入卡槽钢圈接头，需按完整名称排除。
金属材料	角钢/角铁	split	角钢；角钢加工件	角钢和角铁按同义词归角钢；带加工、定制、图纸尺寸成品归角钢加工件/金属加工件	规格；厚度；材质；表面处理；执行标准；长度	角钢；角铁；镀锌角钢；镀锌角铁	角钢加工件；钢筋方形箍；角阀	P0	high	角铁即角钢型材，但加工件不是原材料型钢，应按是否定制加工拆。
金属材料	钢	attribute_only	不单独建族	钢只作为材质属性或完整族名前缀，必须按完整名归入钢管、钢板、角钢、槽钢、钢筋等	材质牌号；表面处理；规格；执行标准	钢管；钢板；角钢；槽钢；钢筋	钢；不锈钢阀门；钢制铭牌；钢丝绳	P0	high	单字钢不能回答物料是什么，且横跨金属材料、阀门、标识、索具等多个领域。
金属材料	钢板	split	钢板；钢板加工件；钢板起重钳；标识字牌；彩钢板	原材料钢板/花纹钢板归钢板；定制/冲孔/镂空字体归加工件或标识；钢板起重钳归吊具；彩钢板按建筑装饰/板材单列	厚度；尺寸；材质；表面处理；花纹；加工方式；执行标准	钢板；花纹钢板；冲孔不锈钢板；彩钢板	钢板加工件；钢板起重钳；钢板镂空字体	P0	high	钢板候选跨原材料、加工件、吊具和标识字牌，不能直接合并。
金属材料	钢管	split	钢管；钢管加工件；钢管抱箍；管路接头	标准钢管/镀锌钢管/无缝钢管归钢管；带牙加工件归金属加工件；抱箍/管箍归紧固连接件；管路接头归接头	外径；壁厚；公称直径；材质；表面处理；长度；执行标准	钢管；镀锌钢管；无缝钢管；脚手架钢管	钢管抱箍；带牙钢管加工件；不锈钢管箍；管卡	P0	high	钢管候选跨原材料、加工件、抱箍和接头，必须按实物功能拆。
劳保防护	反光	attribute_only	不单独建族	反光只作为可视/警示功能属性，必须按完整实物名归入反光背心、警示带、警示胶带等族	反光颜色；反光等级；用途；宽度；长度	反光背心；反光警示带；警示反光胶带	反光	P1	high	候选样例跨身体防护和警示标识，单独用反光建族会混淆实物。
劳保防护	反光背心	solidify	反光背心		颜色；尺码；款式；反光等级；材质；执行标准	反光背心；安全反光背心；荧光反光背心	反光警示带；警示反光胶带；反光踢脚板	P1	medium	反光背心是身体防护穿戴用品；反光只是功能属性，不能把警示材料合并进来。
劳保防护	安全帽	split	安全帽；安全帽配件	按本体/配件拆：安全帽本体归安全帽，帽带/内衬/一字带等归安全帽配件	材质；颜色；尺码；帽衬类型；适配型号；执行标准	安全帽；安全帽一字带；安全帽帽衬	安全带；安全绳；安全网；安全阀	P1	medium	当前数据只见安全帽一字带，不能把安全帽配件误合并为安全帽本体。
劳保防护	安全帽一字带	solidify	安全帽配件		适配型号；类型；材质；颜色；规格	安全帽一字带；安全帽下颚带；安全帽帽带	安全帽本体；安全带；一字螺丝刀	P1	high	浏览数据明确为头部防护配件，适配安全帽但不是安全帽本体。
劳保防护	护目镜	solidify	防护眼镜	作为防护眼镜的同义/类型规则，护目镜本体纳入防护眼镜；不要命中护罩或面罩	类型；防护等级；镜片材质；通风方式；执行标准	护目镜；多功能护目眼镜；护目眼镜	切割机防护罩；水泵防护罩；焊接面罩	P1	high	护目镜是眼面防护下的眼镜类实物，当前样例与防护眼镜边界一致。
劳保防护	眼镜	split	防护眼镜；焊工眼镜	按是否焊接遮光用途拆：普通防冲击/平光归防护眼镜，电焊/焊工遮光归焊工眼镜	用途；镜片类型；遮光号；颜色；防护等级；执行标准	防护眼镜；平光防护眼镜；电焊眼镜；焊工眼镜	普通近视眼镜；太阳镜；玻璃胶枪	P1	high	眼镜词面偏宽，现有数据虽集中在劳保，但焊接遮光眼镜与普通防护眼镜规则应分开。
包装覆盖周转	篷布	solidify	篷布		材质；尺寸；克重；厚度；颜色；防水等级；边扣方式	篷布；防水篷布；帆布篷布	油布；编织袋；安全网	P1	medium	篷布是覆盖材料实物族；应与油布、彩条布按名称和材质边界区分。
包装覆盖周转	胶带	split	封箱胶带；透明胶带；双面胶带；绝缘胶带；医用胶带；警示反光胶带	按用途和材质拆：包装粘贴、绝缘、医用、警示分别归不同族；胶带切割器归工具	宽度；长度；颜色；材质；胶型；用途；品牌	封箱胶带；透明胶带；双面胶带；绝缘胶带；医用胶带；警示反光胶带	胶带切割器；除胶剂；电工胶布	P1	high	胶带样例跨包装、电气、急救和安全标识，不能合成单一物料族。
化工胶粘涂料	发泡胶	solidify	发泡胶		品牌；容量；阻燃等级；发泡倍率；用途；包装形式	发泡胶；高倍发泡胶；聚氨酯发泡胶	发泡剂枪；泡沫清洗剂；胶枪	P1	high	发泡胶用于填缝密封，枪具和清洗剂不是同族。
化工胶粘涂料	油漆	split	油漆；油漆笔；油漆滚筒	按实物拆：桶装/罐装油漆归油漆，油漆笔归办公/标记笔，油漆滚筒归刷具或涂装工具	颜色；包装规格；品牌；类型；用途；容量	油漆；调和油漆；立邦油漆；油漆笔；油漆滚筒	自喷漆；防锈漆；油漆桶空桶	P1	high	油漆候选混入工具耗材和办公标记用品，必须按完整实物名拆。
化工胶粘涂料	涂料	split	自喷漆；防锈漆；乳胶漆；调和油漆；普通涂料	按涂料类型/施工用途拆，不把涂料作为过宽物料族直接使用	品牌；系列；颜色；包装规格；基料；用途；环保等级	立邦涂料；内墙乳胶漆；防水乳胶漆；调和油漆	油漆滚筒；油漆笔；喷枪	P1	medium	涂料更像上位类目，规则应尽量落到具体漆种或涂料类型。
化工胶粘涂料	玻璃胶	solidify	玻璃胶		品牌；型号；容量；颜色；材质；用途；包装形式	玻璃胶；道康宁玻璃胶；白色玻璃胶	玻璃胶枪；玻璃刮；玻璃纸	P1	high	玻璃胶是接缝密封材料，需排除施胶工具和玻璃类材料。
化工胶粘涂料	螺纹锁固胶	solidify	螺纹锁固胶		品牌；型号；强度；容量；颜色；适用螺纹规格	螺纹锁固胶；乐泰243螺纹锁固胶	螺纹钢；螺纹规；锁紧螺母	P1	high	螺纹锁固胶属于胶粘剂，螺纹只是适用对象属性，不能误归金属材料或工具。
吊装索具	卡环	solidify	卡环	吊装连接用卡环固化；不得与钢丝绳卡扣或脚手架扣件混用	规格；额定载荷；材质；型式；表面处理	卡环；吊装卡环	钢丝绳卡扣；扣件；卸扣	P1	high	卡环是吊装连接件，样例虽少但边界清楚。
吊装索具	吊环	solidify	吊环	旋转吊环、吊环螺栓等按吊环族；旋转作为型式属性	规格；螺纹规格；额定载荷；型式；材质；表面处理	旋转吊环；吊环；吊环螺栓	吊钩；卸扣；花篮螺栓	P1	high	吊环用于起吊连接，规格关键在螺纹和载荷，适合独立族。
吊装索具	吊装带	solidify	吊带	作为吊带别名命中，吊装带不另立族	额定载荷；长度；宽度；材质；型式；颜色；安全系数；执行标准	吊装带；扁平吊装带；国标彩色吊装带	吊装袋；集装袋；安全带	P1	high	吊装带与吊带是同一业务族，建议归一便于规格治理。
吊装索具	吊钩	split	吊钩；吊钩保险件；起重滑轮钩	吊钩本体归吊钩；保险卡/保险扣归吊钩保险件；带滑轮结构归起重滑轮钩	额定载荷；规格；材质；型式；适配对象；保险件类型	吊钩；吊钩保险卡；吊钩保险扣；起重滑轮钩	卸扣；卡环；保险管	P1	medium	吊钩候选包含本体、配件和滑轮钩，按结构和用途拆更稳。
吊装索具	尼龙绳	solidify	尼龙绳	尼龙绳归牵引捆绑绳类；材质为尼龙，不另作材料族	直径；长度；材质；结构；颜色；用途	尼龙绳；牵引尼龙绳	安全绳；钢丝绳；捆绑带	P1	high	样例均为尼龙绳，边界清楚且规格主要是直径。
吊装索具	花兰	solidify	花篮螺丝	花兰作为花篮/花兰拉紧器俗称；需匹配螺丝、螺栓、扣等后缀	规格；材质；表面处理；端部形式；额定载荷；长度	花兰螺丝；镀锌花兰螺丝；镀锌花兰扣	花篮；普通螺丝；普通扣件	P1	medium	候选词低频但业务含义稳定，是花篮螺丝的别名入口。
吊装索具	花篮螺栓	solidify	花篮螺丝	作为花篮螺丝别名命中，归吊装牵引拉紧器	规格；材质；表面处理；端部形式；额定载荷；长度	花篮螺栓；镀锌花篮螺栓；花兰扣	六角螺栓组件；内六角螺栓	P1	high	花篮螺栓和花篮螺丝在业务上同族，不能按螺栓落普通紧固件。
吊装索具	钢丝绳夹	solidify	钢丝绳夹	钢丝绳夹、夹头、绳卡统一为钢丝绳夹族	适配直径；规格；材质；型式；标准；表面处理	钢丝绳夹；钢丝绳夹头；钢丝绳绳卡	电钻夹头；自紧钻夹头；钢丝绳	P1	high	夹/夹头在吊装语境下边界清楚，但需排除工具夹头。
吊装索具	钢丝绳铝扣	solidify	钢丝绳铝扣	铝扣是钢丝绳端头扣压配件，不并入钢丝绳本体	材质；适配直径；规格；扣压形式；用途	钢丝绳铝扣；铝套；铝扣	钢丝绳；钢丝绳卡扣；钢丝绳润滑脂	P1	high	铝扣是独立索具配件，和绳夹及绳本体采购属性不同。
吊装索具	钢板起重钳	solidify	钢板起重钳	钢板夹、起重钳统一归吊具；不归普通工具	额定载荷；开口范围；横吊/竖吊类型；材质；规格；执行标准	钢板起重钳；钢板夹；竖吊钢板钳	夹钳；管钳；钳子	P1	high	钢板起重钳是吊装夹具，现有样例分类置信度高。
安全消防	消防卡箍	solidify	消防卡箍	只收消防管路沟槽卡箍；普通管卡、定制卡箍接头另归其他族	规格；公称通径；材质；压力等级；连接方式；表面处理	消防卡箍	卡箍接头；PE管卡箍组件；气体软管卡箍	P1	high	消防卡箍是消防管件，和定制管路接头、普通卡箍不同。
安全消防	消防枪头	solidify	消防枪头	消防喷枪/枪头单独成族；管接头套件按套件或消防接头处理	规格；材质；接口标准；压力等级；喷射形式	消防枪头	消防接头；消防枪头管接头套件；喷漆枪	P1	high	消防枪头是水带末端器材，与接头有配套关系但不是同一实物。
安全消防	消防箱	solidify	消防箱	收消防器材箱；电箱、配电箱排除	类型；尺寸；材质；配置；安装方式；颜色	消防箱	电箱；配电箱；灭火器箱	P1	high	消防箱属于消防器材收纳设施，和电气箱柜不同。
安全消防	灭火器箱	solidify	灭火器箱	只收灭火器存放箱；灭火器本体和消防箱排除	容纳数量；适配灭火器规格；材质；尺寸；安装方式	灭火器箱	灭火器；消防箱；立式灭火标志	P1	high	灭火器箱是消防器材配套箱体，应从灭火器本体拆出。
安全消防	蝶阀	split	蝶阀；消防阀门	按是否消防专用拆分；消防蝶阀归消防阀门，普通蝶阀归阀门族	公称直径；连接方式；驱动方式；材质；压力等级；用途	蝶阀；法兰电动蝶阀；沟槽式蝶阀	消防蝶阀	P1	high	蝶阀本身是阀门类型，但消防蝶阀应按消防系统分流。
安全消防；管材管件阀门	水带	split	消防水带；橡胶水带；高压水带	按用途和管理系统拆：消防水带归安全消防；橡胶防爆/耐磨水带按消防或管材用途判；高压水带归管材/高压水管路	用途；材质；公称通径；压力等级；长度；接口形式；特性	消防水带；橡胶水带；橡胶防爆水带；防爆耐磨水带；高压水带	高压水枪；水带接头；胶水带误分	P1	medium	水带跨消防器材和普通/高压管材，需按用途拆。
定制加工件；安全消防；紧固件与连接件	卡箍	split	管卡；消防管件；定制管路接头；气体软管卡箍	按系统拆：普通卡箍/管箍归管卡；消防卡箍归消防管件；卡箍接头或卡箍丝牙接头归定制管路接头；气体软管卡箍归焊割附件	系统；材质；规格；连接结构；固定对象；是否定制	卡箍；消防卡箍；卡箍接头；卡箍丝牙接头；高压卡箍双丝牙接头；气体软管卡箍	卡槽；卡套接头；电缆抱箍	P1	medium	卡箍既可能是固定件也可能是接头结构，必须看主名词和系统。
工具耗材	冲击钻头	attribute_only	钻头	冲击用于钻头使用类型，不单独成族	品牌；规格；柄型；直径；长度；钻头类型	冲击钻头；方大同18*800冲击钻头	冲击钻整机；电钻	P1	high	当前命中均为钻头耗材，“冲击”是钻头类型或适配工况。
工具耗材	开孔器	solidify	开孔器		品牌；类型；规格范围；直径范围；材质；柄型；适用材质；件数	宝塔钻头开孔器；宝塔开孔器；金属开孔器	麻花钻头；普通钻头；铣刀钻头	P1	high	开孔器用于开大孔或阶梯孔，当前样例已提示从普通钻头拆出。
工具耗材	毛刷	solidify	毛刷		规格；刷毛材质；柄材质；宽度；用途；品牌	毛刷；羊毛刷；羊毛漆刷	滚筒刷；钢丝刷；碳刷；厕所刷	P1	high	涂装用平面刷具边界清楚，羊毛等是刷毛材质属性。
工具耗材	滚筒刷	solidify	滚筒刷		规格；宽度；直径；刷毛材质；柄长；是否带柄；用途	滚筒刷；小滚筒刷；油漆滚筒	毛刷；钢丝刷；滚筒伸缩杆	P1	high	滚筒式涂装耗材与普通毛刷结构不同，应独立成族。
工具耗材	砂轮片	solidify	砂轮片		品牌；直径；厚度；孔径；粒度；材质；型式；适用设备	砂轮片；百叶砂轮片；4寸百叶砂轮片	切割片；角磨机；砂纸	P1	high	打磨片状耗材可固化，百叶等是型式属性。
工具耗材	钢丝刷	solidify	钢丝刷		规格；形制；柄材质；钢丝材质；用途；品牌	钢丝刷；刀型钢丝刷；铁柄钢丝刷	钢丝球；毛刷；碳刷	P1	medium	用于除锈和清理打磨，和涂装毛刷、清洁钢丝球不同。
工具耗材	铣刀钻头	solidify	铣刀钻头		品牌；直径；刃径；柄径；适用材质；刀具类型；适配设备	不锈钢铣刀钻头4mm；不锈钢铣刀钻头10mm	普通钻头；开孔器；铣刀	P1	medium	钻铣复合刀具与普通钻头用途和规格字段不同，样例建议暂独立成族。
建筑材料	硅酸盐水泥	solidify	水泥	作为水泥族的类型规则，普通硅酸盐水泥、硅酸盐水泥均归水泥	类型；强度等级；品牌；包装重量；包装形式；执行标准	硅酸盐水泥；普通硅酸盐水泥；海螺42.5水泥	水泥砖；水泥钉	P1	high	硅酸盐水泥是水泥类型，强度等级和品牌区分SKU。
弱电安防	成品网线	solidify	成品网线	只收两端带水晶头的成品线；裸网线如后续出现可另设网络线缆	长度；线类；屏蔽类型；颜色；接口类型；品牌	成品网线	网线钳；网线对接头；防水网线连接器	P1	high	成品网线是网络材料中清晰采购实物。
弱电安防	摄像头	solidify	监控摄像头	太阳能、4G、变焦作为属性；套装另分	供电方式；通信方式；清晰度；焦距；存储方式；防护等级；安装方式；品牌	监控摄像头；太阳能4G摄像头；变焦摄像头	太阳能4G监控套装；摄像头支架；监控电源	P1	high	摄像头本体是监控设备核心族，供电和通信不拆族。
弱电安防	监控	split	监控摄像头；监控套装；监控配件	按实物拆分，监控只是系统用途词	供电方式；通信方式；清晰度；套装组成；存储方式；品牌	监控摄像头；太阳能4G监控套装	监控；监控工程；普通摄像头配件	P1	high	监控是系统场景，不是单一物料族。
液压气动	高压堵头	solidify	液压接头	不拆；作为液压接头族内接头形式=堵头	螺纹；规格；连接方式；压力等级；材质	高压堵头；高压外丝堵头；液压堵头	PPR堵头；水下连接器堵头	P1	high	高压堵头样例集中在液压接头，作为接头形式固化更稳。
液压气动	高压油管	solidify	高压油管	不拆；若名称含接头/快速接头则改入液压接头	公称通径；长度；压力等级；结构等级；接口形式；介质	高压油管；DN25高压油管；4SH高压油管	高压油管接头；油管快速接头；液压油	P1	high	高压油管是液压高压管路中的明确管体族。
液压气动；焊接切割	胶管	split	高压胶管；胶管总成；氧气胶管；液压接头	按系统和主名词拆：高压胶管/胶管总成归液压高压管路；氧气胶管归焊割气瓶附件；胶管接头归液压接头	介质；压力等级；层数；长度；螺纹；公称通径；接头形式	高压胶管；胶管总成；胶管接头；氧气胶管	胶水；高压胶水带	P1	medium	胶管样例高度集中在液压高压管路，但仍有焊割氧气胶管和接头干扰。
液压气动；管材管件阀门	对丝	split	液压接头；直接/接头	按系统拆：高压/液压对丝接头归液压接头；普通水暖对丝归直接/接头	系统；螺纹；规格；连接形式；压力等级；材质	高压对丝；高压对丝接头；液压对丝接头；对丝接头；不锈钢变径对丝	对丝螺杆；对丝作为加工描述	P1	medium	对丝是实物形态但跨液压和普通水暖，需先看系统。
清洁办公后勤	锁扣	solidify	锁扣		材质；规格；孔距；配套锁具；表面处理	锁扣；不锈钢锁扣；门锁扣	门锁；挂锁；卡扣；管卡	P1	high	锁扣属于门窗锁具配件，不应因含锁字并入门锁或挂锁。
焊接切割	焊丝	solidify	焊丝		材质；牌号；直径；特性；包装重量；品牌；适用工艺	焊丝；耐磨焊丝；不锈钢焊丝；药芯焊丝	焊条；钢丝绳；扎丝	P1	high	焊丝是焊接耗材实物族，耐磨等性能不应单独成族。
焊接切割	电焊	attribute_only	不单独建族	电焊只作为用途/工艺属性；按完整名称归入电焊钳、焊工眼镜、焊工手套、电焊线等族	用途；工艺；适配电流；截面积；防护等级	电焊眼镜；电焊钳；电焊线；电焊手套	电焊	P1	high	电焊横跨工具、线缆和劳保用品，不是实物族。
电动气动工具	批头	solidify	批头		品牌；头型；规格；柄径；长度；材质；是否套装；件数	十字批头；十字批头套装；电批批头	十字螺丝刀；螺丝；批灰刀	P1	medium	批头是螺丝刀或电批可换附件，套装只是配置。
电动气动工具	电镐	solidify	电镐		品牌；型号；功率；电压；规格；冲击能量；配置	电镐；15寸专业长款电镐	电镐碳刷；冲凿套装；钻头	P1	high	电镐为整机，碳刷和冲凿耗材或附件不应并入。
电动气动工具	碳刷	solidify	碳刷		适配设备；适配型号；规格；尺寸；材质；数量	碳刷；电镐碳刷；碳刷900#	毛刷；钢丝刷；滚筒刷	P1	high	碳刷是电动工具或电机附件，不属于刷具耗材。
电动气动工具	锂电	attribute_only	电钻；角磨机；电镐；电动扳手	锂电/锂电池仅作供电方式属性	供电方式；电压；电池容量；电池数量；充电器配置	锂电钻；锂电角磨机；锂电手电钻套装	5号电池；蓄电池；独立电池	P1	high	在本领域锂电是供电属性，不是物料族。
电气电料	开关电源	solidify	开关电源	归低压电源模块；不并入开关按钮	输入电压；输出电压；功率；输出路数；防护等级；安装方式；品牌；型号	开关电源	墙壁开关；按钮开关；空气开关	P1	high	开关电源是电源模块，不是通断开关。
电气电料	按钮	split	按钮开关；按钮指示灯；设备按钮标识贴	按是否为电气元件拆分：按钮/急停/带灯按钮归开关按钮；标识贴归标识铭牌	功能；颜色；触点形式；带灯状态；电压；安装孔径；品牌；型号	按钮开关；急停按钮；带灯按钮开关；启动按钮指示灯	设备按钮标识贴	P1	high	按钮本身可做开关按钮族，但样例混入设备标识贴。
电气电料	插头	solidify	插头	排除插头插座成套包和焊机/液压等非电气快接件	类型；插脚数；电流；电压；标准；防护等级；品牌	插头；三脚插头；工业插头；欧标转换插头	航空插头插座套装；电焊快速接头；液压快速接头	P1	high	插头均集中在插头插座类，类型和规格做族内属性。
电气电料	插线板	solidify	插线板	插排、拖线板、插线板合并；固定墙插不并入	孔位；线长；额定电流；结构；开关配置；品牌；型号	插线板；拖线板；插排	五孔插座；明装插座；插座底盒	P1	high	移动多孔插座与墙面插座采购和规格字段不同，适合单独固化。
电气电料	漏电	split	漏电断路器；漏电保护器	按产品名称拆分，漏电只是保护功能属性，不能独立成族	漏电动作电流；极数；额定电流；电压；类型；品牌；型号	漏电断路器；漏电保护器	漏电；漏电功能	P1	medium	漏电描述保护功能，规则应落到具体断路器或保护器族。
电气电料	灯泡	solidify	灯泡	LED、普通灯泡作为光源类型属性；不并入灯管/灯带	光源类型；功率；灯头接口；色温；电压；形状；品牌	LED灯泡；灯泡	灯管；灯带；防爆机床灯	P1	high	灯泡样例集中，接口和功率可做属性。
电气电料	灯管	solidify	灯管	排除灯泡、灯带和照明配件	光源类型；功率；长度；色温；电压；接口；品牌；型号	灯管；LED灯管；荧光灯管	LED灯泡；LED灯带；启辉器	P1	high	灯管是照明灯具下清晰族，功率和长度是关键属性。
电气电料	电箱	split	配电箱；电箱壳体；电箱罩；电箱门锁；电箱围栏	按实物部件拆分：箱体/壳体、罩、锁、围栏、提手等不能混成电箱族	材质；尺寸；结构；安装环境；额定电流；防护等级；定制状态	电箱；户外电箱；双开门电箱；配电箱壳体	电箱罩；电箱门锁；电箱围栏；电箱提手	P1	medium	电箱候选混入箱体、保护罩、门锁和围栏，需要按部件拆。
电气电料	铜鼻子	attribute_only	接线端子	作为接线端子类型/别名处理，不单独升级为独立族	类型；材质；适配线径；孔径；电流；表面处理；型号	铜鼻子；DT铜鼻子；开口铜鼻子	铜接头；铜止回阀；铜管接头	P1	high	铜鼻子是接线端子的常见俗名和类型，规则应并入接线端子。
管材管件阀门	变径	attribute_only	按主物料族归属	不作为物料族；作为规格变化或转换属性，主物料可能是接头、直接、对丝、弯头	大端规格；小端规格；变径形式；螺纹；连接方式	变径接头；内丝变径直接；不锈钢双外丝变径接头；高压外丝变径接头	变径单独建族	P1	high	变径是尺寸转换特征，不应脱离主名词建族。
管材管件阀门	异径	attribute_only	按主物料族归属	不作为物料族；作为规格变化属性，主物料可能是直接、三通、弯头、接头或法兰	大端规格；小端规格；变径形式；连接方式	PPR异径直接；排水异径三通；异径接头；法兰异径接头	异径单独建族	P1	high	异径描述两端规格不同，本身不是独立实物族。
管材管件阀门	止回阀	solidify	止回阀	不拆；铜/PVC/不锈钢等作为材质属性	材质；口径；连接方式；压力等级；品牌	铜止回阀；PVC止回阀；止回阀	阀门垫片；单向电气元件	P1	high	止回阀样例集中且实物边界明确。
管材管件阀门	水龙头	solidify	水龙头	不拆；套装需按套装或主件另行识别	材质；接口规格；冷热类型；安装方式；功能；品牌	水龙头；冷热水龙头；按压水龙头；不锈钢水龙头；洗衣机龙头	水龙头花洒套装；花洒；软管	P1	high	水龙头属于水暖五金，边界清楚，冷热/按压/材质是属性。
管材管件阀门	生料带	solidify	生料带		材质；宽度；长度；厚度；密度；颜色；包装数量	生料带；PTFE生料带；螺纹密封带	电工胶布；高压防水自粘带；封箱胶带	P1	high	生料带用于管螺纹密封，按水暖五金/密封带实物固化，不归普通胶带。
管材管件阀门；安全消防	蝶阀	solidify	蝶阀	不拆；消防蝶阀仍是阀门本体，用途标消防，分类可按后续一级类目规则处理	材质；口径；连接方式；驱动方式；结构；用途；压力等级	蝶阀；法兰电动蝶阀；不锈钢法兰蝶阀；沟槽式蝶阀；消防蝶阀	蝶形螺母；阀门执行器	P1	medium	蝶阀本体清楚，消防只是应用系统，不应拆成非阀门族。
管材管件阀门；液压气动	内丝	attribute_only	按主物料族归属	不作为物料族；作为连接方式/螺纹属性写入直接、弯头、接头、阀门等主族	连接方式；螺纹规格；内外丝组合	内丝直接；镀锌内丝弯头；镀锌内丝直接；不锈钢内丝球阀；高压内丝接头	内丝单独建族	P1	high	内丝是接口属性，必须依附主物料族。
管材管件阀门；液压气动	外丝	attribute_only	按主物料族归属	不作为物料族；作为连接方式/螺纹属性写入直接、接头、阀门等主族	连接方式；螺纹规格；内外丝组合	镀锌外丝直接；镀锌外丝接头；不锈钢外丝变径接头；不锈钢内外丝球阀	外丝单独建族	P1	high	外丝只是连接形式，不能作为物料族。
管材管件阀门；液压气动；定制加工件	变径接头	split	变径接头；直接/接头；液压接头；定制管路接头	按系统拆：标准水暖变径接头归变径接头；变径直接归直接/接头；高压/液压变径归液压接头；加工定制归定制管路接头	材质；大端规格；小端规格；连接方式；螺纹；压力等级；是否定制	变径接头；焊接变径接头；不锈钢外丝变径接头；高压变径接头；高压外丝变径接头	变径开关；变径作为尺寸属性单独出现	P1	high	变径接头是管路实物，但跨标准管件、液压和定制加工场景。
管材管件阀门；液压气动；定制加工件	异径接头	split	异径接头；直接/接头；液压接头；定制管路接头	按系统和连接形态拆：UPVC/镀锌/焊接异径接头归异径接头；PPR异径直接归直接/接头且属性异径；高压异径归液压接头；定制加工归定制管路接头	材质；大端规格；小端规格；连接方式；压力等级；是否定制	UPVC异径接头；焊接异径接头；镀锌异径接头；PPR异径直接；高压变径接头	异径三通；法兰垫片	P1	high	异径接头有价值，但和异径直接、三通及液压变径接头交叉。
管材管件阀门；液压气动；紧固件与连接件	直接	split	直接/接头；液压接头；气动接头	按系统和主名词拆：管件直接归直接/接头；高压直接归液压接头；快插/快拧直接归气动接头；脚手或紧固直接扣件不归本域	系统；材质；规格；连接方式；螺纹；是否异径	PPR直接；PVC直接；内丝直接；镀锌外丝直接；高压直接；不锈钢快拧外丝直接	直接扣件；直接作为方向副词	P1	medium	直接以管件为主但有液压气动和扣件干扰，不能只凭词面落族。
紧固件与连接件	卡扣	split	钢丝绳夹；液压接头；定制卡扣；脚手架扣件	含钢丝绳卡扣归钢丝绳夹；含接头/卡套归液压接头；含加工/焊接/铁圈归定制卡扣；十字/万向/直接扣件归脚手架扣件	材质；规格；适配直径；型式；连接方式；用途；是否定制	钢丝绳卡扣；不锈钢卡扣接头；焊接卡扣；铁圈卡扣	卡扣接头误入普通卡扣；钢丝绳；卡槽导轨	P1	medium	卡扣本身过宽，横跨索具、液压接头、定制件和施工扣件。
紧固件与连接件	垫圈/垫片	split	垫圈；密封垫片；法兰垫片；定制垫片	候选名称含斜杠时不能整体固化；按垫片规则拆分	材质；规格；内径；外径；厚度；形式；用途；定制标识	平垫片；弹簧垫片；橡胶垫片	法兰垫片；快速接头胶垫；防滑橡胶垫；橡胶垫块	P1	high	现有族名把垫圈和垫片混写，后续规则需要拆成可执行边界。
紧固件与连接件	扣件	solidify	脚手架扣件	万向、十字、直接扣件按脚手架/施工扣件固化；不与普通卡扣混用	型式；规格；材质；表面处理；适配管径；执行标准	万向扣件；十字扣件；直接扣件	钢丝绳卡扣；不锈钢卡扣接头；蝴蝶扣	P1	medium	扣件样例是成套施工连接件，建议比宽泛卡扣更具体。
