item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at
ELEC-000225	冷压端子	冷压端子 OT4-6 铜 100只/包	型号：OT4-6；材质：铜；包装数量：100只/包		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	包	包	1	12.00	CNY	按包估价，每包100只；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	冷压线鼻端子OT4-6；冷压线鼻端子	ELEC-000225 冷压端子 冷压端子 OT4-6 铜 100只/包 型号：OT4-6；材质：铜；包装数量：100只/包 冷压线鼻端子OT4-6；冷压线鼻端子 接线端子/线鼻子 OT4-6		OT4-6	active	standard	auto_select_allowed	ELEC-000225	1		2026-07-08
ELEC-000226	冷压端子	冷压端子 OT6-8 铜 100只/包	型号：OT6-8；材质：铜；包装数量：100只/包		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	包	包	1	14.00	CNY	按包估价，每包100只；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	冷压线鼻端子OT6-8；冷压线鼻端子	ELEC-000226 冷压端子 冷压端子 OT6-8 铜 100只/包 型号：OT6-8；材质：铜；包装数量：100只/包 冷压线鼻端子OT6-8；冷压线鼻端子 接线端子/线鼻子 OT6-8		OT6-8	active	standard	auto_select_allowed	ELEC-000226	1		2026-07-08
ELEC-000227	钳形电流表	钳形电流表 1000A	量程：1000A；精度：±2.5%；类型：钳形		工具量具/检测仪器（候选新增）	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	个	个	1	393.34	CNY	按1000A钳形电流表市场价估价，单价对应单位=个；按物料族“检测仪器（候选新增）”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.9667；金额按四舍五入保留两位小数。	高精度钳流表1000A；钳形电流表	ELEC-000227 钳形电流表 钳形电流表 1000A 量程：1000A；精度：±2.5%；类型：钳形 高精度钳流表1000A；钳形电流表 检测仪器（候选新增）			active	standard	auto_select_allowed	ELEC-000227	1		2026-07-08
ELEC-000228	插座	插座 DKJ35-50 红色	型号：DKJ35-50；颜色：红色；额定电流：16A		电气电料/开关插座	电气电料	开关插座	开关插座	个	个	1	35.40	CNY	按个估价；按物料族“开关插座”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.1800；金额按四舍五入保留两位小数。	DKJ35-50红色插座；插座	ELEC-000228 插座 插座 DKJ35-50 红色 型号：DKJ35-50；颜色：红色；额定电流：16A DKJ35-50红色插座；插座 开关插座 DKJ35-50		DKJ35-50	active	standard	auto_select_allowed	ELEC-000228	1		2026-07-08
ELEC-000229	开口线鼻子	开口铜鼻子 300A	材质：铜；电流：300A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	12.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	开口铜鼻子300A；开口铜鼻子	ELEC-000229 开口线鼻子 开口铜鼻子 300A 材质：铜；电流：300A 开口铜鼻子300A；开口铜鼻子 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000229	1		2026-07-08
ELEC-000230	浮球液位开关	浮球液位开关 线长10m	线长：10m		电气电料/低压电器	电气电料	低压电器	低压电器	只	只	1	40.00	CNY	按只估价；按物料族“低压电器”抽样复核中位数调整；样本数=5；可靠性=high；调整系数=1.0000；金额按四舍五入保留两位小数。	浮球阀开关带10m线；浮球液位开关	ELEC-000230 浮球液位开关 浮球液位开关 线长10m 线长：10m 浮球阀开关带10m线；浮球液位开关 低压电器			active	standard	auto_select_allowed	ELEC-000230	1		2026-07-08
ELEC-000232	信号电缆	信号电缆 RVVP 3*1.5 屏蔽	型号：RVVP；规格：3*1.5；特性：屏蔽		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	8.07	CNY	按RVVP 3*1.5屏蔽电缆市场均价4元/米估价；按物料族“电线电缆”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.0171；金额按四舍五入保留两位小数。	RVVP屏蔽线3*1.5；RVVP屏蔽线	ELEC-000232 信号电缆 信号电缆 RVVP 3*1.5 屏蔽 型号：RVVP；规格：3*1.5；特性：屏蔽 RVVP屏蔽线3*1.5；RVVP屏蔽线 电线电缆 RVVP		RVVP	active	standard	auto_select_allowed	ELEC-000232	1		2026-07-08
ELEC-000234	电缆	电缆 YJV 4*4 铜芯	型号：YJV；规格：4*4		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	20.17	CNY	按YJV 4*4电缆市场均价10元/米估价；按物料族“电线电缆”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.0171；金额按四舍五入保留两位小数。	电缆线4*4平方；电缆	ELEC-000234 电缆 电缆 YJV 4*4 铜芯 型号：YJV；规格：4*4 电缆线4*4平方；电缆 电线电缆 YJV		YJV	active	standard	auto_select_allowed	ELEC-000234	1		2026-07-08
ELEC-000235	接地桩	接地桩 镀锌 18*1m 带螺丝	规格：18*1m；表面处理：镀锌；配置：带螺丝		电气电料/电工辅材	电气电料	电工辅材	电工辅材	根	根	1	34.67	CNY	Estimated based on typical price for galvanized grounding rod 18*1m with screws.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	镀锌接地桩18*1m带螺丝；接地桩套件	ELEC-000235 接地桩 接地桩 镀锌 18*1m 带螺丝 规格：18*1m；表面处理：镀锌；配置：带螺丝 镀锌接地桩18*1m带螺丝；接地桩套件 电工辅材			active	standard	auto_select_allowed	ELEC-000235	1		2026-07-08
ELEC-000236	灯泡	灯泡 30W 螺口	功率：30W；接口：螺口		电气电料/照明光源	电气电料	照明光源	照明光源	个	个	1	23.83	CNY	Estimated based on typical price for 30W screw bulb.；按物料族“照明光源”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.3834；金额按四舍五入保留两位小数。	LED30W螺口灯泡；LED灯泡	ELEC-000236 灯泡 灯泡 30W 螺口 功率：30W；接口：螺口 LED30W螺口灯泡；LED灯泡 照明光源			active	standard	auto_select_allowed	ELEC-000236	1		2026-07-08
ELEC-000237	电缆	电缆 YJV 3*2.5+1*1.5 铜芯	型号：YJV；规格：3*2.5+1*1.5		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	13.11	CNY	按起帆YJV 3*2.5+1*1.5电缆市场均价6.5元/米估价；按物料族“电线电缆”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.0171；金额按四舍五入保留两位小数。	起帆电缆线3*2.5+1*1.5；电缆	ELEC-000237 电缆 电缆 YJV 3*2.5+1*1.5 铜芯 型号：YJV；规格：3*2.5+1*1.5 起帆电缆线3*2.5+1*1.5；电缆 电线电缆 起帆 YJV	起帆	YJV	active	standard	auto_select_allowed	ELEC-000237	1		2026-07-08
ELEC-000238	电缆支架	电缆三角支架 0.45m	材质：热镀锌钢；结构：三角支架；高度：0.45m		电气电料/电工辅材	电气电料	电工辅材	电工辅材	只	只	1	17.33	CNY	Estimated based on typical price for cable triangle bracket 0.45m.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	电缆三角支架高0.45m；电缆三角支架	ELEC-000238 电缆支架 电缆三角支架 0.45m 材质：热镀锌钢；结构：三角支架；高度：0.45m 电缆三角支架高0.45m；电缆三角支架 电工辅材			active	standard	auto_select_allowed	ELEC-000238	1		2026-07-08
ELEC-000239	电缆	电缆 YJV 3*4+1*2.5 铜芯	型号：YJV；规格：3*4+1*2.5		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	16.14	CNY	按起帆YJV 3*4+1*2.5电缆市场均价8元/米估价；按物料族“电线电缆”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.0171；金额按四舍五入保留两位小数。	起帆电缆线3*4+1*2.5；电缆	ELEC-000239 电缆 电缆 YJV 3*4+1*2.5 铜芯 型号：YJV；规格：3*4+1*2.5 起帆电缆线3*4+1*2.5；电缆 电线电缆 起帆 YJV	起帆	YJV	active	standard	auto_select_allowed	ELEC-000239	1		2026-07-08
ELEC-000240	钳形万用表	钳形万用表 600A AC 世达	量程：600A AC；精度：±2%；型号：世达		工具量具/检测仪器（候选新增）	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	只	只	1	295.01	CNY	按世达品牌钳形万用表市场价估价，单价对应单位=只；按物料族“检测仪器（候选新增）”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.9667；金额按四舍五入保留两位小数。	世达钳型万用表；钳形万用表	ELEC-000240 钳形万用表 钳形万用表 600A AC 世达 量程：600A AC；精度：±2%；型号：世达 世达钳型万用表；钳形万用表 检测仪器（候选新增） 世达	世达		active	standard	auto_select_allowed	ELEC-000240	1		2026-07-08
ELEC-000241	电缆	电缆 YJV 3*16+1*10 铜芯	型号：YJV；规格：3*16+1*10		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	76.65	CNY	按起帆YJV 3*16+1*10电缆市场均价38元/米估价；按物料族“电线电缆”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.0171；金额按四舍五入保留两位小数。	起帆电缆线3*16+1*10；电缆	ELEC-000241 电缆 电缆 YJV 3*16+1*10 铜芯 型号：YJV；规格：3*16+1*10 起帆电缆线3*16+1*10；电缆 电线电缆 起帆 YJV	起帆	YJV	active	standard	auto_select_allowed	ELEC-000241	1		2026-07-08
ELEC-000243	转换插头	转换插头 欧标 5孔 USB 10A	标准：欧标；孔位：5孔；功能：带USB；额定电流：10A；额定电压：250V		电气电料/开关插座	电气电料	开关插座	开关插座	只	只	1	33.04	CNY	按只估价；按物料族“开关插座”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=1.1800；金额按四舍五入保留两位小数。	5孔带USB欧标转换插头；欧标转换插头	ELEC-000243 转换插头 转换插头 欧标 5孔 USB 10A 标准：欧标；孔位：5孔；功能：带USB；额定电流：10A；额定电压：250V 5孔带USB欧标转换插头；欧标转换插头 开关插座			active	standard	auto_select_allowed	ELEC-000243	1		2026-07-08
ELEC-000245	开口线鼻子	开口铜鼻子 200A	材质：铜；电流：200A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	8.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	开口铜鼻子200A；开口铜鼻子	ELEC-000245 开口线鼻子 开口铜鼻子 200A 材质：铜；电流：200A 开口铜鼻子200A；开口铜鼻子 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000245	1		2026-07-08
ELEC-000246	开口线鼻子	开口铜鼻子 100A	材质：铜；电流：100A		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	5.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	开口铜鼻子100A；开口铜鼻子	ELEC-000246 开口线鼻子 开口铜鼻子 100A 材质：铜；电流：100A 开口铜鼻子100A；开口铜鼻子 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000246	1		2026-07-08
ELEC-000247	电缆连接管	铜连接管 150平方	材质：铜；适配线径：150平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	15.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	铜接头150平方；铜接头	ELEC-000247 电缆连接管 铜连接管 150平方 材质：铜；适配线径：150平方 铜接头150平方；铜接头 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000247	1		2026-07-08
ELEC-000248	电缆连接管	铜连接管 120平方	材质：铜；适配线径：120平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	12.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	铜接头120平方；铜接头	ELEC-000248 电缆连接管 铜连接管 120平方 材质：铜；适配线径：120平方 铜接头120平方；铜接头 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000248	1		2026-07-08
ELEC-000249	电缆连接管	铜连接管 95平方	材质：铜；适配线径：95平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	10.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	铜接头95平方；铜接头	ELEC-000249 电缆连接管 铜连接管 95平方 材质：铜；适配线径：95平方 铜接头95平方；铜接头 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000249	1		2026-07-08
ELEC-000250	电缆连接管	铜连接管 70平方	材质：铜；适配线径：70平方		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	只	只	1	8.00	CNY	按只估价；按物料族“接线端子/线鼻子”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	铜接头70平方；铜接头	ELEC-000250 电缆连接管 铜连接管 70平方 材质：铜；适配线径：70平方 铜接头70平方；铜接头 接线端子/线鼻子			active	standard	auto_select_allowed	ELEC-000250	1		2026-07-08
ELEC-000251	断路器	塑壳断路器 630A 3P	型号：CM3E-630-3300；电流：630A；极数：3P；结构：塑壳		电气电料/低压电器	电气电料	低压电器	低压电器	个	个	1	500.00	CNY	按个估价，品牌常熟；按物料族“低压电器”抽样复核中位数调整；样本数=5；可靠性=high；调整系数=1.0000；金额按四舍五入保留两位小数。	常熟断路器CM3E-630-3300；塑壳断路器	ELEC-000251 断路器 塑壳断路器 630A 3P 型号：CM3E-630-3300；电流：630A；极数：3P；结构：塑壳 常熟断路器CM3E-630-3300；塑壳断路器 低压电器 常熟	常熟		active	standard	auto_select_allowed	ELEC-000251	1		2026-07-08
ELEC-000252	声光报警器	声光报警器 LED 24V	光源：LED；电压：24V；类型：声光一体		弱电安防/监控安防	弱电安防	监控安防	监控安防	只	只	1	88.50	CNY	按只估价；按物料族“监控安防”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.4750；金额按四舍五入保留两位小数。	LED声光报警器24V；LED声光报警器	ELEC-000252 声光报警器 声光报警器 LED 24V 光源：LED；电压：24V；类型：声光一体 LED声光报警器24V；LED声光报警器 监控安防			active	standard	auto_select_allowed	ELEC-000252	1		2026-07-08
ELEC-000253	电源转换器	电源转换器 输入24V 输出12V 2A	输入电压：24V；输出电压：12V；电流：2A		电气电料/低压电器	电气电料	低压电器	低压电器	只	只	1	25.00	CNY	按只估价；按物料族“低压电器”抽样复核中位数调整；样本数=5；可靠性=high；调整系数=1.0000；金额按四舍五入保留两位小数。	电源转换器24V转12V2A；电源转换器	ELEC-000253 电源转换器 电源转换器 输入24V 输出12V 2A 输入电压：24V；输出电压：12V；电流：2A 电源转换器24V转12V2A；电源转换器 低压电器			active	standard	auto_select_allowed	ELEC-000253	1		2026-07-08
ELEC-TIE-000001	扎带	扎带 10*400mm	规格：10*400mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包	包	1	10.40	CNY	Estimated based on typical price per pack for 10*400mm nylon cable ties.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	10*400mm扎带；尼龙扎带；10*400mm尼龙扎带	ELEC-TIE-000001 扎带 扎带 10*400mm 规格：10*400mm；材质：尼龙 10*400mm扎带；尼龙扎带；10*400mm尼龙扎带 电工辅材			active	standard	auto_select_allowed	ELEC-TIE-000001	1		2026-07-08
ELEC-TIE-000002	扎带	扎带 10*500mm	规格：10*500mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包	包	1	13.00	CNY	Estimated based on typical price per pack for 10*500mm nylon cable ties.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	10*500mm扎带；尼龙扎带；10*500mm大包扎带；10*500mm尼龙扎带；尼龙扎带10*500mm	ELEC-TIE-000002 扎带 扎带 10*500mm 规格：10*500mm；材质：尼龙 10*500mm扎带；尼龙扎带；10*500mm大包扎带；10*500mm尼龙扎带；尼龙扎带10*500mm 电工辅材			active	standard	auto_select_allowed	ELEC-TIE-000002	1		2026-07-08
ELEC-TIE-000003	扎带	扎带 10*50mm	规格：10*50mm；材质：尼龙；包装数量：200根/包		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包	包	1	6.93	CNY	Estimated based on typical price per pack of 200 pieces for 10*50mm nylon cable ties.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	10*50mm扎带200根；尼龙扎带	ELEC-TIE-000003 扎带 扎带 10*50mm 规格：10*50mm；材质：尼龙；包装数量：200根/包 10*50mm扎带200根；尼龙扎带 电工辅材			active	standard	auto_select_allowed	ELEC-TIE-000003	1		2026-07-08
ELEC-TIE-000007	扎带	扎带 10*300mm	规格：10*300mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包	包	1	8.67	CNY	Estimated based on typical price per pack for 10*300mm nylon cable ties.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	10*300mm尼龙扎带；尼龙扎带	ELEC-TIE-000007 扎带 扎带 10*300mm 规格：10*300mm；材质：尼龙 10*300mm尼龙扎带；尼龙扎带 电工辅材			active	standard	auto_select_allowed	ELEC-TIE-000007	1		2026-07-08
ELEC-TIE-000008	扎带	扎带 8*300mm	规格：8*300mm；材质：尼龙		电气电料/电工辅材	电气电料	电工辅材	电工辅材	包	包	1	7.80	CNY	Estimated based on typical price per pack for 8*300mm nylon cable ties.；按物料族“电工辅材”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.8667；金额按四舍五入保留两位小数。	8*300mm扎带；尼龙扎带	ELEC-TIE-000008 扎带 扎带 8*300mm 规格：8*300mm；材质：尼龙 8*300mm扎带；尼龙扎带 电工辅材			active	standard	auto_select_allowed	ELEC-TIE-000008	1		2026-07-08
FAST-000001	膨胀锚栓	膨胀锚栓 M14*120	规格/口径：M14；长度：120mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	2.55	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	14*120膨胀螺丝；膨胀螺丝；膨胀锚栓	FAST-000001 膨胀锚栓 膨胀锚栓 M14*120 规格/口径：M14；长度：120mm；表面处理：镀锌 14*120膨胀螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000001	1		2026-07-08
FAST-000002	膨胀锚栓	膨胀锚栓 M10*70	规格/口径：M10；长度：70mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	1.02	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	10*70爆炸螺丝；爆炸螺丝；膨胀螺丝；膨胀锚栓	FAST-000002 膨胀锚栓 膨胀锚栓 M10*70 规格/口径：M10；长度：70mm；表面处理：镀锌 10*70爆炸螺丝；爆炸螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000002	1		2026-07-08
FAST-000003	平垫圈	平垫圈 M14	规格：M14		紧固件与连接件/垫圈/垫片	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	个	1	0.58	CNY	按单个估价，M14平垫圈市场价约0.2元/个；按物料族“垫圈/垫片”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9166；金额按四舍五入保留两位小数。	14垫片；平垫片；垫圈	FAST-000003 平垫圈 平垫圈 M14 规格：M14 14垫片；平垫片；垫圈 垫圈/垫片			active	standard	auto_select_allowed	FAST-000003	1		2026-07-08
FAST-000004	膨胀锚栓	膨胀锚栓 M12*80	规格/口径：M12；长度：80mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	1.36	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	M12*80膨胀螺丝；膨胀螺丝；膨胀锚栓；膨胀螺丝Φ12*80	FAST-000004 膨胀锚栓 膨胀锚栓 M12*80 规格/口径：M12；长度：80mm；表面处理：镀锌 M12*80膨胀螺丝；膨胀螺丝；膨胀锚栓；膨胀螺丝Φ12*80 膨胀锚栓			active	standard	auto_select_allowed	FAST-000004	1		2026-07-08
FAST-000005	花篮螺丝	花篮螺丝 M20	螺纹规格：M20；材质：碳钢；表面处理：镀锌		吊装索具/花篮螺丝/紧线器（候选）	吊装索具	花篮螺丝/紧线器（候选）	花篮螺丝/紧线器（候选）	只	只	1	19.20	CNY	按只估价；按物料族“花篮螺丝/紧线器（候选）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.4000；金额按四舍五入保留两位小数。	M20花篮；花篮螺丝	FAST-000005 花篮螺丝 花篮螺丝 M20 螺纹规格：M20；材质：碳钢；表面处理：镀锌 M20花篮；花篮螺丝 花篮螺丝/紧线器（候选）			active	standard	auto_select_allowed	FAST-000005	1		2026-07-08
FAST-000006	平垫圈	平垫圈 M30	规格：M30		紧固件与连接件/垫圈/垫片	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	个	1	1.17	CNY	按单个估价，M30平垫圈市场价约0.4元/个；按物料族“垫圈/垫片”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9166；金额按四舍五入保留两位小数。	M30平垫；平垫片；垫圈	FAST-000006 平垫圈 平垫圈 M30 规格：M30 M30平垫；平垫片；垫圈 垫圈/垫片			active	standard	auto_select_allowed	FAST-000006	1		2026-07-08
FAST-000007	平垫圈	平垫圈 M27	规格：M27		紧固件与连接件/垫圈/垫片	紧固件与连接件	垫圈/垫片	垫圈/垫片	个	个	1	0.87	CNY	按单个估价，M27平垫圈市场价约0.3元/个；按物料族“垫圈/垫片”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.9166；金额按四舍五入保留两位小数。	M27平垫；平垫片；垫圈	FAST-000007 平垫圈 平垫圈 M27 规格：M27 M27平垫；平垫片；垫圈 垫圈/垫片			active	standard	auto_select_allowed	FAST-000007	1		2026-07-08
FAST-000008	膨胀锚栓	膨胀锚栓 M20*140	规格/口径：M20；长度：140mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	4.25	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	M20*140膨胀螺丝；膨胀螺丝；膨胀锚栓	FAST-000008 膨胀锚栓 膨胀锚栓 M20*140 规格/口径：M20；长度：140mm；表面处理：镀锌 M20*140膨胀螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000008	1		2026-07-08
FAST-000009	膨胀锚栓	膨胀锚栓 M22*140	规格/口径：M22；长度：140mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	5.10	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	M22*140膨胀螺丝；膨胀螺丝；膨胀锚栓	FAST-000009 膨胀锚栓 膨胀锚栓 M22*140 规格/口径：M22；长度：140mm；表面处理：镀锌 M22*140膨胀螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000009	1		2026-07-08
FAST-000010	花篮螺丝	花篮螺丝 M10	螺纹规格：M10；材质：碳钢；表面处理：镀锌		吊装索具/花篮螺丝/紧线器（候选）	吊装索具	花篮螺丝/紧线器（候选）	花篮螺丝/紧线器（候选）	只	只	1	7.20	CNY	按只估价；按物料族“花篮螺丝/紧线器（候选）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.4000；金额按四舍五入保留两位小数。	10厘花篮；花篮螺丝；花篮螺栓	FAST-000010 花篮螺丝 花篮螺丝 M10 螺纹规格：M10；材质：碳钢；表面处理：镀锌 10厘花篮；花篮螺丝；花篮螺栓 花篮螺丝/紧线器（候选）			active	standard	auto_select_allowed	FAST-000010	1		2026-07-08
FAST-000011	膨胀锚栓	膨胀锚栓 M8*60	规格/口径：M8；长度：60mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	0.68	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	8*60膨胀螺丝；膨胀螺丝；膨胀锚栓	FAST-000011 膨胀锚栓 膨胀锚栓 M8*60 规格/口径：M8；长度：60mm；表面处理：镀锌 8*60膨胀螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000011	1		2026-07-08
FAST-000012	膨胀锚栓	膨胀锚栓 M6*60	规格/口径：M6；长度：60mm；表面处理：镀锌		紧固件与连接件/膨胀锚栓	紧固件与连接件	膨胀锚栓	膨胀锚栓	个	个	1	0.51	CNY	按单个价，单价对应单位=个；按物料族“膨胀锚栓”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.7000；金额按四舍五入保留两位小数。	6厘膨胀螺丝；膨胀螺丝；膨胀锚栓	FAST-000012 膨胀锚栓 膨胀锚栓 M6*60 规格/口径：M6；长度：60mm；表面处理：镀锌 6厘膨胀螺丝；膨胀螺丝；膨胀锚栓 膨胀锚栓			active	standard	auto_select_allowed	FAST-000012	1		2026-07-08
FAST-000013	外六角螺栓套件	外六角螺栓套件 M22*100	规格：M22*100；材质：碳钢；强度等级：8.8；表面处理：镀锌；套件组成：平垫+弹垫+螺母		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套	套	1	3.60	CNY	按套市场估价；按物料族“螺丝/螺栓”抽样复核中位数调整；样本数=11；可靠性=medium；调整系数=1.2000；金额按四舍五入保留两位小数。	22*100螺丝；六角螺栓组件；螺丝套件	FAST-000013 外六角螺栓套件 外六角螺栓套件 M22*100 规格：M22*100；材质：碳钢；强度等级：8.8；表面处理：镀锌；套件组成：平垫+弹垫+螺母 22*100螺丝；六角螺栓组件；螺丝套件 螺丝/螺栓			active	standard	auto_select_allowed	FAST-000013	1		2026-07-08
