item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	v05_original_item_name	v05_type_id	v05_standard_name	v05_decision	v05_review	v05_validation	v05_attribute_template	v05_issues
CHEM-000077	黄油嘴	黄油嘴 直通 M20*1.5	角度：直通；螺纹：M20*1.5		设备备件/润滑配件	设备备件	润滑配件	润滑配件	个	个	1	1.61	CNY	按1个估价；按物料族“润滑配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.1607；金额按四舍五入保留两位小数。	20*1.5黄油嘴；黄油嘴	CHEM-000077 黄油嘴 黄油嘴 直通 M20*1.5 角度：直通；螺纹：M20*1.5 20*1.5黄油嘴；黄油嘴 润滑配件			active	standard	auto_select_allowed	CHEM-000077	1	v0.5标准类型：MT-F2BDF488FE05；旧名称：黄油嘴	2026-07-08	黄油嘴	MT-F2BDF488FE05	黄油嘴	keep：补充角度属性后已覆盖全部黄油嘴SKU，含角度规格的旧名称归入本类型。	角度作为属性合并弯头在证据上成立，接头类型边界清晰。	frozen	螺纹(required)；角度(required)；材质(optional)	
CHEM-000078	洗洁精	洗洁精 4kg	容量：4kg		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	桶	桶	1	34.13	CNY	按4kg桶装估价；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	洗洁精4KG；洗洁精	CHEM-000078 洗洁精 洗洁精 4kg 容量：4kg 洗洁精4KG；洗洁精 清洁用品			active	standard	auto_select_allowed	CHEM-000078	1	v0.5标准类型：MT-533BD564EE08；旧名称：洗洁精	2026-07-08	洗洁精	MT-533BD564EE08	洗洁精	keep：洗涤剂类型独立，容量归SKU属性。	清洁用品类型定义清晰，容量/尺寸等属性覆盖完整。	frozen	容量(required)	
CHEM-000079	人工草皮	人工草皮 3.0 背胶	草高：3.0；背胶：是；密度：常用密度		建筑材料/装饰装修材料	建筑材料	装饰装修材料	装饰装修材料	平方米	平方米	1	35.32	CNY	按平方米估价，含背胶；按物料族“装饰装修材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2613；金额按四舍五入保留两位小数。	3.0背胶草皮；背胶草皮	CHEM-000079 人工草皮 人工草皮 3.0 背胶 草高：3.0；背胶：是；密度：常用密度 3.0背胶草皮；背胶草皮 装饰装修材料			active	standard	auto_select_allowed	CHEM-000079	1	v0.5标准类型：MT-7A84B38CEDD9；旧名称：人工草皮	2026-07-08	人工草皮	MT-7A84B38CEDD9	人工草皮	keep：人工草皮为仿草皮铺装材料，草高等为SKU属性。	所有类型和名称决定均通过，类型边界清楚，属性模板覆盖现有SKU。	frozen	草高(required)；密度(optional)；颜色(optional)；特征(optional)；背胶(optional)	
CHEM-000080	胶枪	胶枪 玻璃胶/硅胶	适用材料：玻璃胶/硅胶；类型：通用		工具量具/胶枪/施胶工具（候选新增）	工具量具	胶枪/施胶工具（候选新增）	胶枪/施胶工具（候选新增）	把	把	1	64.53	CNY	按把估价；按物料族“胶枪/施胶工具（候选新增）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.9333；金额按四舍五入保留两位小数。	玻璃硅胶枪；硅胶枪	CHEM-000080 胶枪 胶枪 玻璃胶/硅胶 适用材料：玻璃胶/硅胶；类型：通用 玻璃硅胶枪；硅胶枪 胶枪/施胶工具（候选新增）			active	standard	auto_select_allowed	CHEM-000080	1	v0.5标准类型：MT-8E0745C32BBC；旧名称：胶枪	2026-07-08	胶枪	MT-8E0745C32BBC	胶枪	keep：胶枪名称合格，适用材料设为必填	发泡剂枪与胶枪类型边界清晰，属性模板足以覆盖并区分现有SKU。	frozen	适用材料(required)；类型(optional)	
CHEM-000081	机油	机油 46# 道达尔 20L/桶	品牌：道达尔；牌号：46#；容量：20L/桶		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑油	桶	桶	1	933.75	CNY	按1桶20L估价；按物料族“润滑油”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	道达尔46#机油20升；机油	CHEM-000081 机油 机油 46# 道达尔 20L/桶 品牌：道达尔；牌号：46#；容量：20L/桶 道达尔46#机油20升；机油 润滑油 道达尔	道达尔		active	standard	auto_select_allowed	CHEM-000081	1	v0.5标准类型：MT-EB54F5C192D0；旧名称：机油	2026-07-08	机油	MT-EB54F5C192D0	机油	keep：机油为独立内燃机润滑油类型。	各类润滑油按用途和结构区分清楚，品牌、牌号、容量、适用设备等属性覆盖原SKU。	frozen	品牌(optional)；等级(optional)；容量(optional)	
CHEM-000082	密封胶	密封胶 管片密封 5kg/桶	用途：管片密封；包装：5kg/桶		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	桶	桶	1	120.00	CNY	按桶计价，5kg/桶，80元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	管片密封胶水；管片密封胶	CHEM-000082 密封胶 密封胶 管片密封 5kg/桶 用途：管片密封；包装：5kg/桶 管片密封胶水；管片密封胶 胶粘密封			active	needs_review	auto_select_allowed	CHEM-000082	1		2026-07-08	密封胶			keep：密封胶作为非定型密封材料类型稳定，材料体系、用途等为属性。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		定义中包含硅酮基材，与玻璃胶类型边界重叠；且observed_spec_keys中的'类型'键未在属性模板中体现，模板不足以覆盖现有SKU。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000083	泡棉双面胶带	双面胶带 泡沫 厚 10mm	基材：泡沫；宽度：10mm；长度：5m；厚度：厚		包装覆盖周转/胶带标签	包装覆盖周转	胶带标签	胶带标签	卷	卷	1	4.80	CNY	按卷估价，每卷5m；按物料族“胶带标签”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6000；金额按四舍五入保留两位小数。	厚泡沫双面胶；泡沫双面胶	CHEM-000083 双面胶带 双面胶带 泡沫 厚 10mm 基材：泡沫；宽度：10mm；长度：5m；厚度：厚 厚泡沫双面胶；泡沫双面胶 胶带标签			active	standard	auto_select_allowed	CHEM-000083	1	v0.5标准类型：MT-2C6F9D2B1067；旧名称：双面胶带	2026-07-08	双面胶带	MT-2C6F9D2B1067	泡棉双面胶带	rename：该族现有双面胶带均为海绵/泡沫/泡沫棉泡棉基材；更名为泡棉双面胶带，与胶粘密封族通用双面胶带形成清晰边界。	审查通过。标准名称未混入品牌、包装或尺寸，类型边界与旧名称覆盖均无实质问题。	frozen	基材(required)；宽度(required)；长度(required)；厚度(optional)	
CHEM-000084	流量计	流量计 DN150 橡胶自动	公称直径：DN150；材质/衬里：橡胶；类型：自动；连接方式：法兰		工具量具/检测仪器（候选新增）	工具量具	检测仪器（候选新增）	检测仪器（候选新增）	台	台	1	2950.05	CNY	按DN150橡胶衬里流量计市场价估价，单价对应单位=台；按物料族“检测仪器（候选新增）”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.9667；金额按四舍五入保留两位小数。	DN150橡胶自动流量计；流量计	CHEM-000084 流量计 流量计 DN150 橡胶自动 公称直径：DN150；材质/衬里：橡胶；类型：自动；连接方式：法兰 DN150橡胶自动流量计；流量计 检测仪器（候选新增）			active	needs_review	auto_select_allowed	CHEM-000084	1		2026-07-08	流量计			keep：流量计用于流体流量测量，类型明确。	压力表类型存在required属性与现有SKU不匹配的问题，需revise；其余类型及全部名称决定通过。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000085	防锈润滑剂	防锈润滑剂 DM40 350ml/瓶	型号：DM40；容量：350ml/瓶；功能：防锈润滑		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	防锈除锈	瓶	瓶	1	77.81	CNY	按1瓶350ml估价；按物料族“防锈除锈”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	DM40防锈润滑剂；防锈润滑剂	CHEM-000085 防锈润滑剂 防锈润滑剂 DM40 350ml/瓶 型号：DM40；容量：350ml/瓶；功能：防锈润滑 DM40防锈润滑剂；防锈润滑剂 防锈除锈			active	standard	auto_select_allowed	CHEM-000085	1	v0.5标准类型：MT-31866361124C；旧名称：防锈润滑剂	2026-07-08	防锈润滑剂	MT-31866361124C	防锈润滑剂	keep：名称合格，品牌和容量留在SKU属性。	两类功能剂边界清楚，品牌/容量留在属性，旧名称全覆盖。	frozen	品牌/型号(optional)；容量(optional)	
CHEM-000087	快速接头胶垫	胶垫 63	规格/口径：63；类型：胶垫		设备备件/密封垫片	设备备件	密封垫片	密封垫片	个	个	1	3.50	CNY	按个估价，单价对应单位=个；按物料族“密封垫片”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	63快速接头胶垫；快速接头胶垫	CHEM-000087 胶垫 胶垫 63 规格/口径：63；类型：胶垫 63快速接头胶垫；快速接头胶垫 密封垫片			active	standard	auto_select_allowed	CHEM-000087	1	v0.5标准类型：MT-96A19CDD2689；旧名称：胶垫	2026-07-08	胶垫	MT-96A19CDD2689	快速接头胶垫	rename：旧名称过宽，证据均为快速接头胶垫，标准名收窄为快速接头胶垫。	类型和名称决定均有原始证据支持，边界清晰。	frozen	口径(required)；材质(optional)	
CHEM-000088	快速接头胶垫	胶垫 50	规格/口径：50；类型：胶垫		设备备件/密封垫片	设备备件	密封垫片	密封垫片	个	个	1	2.80	CNY	按个估价，单价对应单位=个；按物料族“密封垫片”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.4000；金额按四舍五入保留两位小数。	50胶垫；胶垫	CHEM-000088 胶垫 胶垫 50 规格/口径：50；类型：胶垫 50胶垫；胶垫 密封垫片			active	standard	auto_select_allowed	CHEM-000088	1	v0.5标准类型：MT-96A19CDD2689；旧名称：胶垫	2026-07-08	胶垫	MT-96A19CDD2689	快速接头胶垫	rename：旧名称过宽，证据均为快速接头胶垫，标准名收窄为快速接头胶垫。	类型和名称决定均有原始证据支持，边界清晰。	frozen	口径(required)；材质(optional)	
CHEM-000089	橡胶加工件	橡胶加工件 截面200x5mm 按米	材质：橡胶；截面：200x5mm；计价单位：米		定制加工件/定制橡胶件（候选）	定制加工件	定制橡胶件（候选）	定制橡胶件（候选）	米	米	1	22.50	CNY	按每米长度估价，截面200x5mm；按物料族“定制橡胶件（候选）”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5000；金额按四舍五入保留两位小数。	定做橡胶200*5；定制橡胶条/板；橡胶加工件	CHEM-000089 橡胶加工件 橡胶加工件 截面200x5mm 按米 材质：橡胶；截面：200x5mm；计价单位：米 定做橡胶200*5；定制橡胶条/板；橡胶加工件 定制橡胶件（候选）			active	standard	auto_select_allowed	CHEM-000089	1	v0.5标准类型：MT-5665A4B7B843；旧名称：橡胶加工件	2026-07-08	橡胶加工件	MT-5665A4B7B843	橡胶加工件	keep：名称稳定，截面和材质留在SKU属性。	定制橡胶件各类型按形态和功能区分，属性覆盖尺寸/材质/截面。	frozen	截面积(optional)；材质(optional)；计价单位(optional)	
CHEM-000090	清洗机专用油	清洗机专用油 500mL/瓶	适用设备：清洗机；容量：500mL/瓶		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑油	瓶	瓶	1	93.38	CNY	按1瓶500mL估价；按物料族“润滑油”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	清洗机专用油	CHEM-000090 清洗机专用油 清洗机专用油 500mL/瓶 适用设备：清洗机；容量：500mL/瓶 清洗机专用油 润滑油			active	standard	auto_select_allowed	CHEM-000090	1	v0.5标准类型：MT-336F13215B77；旧名称：清洗机专用油	2026-07-08	清洗机专用油	MT-336F13215B77	清洗机专用油	keep：清洗机专用油为独立设备专用油类型。	各类润滑油按用途和结构区分清楚，品牌、牌号、容量、适用设备等属性覆盖原SKU。	frozen	适用设备(optional)；容量(optional)	
CHEM-000091	高压清洗机滤网	高压清洗机滤网 25mm	外径：25mm		设备备件/泵类配件	设备备件	泵类配件	泵类配件	个	个	1	6.33	CNY	按1个估价；按物料族“泵类配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	25MM高压清洗剂滤网；高压清洗机滤网	CHEM-000091 高压清洗机滤网 高压清洗机滤网 25mm 外径：25mm 25MM高压清洗剂滤网；高压清洗机滤网 泵类配件			active	standard	auto_select_allowed	CHEM-000091	1	v0.5标准类型：MT-B1F91331D072；旧名称：高压清洗机滤网	2026-07-08	高压清洗机滤网	MT-B1F91331D072	高压清洗机滤网	keep：现有名称已是稳定类型，外径放入SKU属性。	未发现实质问题，类型定义、名称决定和属性模板均可通过。	frozen	外径(required)	
CHEM-000092	润滑脂	润滑脂 克虏伯 NB52 1kg/罐	品牌：克虏伯；型号：NB52；包装：1kg/罐		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑脂	罐	罐	1	249.00	CNY	按1罐1kg估价；按物料族“润滑脂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	克虏伯油脂NB52；润滑脂	CHEM-000092 润滑脂 润滑脂 克虏伯 NB52 1kg/罐 品牌：克虏伯；型号：NB52；包装：1kg/罐 克虏伯油脂NB52；润滑脂 润滑脂 克虏伯	克虏伯		active	standard	auto_select_allowed	CHEM-000092	1	v0.5标准类型：MT-2849DC3D05E4；旧名称：润滑脂	2026-07-08	润滑脂	MT-2849DC3D05E4	润滑脂	keep：克虏伯NB52只证明品牌/型号，不足以推断设备专用，保留为未标注用途的润滑脂。	类型按用途/工况区分清楚，未对设备用途作无依据推断，旧名称覆盖完整。	frozen	品牌(required)；型号(required)；包装容量(optional)	
CHEM-000093	泵头	泵头 黑猫 QL-380	品牌：黑猫；型号：QL-380		设备备件/泵类配件	设备备件	泵类配件	泵类配件	个	个	1	126.66	CNY	按个估价，单价对应单位=个；按物料族“泵类配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.6333；金额按四舍五入保留两位小数。	黑猫清洗剂泵头；清洗剂泵头	CHEM-000093 泵头 泵头 黑猫 QL-380 品牌：黑猫；型号：QL-380 黑猫清洗剂泵头；清洗剂泵头 泵类配件 黑猫	黑猫		active	standard	auto_select_allowed	CHEM-000093	1	v0.5标准类型：MT-8EFBFA8E3D41；旧名称：泵头	2026-07-08	泵头	MT-8EFBFA8E3D41	泵头	keep：现有名称已是稳定类型，品牌和型号放入SKU属性。	未发现实质问题，类型定义、名称决定和属性模板均可通过。	frozen	品牌(optional)；型号(required)	
CHEM-000094	密封胶	密封胶 聚氨酯 600mL 普赛达	品牌：普赛达；容量：600mL；材料/体系：聚氨酯		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	27.00	CNY	按支计价，每支600mL，18元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	普赛达聚氨酯密封胶600mL；聚氨酯密封胶	CHEM-000094 密封胶 密封胶 聚氨酯 600mL 普赛达 品牌：普赛达；容量：600mL；材料/体系：聚氨酯 普赛达聚氨酯密封胶600mL；聚氨酯密封胶 胶粘密封 普赛达	普赛达		active	needs_review	auto_select_allowed	CHEM-000094	1		2026-07-08	密封胶			keep：密封胶作为非定型密封材料类型稳定，材料体系、用途等为属性。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		定义中包含硅酮基材，与玻璃胶类型边界重叠；且observed_spec_keys中的'类型'键未在属性模板中体现，模板不足以覆盖现有SKU。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000095	齿轮油	齿轮油 长城 18L/桶	品牌：长城；包装：18L/桶		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑油	桶	桶	1	778.13	CNY	按1桶18L估价；按物料族“润滑油”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	长城齿轮油18L；齿轮油	CHEM-000095 齿轮油 齿轮油 长城 18L/桶 品牌：长城；包装：18L/桶 长城齿轮油18L；齿轮油 润滑油 长城	长城		active	standard	auto_select_allowed	CHEM-000095	1	v0.5标准类型：MT-7B5749411F6B；旧名称：齿轮油	2026-07-08	齿轮油	MT-7B5749411F6B	齿轮油	keep：齿轮油为独立齿轮传动用油类型。	各类润滑油按用途和结构区分清楚，品牌、牌号、容量、适用设备等属性覆盖原SKU。	frozen	型号(optional)；包装(optional)；品牌(optional)	
CHEM-000096	密封胶	密封胶 聚氨酯 普赛达 600ml	品牌：普赛达；材料：聚氨酯；容量：600ml		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	27.00	CNY	按支计价，每支600ml，18元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	普赛达聚氨酯密封胶；聚氨酯密封胶	CHEM-000096 密封胶 密封胶 聚氨酯 普赛达 600ml 品牌：普赛达；材料：聚氨酯；容量：600ml 普赛达聚氨酯密封胶；聚氨酯密封胶 胶粘密封 普赛达	普赛达		active	needs_review	auto_select_allowed	CHEM-000096	1		2026-07-08	密封胶			keep：密封胶作为非定型密封材料类型稳定，材料体系、用途等为属性。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		定义中包含硅酮基材，与玻璃胶类型边界重叠；且observed_spec_keys中的'类型'键未在属性模板中体现，模板不足以覆盖现有SKU。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000097	密封胶	密封胶 普赛达 300ml	品牌：普赛达；容量：300ml		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	18.00	CNY	按支计价，每支300ml，12元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	普赛达密封胶；密封胶	CHEM-000097 密封胶 密封胶 普赛达 300ml 品牌：普赛达；容量：300ml 普赛达密封胶；密封胶 胶粘密封 普赛达	普赛达		active	needs_review	auto_select_allowed	CHEM-000097	1		2026-07-08	密封胶			keep：密封胶作为非定型密封材料类型稳定，材料体系、用途等为属性。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		定义中包含硅酮基材，与玻璃胶类型边界重叠；且observed_spec_keys中的'类型'键未在属性模板中体现，模板不足以覆盖现有SKU。；该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000098	胶水	PVC胶水 1KG/瓶	适用材料：PVC；容量：1KG		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	瓶	瓶	1	22.50	CNY	按瓶计价，每瓶1KG，15元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	PVC胶水	CHEM-000098 胶水 PVC胶水 1KG/瓶 适用材料：PVC；容量：1KG PVC胶水 胶粘密封			active	needs_review	auto_select_allowed	CHEM-000098	1		2026-07-08	胶水			merge：按评审意见，胶水与胶粘剂均为通用粘接剂通称，合并为通用胶粘剂，避免同义类型重叠。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000099	自喷漆	自喷漆 绿色 400ml	颜色：绿色；容量：400ml		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	瓶	1	23.33	CNY	按每瓶10元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	绿色自喷漆；自喷漆	CHEM-000099 自喷漆 自喷漆 绿色 400ml 颜色：绿色；容量：400ml 绿色自喷漆；自喷漆 油漆涂料			active	standard	auto_select_allowed	CHEM-000099	1	v0.5标准类型：MT-3BF81E32BAFC；旧名称：自喷漆	2026-07-08	自喷漆	MT-3BF81E32BAFC	自喷漆	keep：气雾罐自喷漆商品特征明确。	类型边界清楚，旧名称全部覆盖，标准名未混入品牌、尺寸或包装。	frozen	品牌(optional)；颜色(required)；容量(required)	
CHEM-000101	封箱胶带	封箱胶带 48mm*100m	宽度：48mm；长度：100m		包装覆盖周转/胶带标签	包装覆盖周转	胶带标签	胶带标签	卷	卷	1	12.00	CNY	按卷估价，每卷100m；按物料族“胶带标签”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6000；金额按四舍五入保留两位小数。	封箱带；封箱胶带；3M透明胶带；透明胶带	CHEM-000101 封箱胶带 封箱胶带 48mm*100m 宽度：48mm；长度：100m 封箱带；封箱胶带；3M透明胶带；透明胶带 胶带标签 3M	3M		active	standard	auto_select_allowed	CHEM-000101	1	v0.5标准类型：MT-4F7924C8DD76；旧名称：封箱胶带	2026-07-08	封箱胶带	MT-4F7924C8DD76	封箱胶带	keep：标准名称稳定，按宽度/长度/颜色区分SKU。	审查通过。标准名称未混入品牌、包装或尺寸，类型边界与旧名称覆盖均无实质问题。	frozen	宽度(required)；长度(required)；颜色(optional)	
CHEM-000102	防锈漆	防锈漆 白色 18KG/桶 立邦	颜色：白色；包装：18KG/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	419.99	CNY	按1桶18KG估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	立邦白色防锈漆18KG；防锈漆	CHEM-000102 防锈漆 防锈漆 白色 18KG/桶 立邦 颜色：白色；包装：18KG/桶 立邦白色防锈漆18KG；防锈漆 油漆涂料 立邦	立邦		active	standard	auto_select_allowed	CHEM-000102	1	v0.5标准类型：MT-730ABDA2E578；旧名称：防锈漆	2026-07-08	防锈漆	MT-730ABDA2E578	防锈漆	keep：以防锈功能为采购入口，类型稳定。	类型边界清楚，旧名称全部覆盖，标准名未混入品牌、尺寸或包装。	frozen	品牌(optional)；颜色(optional)；包装容量(optional)	
CHEM-000103	稀释剂	稀释剂 12KG/桶 立邦	包装：12KG/桶		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	桶	桶	1	104.80	CNY	按1桶12KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	立邦稀释剂12KG；稀释剂；稀释剂12kg	CHEM-000103 稀释剂 稀释剂 12KG/桶 立邦 包装：12KG/桶 立邦稀释剂12KG；稀释剂；稀释剂12kg 清洗脱漆剂 立邦	立邦		active	standard	auto_select_allowed	CHEM-000103	1	v0.5标准类型：MT-0981473E7197；旧名称：稀释剂	2026-07-08	稀释剂	MT-0981473E7197	稀释剂	keep：稀释剂为独立油漆稀释剂类型。	各类清洗脱漆剂类型定义清楚，容量、包装、用途、适用对象等属性覆盖原SKU，旧名称全部覆盖。	frozen	包装(optional)	
CHEM-000106	螺纹锁固胶	螺纹锁固胶 乐泰 243 50ml	型号：243；容量：50ml；品牌：乐泰		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	瓶	瓶	1	30.00	CNY	按瓶计价，每瓶50ml，20元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	乐泰243胶水；螺纹锁固胶	CHEM-000106 螺纹锁固胶 螺纹锁固胶 乐泰 243 50ml 型号：243；容量：50ml；品牌：乐泰 乐泰243胶水；螺纹锁固胶 胶粘密封 乐泰 243	乐泰	243	active	needs_review	auto_select_allowed	CHEM-000106	1		2026-07-08	螺纹锁固胶			keep：螺纹锁固胶用于螺纹防松，功能定位明确。	密封胶和聚氨酯堵漏剂类型存在属性模板或边界重叠问题，需revise；其余类型及全部名称决定通过。	review_required		该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。
CHEM-000107	滚筒刷	滚筒刷 大号	规格：大号		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	只	只	1	9.33	CNY	按只估价，大号滚筒刷；按物料族“刷涂耗材”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.1666；金额按四舍五入保留两位小数。	大油漆滚筒；油漆滚筒大号；滚筒大号；大号滚筒	CHEM-000107 滚筒刷 滚筒刷 大号 规格：大号 大油漆滚筒；油漆滚筒大号；滚筒大号；大号滚筒 刷涂耗材			active	standard	auto_select_allowed	CHEM-000107	1	v0.5标准类型：MT-E5CE27BC4AAB；旧名称：滚筒刷	2026-07-08	滚筒刷	MT-E5CE27BC4AAB	滚筒刷	keep：滚筒刷为稳定刷涂耗材类型，规格和宽度入属性。	刷涂耗材各类型边界清楚，材质、规格和柄体特征均入属性，未发现实质问题。	frozen	口径(required)；滚刷宽度(optional)；用途(optional)	
CHEM-000108	防锈漆	防锈漆 桔黄色 18KG/桶 立邦	颜色：桔黄色；包装：18KG/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	419.99	CNY	按1桶18KG估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	立邦桔黄色防锈漆18kg；防锈漆	CHEM-000108 防锈漆 防锈漆 桔黄色 18KG/桶 立邦 颜色：桔黄色；包装：18KG/桶 立邦桔黄色防锈漆18kg；防锈漆 油漆涂料 立邦	立邦		active	standard	auto_select_allowed	CHEM-000108	1	v0.5标准类型：MT-730ABDA2E578；旧名称：防锈漆	2026-07-08	防锈漆	MT-730ABDA2E578	防锈漆	keep：以防锈功能为采购入口，类型稳定。	类型边界清楚，旧名称全部覆盖，标准名未混入品牌、尺寸或包装。	frozen	品牌(optional)；颜色(optional)；包装容量(optional)	
CHEM-000110	防锈漆	防锈漆 深黄 18KG/桶 立邦	颜色：深黄；包装：18KG/桶		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	419.99	CNY	按1桶18KG估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	立邦深黄防锈漆18KG；防锈漆	CHEM-000110 防锈漆 防锈漆 深黄 18KG/桶 立邦 颜色：深黄；包装：18KG/桶 立邦深黄防锈漆18KG；防锈漆 油漆涂料 立邦	立邦		active	standard	auto_select_allowed	CHEM-000110	1	v0.5标准类型：MT-730ABDA2E578；旧名称：防锈漆	2026-07-08	防锈漆	MT-730ABDA2E578	防锈漆	keep：以防锈功能为采购入口，类型稳定。	类型边界清楚，旧名称全部覆盖，标准名未混入品牌、尺寸或包装。	frozen	品牌(optional)；颜色(optional)；包装容量(optional)	
