batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_009	劳保防护	眼面防护	SAFE-000117	焊罩镜片	适配：焊罩；颜色：白/黑		盒	焊罩镜片 白 黑	needs_review	缺失规格：类型；材质；规格；安全等级；认证标准；整理依据：颜色白/黑按原描述保留；遮光号/每盒数量缺失；导入口径：do_not_import_missing_specs；重分类：劳保耗材/眼面防护 -> 劳保防护/眼面防护；分类置信度：high；焊罩镜片服务于焊接眼面防护，焊接防护旧类目并入劳保防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊罩镜片是焊罩的眼面防护配件，按防护用途归眼面防护。；下一步：合并到眼面防护，第三层保留焊罩镜片并维护颜色、遮光等级、适配焊罩。
batch_009	劳保防护	眼面防护	WELD-000067	焊罩镜片	颜色：黑色		盒	焊罩镜片黑色	needs_review	缺失规格：尺寸；整理依据：遮光号/尺寸/每盒数量缺失，会影响焊罩镜片SKU区分；导入口径：do_not_import_missing_specs；重分类：焊接防护/焊罩配件 -> 劳保防护/眼面防护；分类置信度：high；焊罩镜片服务于焊接眼面防护，焊接防护旧类目并入劳保防护。；二级物料族人工预览：合并 -> 劳保防护/眼面防护；置信度：高；判断：焊罩镜片是焊罩的眼面防护配件，按防护用途归眼面防护。；下一步：合并到眼面防护，第三层保留焊罩镜片并维护颜色、遮光等级、适配焊罩。
batch_009	工具量具	锤铲撬工具	METAL-000084	不锈钢抹刀	材质：不锈钢；类型：抹刀		个	不锈钢抹刀	needs_review	缺失规格：尺寸；整理依据：尺寸/柄材质缺失，无法稳定区分抹刀SKU；导入口径：do_not_import_missing_specs；重分类：工具/泥瓦工具 -> 工具量具/手动工具；分类置信度：high；抹刀是泥瓦施工手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：中；判断：不锈钢抹刀是抹灰修整类土建手工具，目标表没有抹灰工具族，锤铲撬工具可承接低频土建手工具。；下一步：合并到锤铲撬工具，第三层保留抹刀，后续视数量决定是否拆抹灰工具族。
batch_009	工具量具	锤铲撬工具	TOOL-000030	灰刀	用途：抹灰		个	灰刀	standard	导入口径：import_ready；重分类：工具器具/施工工具 -> 工具量具/手动工具；分类置信度：high；灰刀是抹灰手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：中；判断：灰刀是抹灰施工手工具，目标无抹灰工具族，先归土建手工具。；下一步：合并到锤铲撬工具，第三层保留灰刀，补尺寸和材质。
batch_009	工具量具	锤铲撬工具	TOOL-000105	方头铁锹	规格：大号；类型：方头		套	大方铁锹	usable	缺失规格：品牌；型号；整理依据：是否含柄需确认，单位按原“套”保留；导入口径：confirm_then_import；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；铁锹属于施工手动工具，大小仅为规格。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：方头铁锹是土方铲类手工具，大小是规格属性。；下一步：合并到锤铲撬工具，第三层保留铁锹/方头铁锹，补尺寸、材质、柄型。
batch_009	工具量具	锤铲撬工具	TOOL-000106	方头铁锹	规格：小号；类型：方头		套	小方铁锹	usable	缺失规格：品牌；型号；整理依据：是否含柄需确认，单位按原“套”保留；导入口径：confirm_then_import；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；铁锹属于施工手动工具，大小仅为规格。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：方头铁锹是土方铲类手工具，大小是规格属性。；下一步：合并到锤铲撬工具，第三层保留铁锹/方头铁锹，补尺寸、材质、柄型。
batch_009	工具量具	锤铲撬工具	TOOL-000109	撬杠	规格：60		个	60撬杠	usable	缺失规格：型号；材质；长度；整理依据：原规格未说明60为长度还是型号/单位，需确认；材质缺失；导入口径：confirm_then_import；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；撬杠按规格区分，属于手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：撬杠是撬动类手工具，目标锤铲撬工具覆盖。；下一步：合并到锤铲撬工具，第三层保留撬杠，补长度和直径。
batch_009	工具量具	锤铲撬工具	TOOL-000110	撬杠	规格：120		个	120撬杠	usable	缺失规格：型号；材质；长度；整理依据：原规格未说明120为长度还是型号/单位，需确认；材质缺失；导入口径：confirm_then_import；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；撬杠按规格区分，属于手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：撬杠是撬动类手工具，目标锤铲撬工具覆盖。；下一步：合并到锤铲撬工具，第三层保留撬杠，补长度和直径。
batch_009	工具量具	锤铲撬工具	TOOL-000152	铁锤	规格：大号；材质：铁		个	大铁锤	needs_review	缺失规格：品牌；型号；尺寸；适用设备；整理依据：重量/柄材质缺失，“大号”不够精确，无法稳定区分铁锤SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；铁锤为敲击类手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：铁锤是锤类手工具，材质和大小是规格。；下一步：合并到锤铲撬工具，第三层保留铁锤，补重量、柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000162	手锤	重量：6磅		支	6磅手锤	usable	缺失规格：材质；整理依据：柄材质缺失，按重量先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；手锤属手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：手锤是典型锤类手工具，重量是规格。；下一步：合并到锤铲撬工具，第三层保留手锤，补重量和柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000163	手锤	重量：8磅		支	8磅手锤	usable	缺失规格：材质；整理依据：柄材质缺失，按重量先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；手锤属手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：手锤是典型锤类手工具，重量是规格。；下一步：合并到锤铲撬工具，第三层保留手锤，补重量和柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000164	钉锤	规格：大号		支	大钉锤	needs_review	缺失规格：材质；整理依据：重量/柄材质缺失，“大号”不足以稳定区分钉锤SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；钉锤是敲击类手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：钉锤是锤类手工具，目标锤铲撬工具覆盖锤类。；下一步：合并到锤铲撬工具，第三层保留钉锤，补重量、柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000165	撬棍	长度：1.3m；规格：30		支	1.3m-30撬棍	usable	缺失规格：材质；整理依据：“30”规格含义未明，材质缺失，按原规格保留；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；撬棍属于手动工具，规格差异不拆类。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：撬棍与撬杠同属撬动类手工具，不应单独作为二级。；下一步：合并到锤铲撬工具，第三层统一撬棍/撬杠，补长度和材质。
batch_009	工具量具	锤铲撬工具	TOOL-000166	撬棍	长度：60cm		支	60cm撬棍	needs_review	缺失规格：材质；直径；整理依据：直径/材质缺失，仅长度不足以稳定区分撬棍SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；撬棍属于手动工具，规格差异不拆类。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：撬棍与撬杠同属撬动类手工具，不应单独作为二级。；下一步：合并到锤铲撬工具，第三层统一撬棍/撬杠，补长度和材质。
batch_009	工具量具	锤铲撬工具	TOOL-000182	橡胶锤	材质：橡胶		个	橡皮锤	needs_review	缺失规格：品牌；型号；规格；尺寸；适用设备；整理依据：重量/柄材质缺失，无法稳定区分橡胶锤SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；橡胶锤是手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：橡胶锤是锤类手工具，材质是属性。；下一步：合并到锤铲撬工具，第三层保留橡胶锤，补重量、柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000197	铁锹	规格：待补		支	铁锹	needs_review	缺失规格：材质；整理依据：规格/柄材质缺失，无法稳定区分铁锹SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；铁锹为土方清理手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：高；判断：铁锹是铲类土方手工具，目标锤铲撬工具覆盖。；下一步：合并到锤铲撬工具，第三层保留铁锹，补头型、尺寸、柄材质。
batch_009	工具量具	锤铲撬工具	TOOL-000263	抹子	类型：抹子		把	抹子	needs_review	缺失规格：材质；尺寸；整理依据：尺寸/材质缺失，无法区分不同抹子SKU；导入口径：do_not_import_missing_specs；重分类：施工工具/抹灰工具 -> 工具量具/手动工具；分类置信度：high；抹子为抹灰手动工具。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：中；判断：抹子是抹灰施工手工具，目标无抹灰工具族，先归土建手工具。；下一步：合并到锤铲撬工具，第三层保留抹子，补尺寸和材质。
batch_009	工具量具	锤铲撬工具	TOOL-000318	冲凿套装	品牌：上匠；件数：12件		套	上匠冲凿12件套	needs_review	缺失规格：规格；整理依据：套装规格明细缺失，会影响冲凿套装SKU区分；导入口径：do_not_import_missing_specs；重分类：工具/冲凿工具 -> 工具量具/手动工具；分类置信度：high；冲凿套装为手动冲凿工具。；螺丝治理预览：需人工确认；action=needs_manual_review；scope=boundary_sample；confidence=medium；依据：非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。；二级物料族人工预览：合并 -> 工具量具/锤铲撬工具；置信度：中；判断：冲凿套装是敲击破拆类手工具套装，主体是凿具而非电动工具整机。；下一步：合并到锤铲撬工具，第三层保留冲凿套装，补件数和规格组成。
batch_009	建筑材料	水泥砂石	MAT-CEM-000001	石子	粒径：4-6mm		斤	4-6MM石子	standard	导入口径：import_ready；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：石子是基础砂石骨料，属于水泥砂石族。；下一步：合并到水泥砂石，第三层保留石子并维护粒径、包装。
batch_009	建筑材料	水泥砂石	MAT-CEM-000002	沙子	包装：大包		包	大包沙子	needs_review	缺失规格：类型；强度等级；包装重量；品牌；整理依据：粒径、重量缺失，无法区分不同沙子 SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：沙子是基础砂石材料，属于水泥砂石。；下一步：合并到水泥砂石，第三层保留沙子并维护粒径、包装。
batch_009	建筑材料	水泥砂石	MAT-CEM-000003	石子	包装：大包		包	大包石子	needs_review	缺失规格：类型；强度等级；包装重量；品牌；整理依据：粒径、重量缺失，无法区分不同石子 SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：石子是基础砂石骨料，属于水泥砂石族。；下一步：合并到水泥砂石，第三层保留石子并维护粒径、包装。
batch_009	建筑材料	水泥砂石	MAT-CEM-000004	普通硅酸盐水泥	标号：PO42.5		包	PO42.5水泥	usable	缺失规格：品牌；整理依据：每包重量、品牌缺失；导入口径：confirm_then_import；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000005	中砂	类型：中砂		包	中沙	needs_review	缺失规格：强度等级；包装重量；品牌；整理依据：标准单位为包但每包重量缺失，含泥量未明确；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：中砂是砂的粒径类型，属于水泥砂石。；下一步：合并到水泥砂石，第三层保留中砂并维护粒径、包装。
batch_009	建筑材料	水泥砂石	MAT-CEM-000006	双快水泥	类型：双快		包	双快水泥	usable	缺失规格：包装重量；整理依据：包装重量缺失，按双快水泥先建候选；导入口径：confirm_then_import；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000007	快硬水泥	类型：快速/快硬		包	快速水泥	needs_review	缺失规格：强度等级；包装重量；整理依据：强度等级/包装重量缺失，无法稳定区分水泥SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000008	水泥	品类：水泥		包	水泥	needs_review	缺失规格：强度等级；包装重量；整理依据：强度等级/包装重量缺失，无法稳定区分水泥SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000010	双快水泥	类型：双快水泥		包	双快水泥	needs_review	缺失规格：强度等级；包装重量；整理依据：强度等级/包装重量缺失，无法稳定区分双快水泥SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000011	水泥	标号/型号：PC425		包	PC425水泥	needs_review	缺失规格：执行标准；包装重量；整理依据：包装重量/执行标准缺失，无法稳定区分水泥SKU；导入口径：do_not_import_missing_specs；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000012	双快水泥	类型：双快水泥		包	双快水泥	needs_review	缺失规格：强度等级；包装重量；整理依据：强度等级/包装重量缺失，无法稳定区分双快水泥SKU；导入口径：do_not_import_missing_specs；重分类：建材/水泥砂浆 -> 建筑材料/水泥砂石；分类置信度：high；双快水泥属水泥类建筑材料。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000013	黄砂	类型：黄砂		吨	黄砂	needs_review	缺失规格：强度等级；包装重量；品牌；整理依据：细度/含泥量缺失，会影响砂石料验收和SKU区分；导入口径：do_not_import_missing_specs；重分类：建材/砂石料 -> 建筑材料/水泥砂石；分类置信度：high；黄砂属于砂石建材。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：黄砂是砂石基础建材，属于水泥砂石族。；下一步：合并到水泥砂石，第三层保留黄砂并维护粒径、包装单位。
batch_009	建筑材料	水泥砂石	MAT-CEM-000014	普通硅酸盐水泥	品牌：海螺；强度等级：42.5；类型：普通硅酸盐		包	海螺42.5水泥	needs_review	缺失规格：包装重量；整理依据：包装重量缺失，按包采购时无法稳定区分SKU；导入口径：do_not_import_missing_specs；重分类：建材/水泥 -> 建筑材料/水泥砂石；分类置信度：high；普通硅酸盐水泥归水泥砂石。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000015	硅酸盐水泥	品牌：海螺；强度等级：42.5		包	海螺42.5水泥	needs_review	缺失规格：类型；包装重量；整理依据：类型/每包重量缺失，按包采购无法稳定区分水泥SKU；导入口径：do_not_import_missing_specs；重分类：建材/水泥 -> 建筑材料/水泥砂石；分类置信度：high；硅酸盐水泥属于水泥材料。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	水泥砂石	MAT-CEM-000016	黄砂	类型：黄砂		吨	黄砂	needs_review	缺失规格：强度等级；包装重量；品牌；整理依据：粒径/含泥量/用途缺失，会影响砂石验收和SKU区分；导入口径：do_not_import_missing_specs；重分类：建材/砂石 -> 建筑材料/水泥砂石；分类置信度：high；黄砂属于砂石建材。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：黄砂是砂石基础建材，属于水泥砂石族。；下一步：合并到水泥砂石，第三层保留黄砂并维护粒径、包装单位。
batch_009	建筑材料	水泥砂石	MAT-CEM-000018	水泥	包装：散装；强度等级：42.5		吨	散装42.5水泥	needs_review	缺失规格：品牌；规格；整理依据：原名称“散装水泥”已将包装归入规格；水泥类型/品牌缺失，仍不足以区分水泥SKU；导入口径：do_not_import_missing_specs；重分类：建材/水泥 -> 建筑材料/水泥砂石；分类置信度：high；水泥按水泥砂石归类。；二级物料族人工预览：合并 -> 建筑材料/水泥砂石；置信度：高；判断：水泥是基础建材，属于水泥砂石族，标号和类型进入规格。；下一步：合并到水泥砂石，第三层保留普通硅酸盐水泥、快硬水泥等。
batch_009	建筑材料	防水保温材料	CONST-000029	阻燃挤塑板	特性：阻燃；尺寸：2.2m*0.6m*0.1m	数量描述:116块	平方	阻燃挤塑板2.2m*0.6m*0.1m*116块	needs_review	缺失规格：材质；厚度；强度等级；包装规格；整理依据：阻燃等级/密度缺失，会影响挤塑板SKU区分；导入口径：do_not_import_missing_specs；重分类：保温材料/挤塑板 -> 建筑材料/保温材料；分类置信度：high；挤塑板为保温材料，阻燃是性能。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：阻燃挤塑板是保温板材，阻燃是性能属性。；下一步：合并到防水保温材料，第三层保留挤塑板并维护厚度、阻燃等级。
batch_009	建筑材料	防水保温材料	CONST-000030	阻燃挤塑板	特性：阻燃；尺寸：2.2m*0.6m*0.05m	数量描述:64块	平方	阻燃挤塑板2.2m*0.6m*0.05m*64块	needs_review	缺失规格：材质；厚度；强度等级；包装规格；整理依据：阻燃等级/密度缺失，会影响挤塑板SKU区分；导入口径：do_not_import_missing_specs；重分类：保温材料/挤塑板 -> 建筑材料/保温材料；分类置信度：high；挤塑板为保温材料，阻燃是性能。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：阻燃挤塑板是保温板材，阻燃是性能属性。；下一步：合并到防水保温材料，第三层保留挤塑板并维护厚度、阻燃等级。
batch_009	建筑材料	防水保温材料	FAST-000086	膨胀止水条	类型：膨胀止水条；规格：5mm*30mm		米	膨胀止水条5mm*30mm	needs_review	缺失规格：材质；整理依据：材质/膨胀率缺失，会影响膨胀止水条SKU区分；导入口径：do_not_import_missing_specs；重分类：建材/防水材料 -> 建筑材料/防水材料；分类置信度：high；膨胀止水条属于防水止水材料。；螺丝治理预览：需人工确认；action=needs_manual_review；scope=boundary_sample；confidence=medium；依据：包含膨胀但为止水条，必须作为膨胀锚栓规则排除。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：膨胀止水条用于施工缝止水，属于防水材料。；下一步：合并到防水保温材料，第三层保留止水条并维护规格、膨胀性能。
batch_009	建筑材料	防水保温材料	MAT-000051	止水针头	长度：10cm		个	止水针头10CM	needs_review	缺失规格：材质；直径；整理依据：直径/材质缺失；导入口径：do_not_import_missing_specs；重分类：工程材料/堵漏注浆材料 -> 建筑材料/防水材料；分类置信度：high；止水针头是堵漏注浆用防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：止水针头用于注浆止水施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层统一止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000052	止水针头	长度：15cm		个	止水针头15CM	needs_review	缺失规格：材质；直径；整理依据：直径/材质缺失；导入口径：do_not_import_missing_specs；重分类：工程材料/堵漏注浆材料 -> 建筑材料/防水材料；分类置信度：high；止水针头是堵漏注浆用防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：止水针头用于注浆止水施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层统一止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000069	防火棉	特性：阻燃；类型：防火棉		平方	阻燃防火棉	needs_review	缺失规格：厚度；整理依据：厚度/防火等级缺失，无法区分防火棉SKU；导入口径：do_not_import_missing_specs；重分类：建筑材料/保温防火材料 -> 建筑材料/保温材料；分类置信度：high；防火棉为阻燃保温材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：防火棉是阻燃保温或隔热材料，符合防水保温材料口径。；下一步：合并到防水保温材料，第三层保留防火棉并维护阻燃等级、厚度。
batch_009	建筑材料	防水保温材料	MAT-000123	注浆针头	类型：注浆针头		个	注浆针头	needs_review	缺失规格：规格；材质；长度；整理依据：规格/长度/材质缺失，无法稳定区分注浆针头SKU；导入口径：do_not_import_missing_specs；重分类：堵漏注浆/注浆耗材 -> 建筑材料/防水材料；分类置信度：high；注浆针头用于堵漏注浆，归防水材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：注浆针头用于注浆止水施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层统一注浆止水针头或注浆针头。
batch_009	建筑材料	防水保温材料	MAT-000124	水性聚氨酯	类型：水性；材料：聚氨酯		公斤	水性聚氨酯	needs_review	缺失规格：品牌；整理依据：品牌/包装/固含量缺失，可能影响聚氨酯材料SKU区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/堵漏材料 -> 建筑材料/防水材料；分类置信度：high；水性聚氨酯用于堵漏防水，归防水材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：水性聚氨酯在样例中作为防水材料，水性是属性。；下一步：合并到防水保温材料，第三层保留聚氨酯并维护水性或油性、包装。
batch_009	建筑材料	防水保温材料	MAT-000125	油性聚氨酯	类型：油性；材料：聚氨酯		公斤	油性聚氨酯	needs_review	缺失规格：品牌；整理依据：品牌/包装/固含量缺失，可能影响聚氨酯材料SKU区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/堵漏材料 -> 建筑材料/防水材料；分类置信度：high；油性聚氨酯为堵漏防水材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：油性聚氨酯在样例中作为防水材料使用，油性是材料属性。；下一步：合并到防水保温材料，第三层保留聚氨酯并维护水性或油性、包装。
batch_009	建筑材料	防水保温材料	MAT-000151	油性聚氨酯	类型：油性；材料：聚氨酯；包装：10kg		桶	油性聚氨酯10KG	needs_review	缺失规格：品牌；整理依据：品牌/用途/SDS缺失，可能影响采购和验收；导入口径：do_not_import_missing_specs；重分类：化工原料/堵漏材料 -> 建筑材料/防水材料；分类置信度：high；油性聚氨酯为堵漏防水材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：油性聚氨酯在样例中作为防水材料使用，油性是材料属性。；下一步：合并到防水保温材料，第三层保留聚氨酯并维护水性或油性、包装。
batch_009	建筑材料	防水保温材料	MAT-000153	注浆止水针头	用途：注浆止水；长度：150mm		支	注浆止水针头150mm	needs_review	缺失规格：材质；直径；整理依据：直径/接口/材质缺失，无法唯一确定针头SKU；导入口径：do_not_import_missing_specs；重分类：注浆设备/耗材 -> 建筑材料/防水材料；分类置信度：high；高压注浆止水针头是堵漏防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：注浆止水针头用于防水堵漏施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层保留注浆止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000154	注浆止水针头	用途：注浆止水；长度：100mm		支	注浆止水针头100mm	needs_review	缺失规格：材质；直径；整理依据：直径/接口/材质缺失，无法唯一确定针头SKU；导入口径：do_not_import_missing_specs；重分类：注浆设备/耗材 -> 建筑材料/防水材料；分类置信度：high；高压注浆止水针头是堵漏防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：注浆止水针头用于防水堵漏施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层保留注浆止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000191	注浆止水针头	用途：高压注浆止水；长度：150mm		支	高压注浆止水针头150mm	needs_review	缺失规格：直径；整理依据：直径/接口缺失，会影响注浆止水针头SKU区分；导入口径：do_not_import_missing_specs；重分类：注浆设备/耗材 -> 建筑材料/防水材料；分类置信度：high；高压注浆止水针头是堵漏防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：注浆止水针头用于防水堵漏施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层保留注浆止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000192	注浆止水针头	用途：高压注浆止水；长度：100mm		支	高压注浆止水针头100mm	needs_review	缺失规格：直径；整理依据：直径/接口缺失，会影响注浆止水针头SKU区分；导入口径：do_not_import_missing_specs；重分类：注浆设备/耗材 -> 建筑材料/防水材料；分类置信度：high；高压注浆止水针头是堵漏防水耗材。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：注浆止水针头用于防水堵漏施工，属于防水材料配件。；下一步：合并到防水保温材料，第三层保留注浆止水针头并维护长度。
batch_009	建筑材料	防水保温材料	MAT-000215	堵漏王	类型：堵漏王		袋	堵漏王	needs_review	缺失规格：品牌；包装重量；整理依据：品牌/包装重量/性能缺失，无法稳定区分堵漏王SKU；导入口径：do_not_import_missing_specs；重分类：建材/堵漏材料 -> 建筑材料/防水材料；分类置信度：high；堵漏王用于堵漏防水，旧建材口径过宽。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：堵漏王用于防水堵漏施工，属于防水材料。；下一步：合并到防水保温材料，第三层保留堵漏王并维护包装、凝结时间。
batch_009	建筑材料	防水保温材料	MAT-000236	防冻保温棉	特性：防冻；规格：Φ50		根	防冻保温棉Φ50	needs_review	缺失规格：材质；长度；厚度；整理依据：厚度/材质/长度缺失，无法区分保温棉SKU；导入口径：do_not_import_missing_specs；重分类：保温材料/保温棉 -> 建筑材料/保温材料；分类置信度：high；保温棉属于建筑保温材料。；二级物料族人工预览：合并 -> 建筑材料/防水保温材料；置信度：高；判断：防冻保温棉用于保温防冻，符合防水保温材料目标族。；下一步：合并到防水保温材料，第三层保留保温棉并维护适配管径、厚度。
batch_009	焊接切割	焊材	WELD-000001	耐磨焊丝	型号/牌号：998；特性：高强度耐磨		KG	998高强度耐磨焊丝	needs_review	缺失规格：直径；整理依据：直径缺失，无法区分焊丝 SKU；导入口径：do_not_import_missing_specs；重分类：焊接耗材/焊丝 -> 焊接切割/焊接耗材；分类置信度：high；耐磨焊丝为焊接耗材。；二级物料族人工预览：合并 -> 焊接切割/焊材；置信度：高；判断：焊丝和药芯焊丝均为焊接材料，不应单独作为第二层族。；下一步：合并到焊材，第三层保留焊丝、药芯焊丝并补牌号、直径、包装重量。
